	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_047945_NC_047945_1	NC_047945	NC_047945	1	2	913	1	E											0
NC_047945_NC_047945_2	NC_047945	NC_047945	2	1070	1789	1	E											0
NC_047945_NC_047945_3	NC_047945	NC_047945	3	1960	2322	1	E											0
NC_047945_NC_047945_4	NC_047945	NC_047945	4	2510	3298	1	E											0
NC_047945_NC_047945_5	NC_047945	NC_047945	5	3298	4305	1	E											0
NC_047945_NC_047945_6	NC_047945	NC_047945	6	4391	5815	1	E											0
NC_047945_NC_047945_7	NC_047945	NC_047945	7	5915	6196	1	E											0
NC_047945_NC_047945_8	NC_047945	NC_047945	8	6209	7120	1	E											0
NC_047945_NC_047945_9	NC_047945	NC_047945	9	7134	8015	1	E											1
NC_047945_NC_047945_10	NC_047945	NC_047945	10	8015	8623	1	E											0
NC_047945_NC_047945_11	NC_047945	NC_047945	11	8640	9482	1	E											0
NC_047945_NC_047945_12	NC_047945	NC_047945	12	9475	9690	1	E											0
NC_047945_NC_047945_13	NC_047945	NC_047945	13	9712	11481	1	E											0
NC_047945_NC_047945_14	NC_047945	NC_047945	14	11551	11943	1	E											0
NC_047945_NC_047945_15	NC_047945	NC_047945	15	12408	12959	1	E											0
NC_047945_NC_047945_16	NC_047945	NC_047945	16	12922	13551	1	E											0
NC_047945_NC_047945_17	NC_047945	NC_047945	17	13606	17826	1	E											0
NC_047945_NC_047945_18	NC_047945	NC_047945	18	17874	20309	1	D										CHAP domain [PF05257.19]	0
NC_047945_NC_047945_19	NC_047945	NC_047945	19	20322	21224	1	E											0
NC_047945_NC_047945_20	NC_047945	NC_047945	20	21225	24131	1	E											0
NC_047945_NC_047945_21	NC_047945	NC_047945	21	24131	25234	1	D			MER0167002	S08A	MER0167002 - subfamily S8A unassigned peptidases (Brevibacillus brevis) [S08.UPA]#S08A#{peptidase unit: 105-372}~source BAH42752~	False	0.348	151.0	1.011e-37	Subtilase family [PF00082.25]	0
NC_047945_NC_047945_22	NC_047945	NC_047945	22	25240	25710	1	E											0
NC_047945_NC_047945_23	NC_047945	NC_047945	23	25843	26643	1	E											0
NC_047945_NC_047945_24	NC_047945	NC_047945	24	26643	27176	1	E											0
NC_047945_NC_047945_25	NC_047945	NC_047945	25	27167	27865	1	D										Protein of unknown function (DUF2634) [PF10934.11]	0
NC_047945_NC_047945_26	NC_047945	NC_047945	26	27875	28921	1	D										Baseplate J-like protein [PF04865.17]	0
NC_047945_NC_047945_27	NC_047945	NC_047945	27	28936	31611	1	E											0
NC_047945_NC_047945_28	NC_047945	NC_047945	28	31714	32232	1	E											0
NC_047945_NC_047945_29	NC_047945	NC_047945	29	32251	35730	1	D										Domain of unknown function (DUF4815) [PF16075.8]	0
NC_047945_NC_047945_30	NC_047945	NC_047945	30	35789	35959	1	E											0
NC_047945_NC_047945_31	NC_047945	NC_047945	31	35961	37940	1	E											0
NC_047945_NC_047945_32	NC_047945	NC_047945	32	37959	38366	1	D										Protein of unknown function (DUF2977) [PF11192.11]	0
NC_047945_NC_047945_33	NC_047945	NC_047945	33	38366	39763	1	E											0
NC_047945_NC_047945_34	NC_047945	NC_047945	34	39847	41592	1	D										Helicase conserved C-terminal domain [PF00271.34]; ERCC3/RAD25/XPB C-terminal helicase [PF16203.8]; Type III restriction enzyme, res subunit [PF04851.18]	0
NC_047945_NC_047945_35	NC_047945	NC_047945	35	41609	43153	1	E											0
NC_047945_NC_047945_36	NC_047945	NC_047945	36	43169	44620	1	D										DnaB-like helicase C terminal domain [PF03796.18]; KaiC [PF06745.16]; AAA domain [PF13481.9]	0
NC_047945_NC_047945_37	NC_047945	NC_047945	37	44607	44879	1	E											0
NC_047945_NC_047945_38	NC_047945	NC_047945	38	44954	45292	1	E											0
NC_047945_NC_047945_39	NC_047945	NC_047945	39	45330	45611	1	E											0
NC_047945_NC_047945_40	NC_047945	NC_047945	40	45611	46639	1	C	K03547	DNA repair protein SbcD/Mre11									0
NC_047945_NC_047945_41	NC_047945	NC_047945	41	46639	47016	1	E											0
NC_047945_NC_047945_42	NC_047945	NC_047945	42	47016	48926	1	D										RecF/RecN/SMC N terminal domain [PF02463.22]	0
NC_047945_NC_047945_43	NC_047945	NC_047945	43	48930	49571	1	E											0
NC_047945_NC_047945_44	NC_047945	NC_047945	44	49573	50634	1	C	K02316	DNA primase [EC:2.7.7.101]								CHC2 zinc finger [PF01807.23]; Toprim-like [PF13155.9]	0
NC_047945_NC_047945_45	NC_047945	NC_047945	45	50695	51009	1	E											0
NC_047945_NC_047945_46	NC_047945	NC_047945	46	51009	51404	1	E											0
NC_047945_NC_047945_47	NC_047945	NC_047945	47	51404	52012	1	E											0
NC_047945_NC_047945_48	NC_047945	NC_047945	48	52027	52419	1	C	K03647	protein involved in ribonucleotide reduction								NrdI Flavodoxin like [PF07972.14]; Flavodoxin [PF00258.28]	0
NC_047945_NC_047945_49	NC_047945	NC_047945	49	52424	54538	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase N-terminal [PF08343.13]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
