Name	Count
Carbohydrate metabolism	245
Lipid metabolism	52
Glycan biosynthesis and metabolism	42
Amino acid metabolism	191
Signal transduction	83
Endocrine system	13
Cancer: overview	10
Protein families: signaling and cellular processes	429
Energy metabolism	94
Metabolism of other amino acids	33
Metabolism of cofactors and vitamins	108
Biosynthesis of other secondary metabolites	33
Protein families: metabolism	190
Metabolism of terpenoids and polyketides	27
Nucleotide metabolism	82
Xenobiotics biodegradation and metabolism	33
Infectious disease: bacterial	18
Neurodegenerative disease	18
Cardiovascular disease	10
Protein families: genetic information processing	522
Poorly characterized	94
Nervous system	10
Substance dependence	3
Drug resistance: antineoplastic	5
Unclassified: metabolism	134
Folding, sorting and degradation	35
Cell motility	49
Translation	80
Cellular community - prokaryotes	85
Cell growth and death	19
Endocrine and metabolic disease	6
Environmental adaptation	8
Infectious disease: viral	2
Membrane transport	115
Drug resistance: antimicrobial	23
Replication and repair	68
Digestive system	6
Aging	10
Excretory system	1
Infectious disease: parasitic	2
Cancer: specific types	2
Unclassified: signaling and cellular processes	47
Unclassified: genetic information processing	30
Immune system	7
Transcription	5
Immune disease	1
Transport and catabolism	4
Signaling molecules and interaction	1
