	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_051733_NC_051733_1	NC_051733	NC_051733	1	3	95	1	E											0
NC_051733_NC_051733_2	NC_051733	NC_051733	2	139	432	1	E											0
NC_051733_NC_051733_3	NC_051733	NC_051733	3	401	2077	1	D										Terminase large subunit, ATPase domain [PF03354.18]; Terminase large subunit, endonuclease domain [PF20441.1]	0
NC_051733_NC_051733_4	NC_051733	NC_051733	4	2094	3548	1	D										Protein of unknown function (DUF935) [PF06074.15]	0
NC_051733_NC_051733_5	NC_051733	NC_051733	5	3539	4876	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER1015836	S14	MER1015836 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 88-223}~source R4TP95~	False	273.0	3.947e-78	0.948	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	0
NC_051733_NC_051733_6	NC_051733	NC_051733	6	4880	5245	1	D										Uncharacterized conserved protein (DUF2190) [PF09956.12]	0
NC_051733_NC_051733_7	NC_051733	NC_051733	7	5282	6226	1	E											0
NC_051733_NC_051733_8	NC_051733	NC_051733	8	6226	6576	1	E											0
NC_051733_NC_051733_9	NC_051733	NC_051733	9	6580	6942	1	E											0
NC_051733_NC_051733_10	NC_051733	NC_051733	10	6942	7292	1	E											0
NC_051733_NC_051733_11	NC_051733	NC_051733	11	7307	7651	1	E											0
NC_051733_NC_051733_12	NC_051733	NC_051733	12	7651	7920	1	E											0
NC_051733_NC_051733_13	NC_051733	NC_051733	13	7920	8297	1	E											0
NC_051733_NC_051733_14	NC_051733	NC_051733	14	8294	8731	1	E											0
NC_051733_NC_051733_15	NC_051733	NC_051733	15	8822	9820	1	E											0
NC_051733_NC_051733_16	NC_051733	NC_051733	16	9929	10528	1	E											0
NC_051733_NC_051733_17	NC_051733	NC_051733	17	10629	10847	1	E											0
NC_051733_NC_051733_18	NC_051733	NC_051733	18	10861	14640	1	D										Transglycosylase-like domain [PF06737.17]; Phage-related minor tail protein [PF10145.12]	0
NC_051733_NC_051733_19	NC_051733	NC_051733	19	14637	16382	1	E											0
NC_051733_NC_051733_20	NC_051733	NC_051733	20	16382	18118	1	E											0
NC_051733_NC_051733_21	NC_051733	NC_051733	21	18141	19034	1	E											0
NC_051733_NC_051733_22	NC_051733	NC_051733	22	19035	21668	1	E											0
NC_051733_NC_051733_23	NC_051733	NC_051733	23	21670	22707	1	E											0
NC_051733_NC_051733_24	NC_051733	NC_051733	24	22716	22871	1	E											0
NC_051733_NC_051733_25	NC_051733	NC_051733	25	22888	23250	1	E											0
NC_051733_NC_051733_26	NC_051733	NC_051733	26	23247	23420	1	E											0
NC_051733_NC_051733_27	NC_051733	NC_051733	27	23491	24426	1	D										Putative peptidoglycan binding domain [PF01471.21]	0
NC_051733_NC_051733_28	NC_051733	NC_051733	28	24423	25589	1	E											0
NC_051733_NC_051733_29	NC_051733	NC_051733	29	25611	25859	1	D										Putative lactococcus lactis phage r1t holin [PF16945.8]	0
NC_051733_NC_051733_30	NC_051733	NC_051733	30	25856	26215	1	D										Protein of unknown function (DUF2746) [PF10874.11]	0
NC_051733_NC_051733_31	NC_051733	NC_051733	31	26290	27246	-1	D										Phage integrase family [PF00589.25]	0
NC_051733_NC_051733_32	NC_051733	NC_051733	32	27317	27718	-1	D										Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]	0
NC_051733_NC_051733_33	NC_051733	NC_051733	33	27835	28080	1	E											0
NC_051733_NC_051733_34	NC_051733	NC_051733	34	28077	28310	1	E											0
NC_051733_NC_051733_35	NC_051733	NC_051733	35	28307	29173	1	C	K07741	anti-repressor protein								BRO family, N-terminal domain [PF02498.20]; Phage antirepressor protein KilAC domain [PF03374.17]	0
NC_051733_NC_051733_36	NC_051733	NC_051733	36	29170	29469	1	E											0
NC_051733_NC_051733_37	NC_051733	NC_051733	37	29466	29714	1	E											0
NC_051733_NC_051733_38	NC_051733	NC_051733	38	29711	30112	1	E											0
NC_051733_NC_051733_39	NC_051733	NC_051733	39	30175	30678	1	D										Protein of unknown function (DUF732) [PF05305.17]	0
NC_051733_NC_051733_40	NC_051733	NC_051733	40	30678	30911	1	E											0
NC_051733_NC_051733_41	NC_051733	NC_051733	41	30908	31174	1	E											0
NC_051733_NC_051733_42	NC_051733	NC_051733	42	31171	31443	1	E											0
NC_051733_NC_051733_43	NC_051733	NC_051733	43	31440	31619	1	E											0
NC_051733_NC_051733_44	NC_051733	NC_051733	44	31830	32321	1	D										NUMOD4 motif [PF07463.14]; HNH endonuclease [PF13392.9]	0
NC_051733_NC_051733_45	NC_051733	NC_051733	45	32321	32473	1	E											0
NC_051733_NC_051733_46	NC_051733	NC_051733	46	32470	33396	1	D										PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]	0
NC_051733_NC_051733_47	NC_051733	NC_051733	47	33393	34367	1	C	K07455	recombination protein RecT								RecT family [PF03837.17]	0
NC_051733_NC_051733_48	NC_051733	NC_051733	48	34364	34576	1	E											0
NC_051733_NC_051733_49	NC_051733	NC_051733	49	34573	34911	1	E											0
NC_051733_NC_051733_50	NC_051733	NC_051733	50	34908	35975	1	D										Ftsk gamma domain [PF09397.13]	0
