	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_031072_NC_031072_1	NC_031072	NC_031072	1	2	397	1	E				0
NC_031072_NC_031072_2	NC_031072	NC_031072	2	360	1928	1	E				0
NC_031072_NC_031072_3	NC_031072	NC_031072	3	1940	3316	1	D			Protein of unknown function (DUF935) [PF06074.15]	0
NC_031072_NC_031072_4	NC_031072	NC_031072	4	3316	4728	1	D			Mu-like prophage I protein [PF10123.12]	0
NC_031072_NC_031072_5	NC_031072	NC_031072	5	4730	5182	1	E				0
NC_031072_NC_031072_6	NC_031072	NC_031072	6	5209	6138	1	E				0
NC_031072_NC_031072_7	NC_031072	NC_031072	7	6142	6570	1	E				0
NC_031072_NC_031072_8	NC_031072	NC_031072	8	6567	6959	1	D			Phage protein Gp19/Gp15/Gp42 [PF09355.13]	0
NC_031072_NC_031072_9	NC_031072	NC_031072	9	6959	7321	1	E				0
NC_031072_NC_031072_10	NC_031072	NC_031072	10	7330	7590	1	E				0
NC_031072_NC_031072_11	NC_031072	NC_031072	11	7587	7880	1	E				0
NC_031072_NC_031072_12	NC_031072	NC_031072	12	7873	8160	1	E				0
NC_031072_NC_031072_13	NC_031072	NC_031072	13	8157	8576	1	E				0
NC_031072_NC_031072_14	NC_031072	NC_031072	14	8682	9320	1	E				0
NC_031072_NC_031072_15	NC_031072	NC_031072	15	9423	9833	1	E				0
NC_031072_NC_031072_16	NC_031072	NC_031072	16	9926	10207	1	E				0
NC_031072_NC_031072_17	NC_031072	NC_031072	17	10277	15820	1	C	K21449	trimeric autotransporter adhesin		0
NC_031072_NC_031072_18	NC_031072	NC_031072	18	15817	16677	1	E				0
NC_031072_NC_031072_19	NC_031072	NC_031072	19	16674	18320	1	E				0
NC_031072_NC_031072_20	NC_031072	NC_031072	20	18337	19041	1	D			D-alanyl-D-alanine carboxypeptidase [PF13539.9]	0
NC_031072_NC_031072_21	NC_031072	NC_031072	21	19041	19952	1	E				0
NC_031072_NC_031072_22	NC_031072	NC_031072	22	19955	20416	1	D			Putative lactococcus lactis phage r1t holin [PF16945.8]	0
NC_031072_NC_031072_23	NC_031072	NC_031072	23	20480	20734	1	E				0
NC_031072_NC_031072_24	NC_031072	NC_031072	24	20721	21179	1	E				0
NC_031072_NC_031072_25	NC_031072	NC_031072	25	21173	21976	1	D			Cutinase [PF01083.25]	0
NC_031072_NC_031072_26	NC_031072	NC_031072	26	21973	22347	1	E				0
NC_031072_NC_031072_27	NC_031072	NC_031072	27	22340	23407	1	E				0
NC_031072_NC_031072_28	NC_031072	NC_031072	28	23407	24924	1	E				0
NC_031072_NC_031072_29	NC_031072	NC_031072	29	24924	25259	1	E				0
NC_031072_NC_031072_30	NC_031072	NC_031072	30	25252	27144	1	D			Carbohydrate esterase, sialic acid-specific acetylesterase [PF03629.21]	0
NC_031072_NC_031072_31	NC_031072	NC_031072	31	27141	27830	1	E				0
NC_031072_NC_031072_32	NC_031072	NC_031072	32	27832	28104	-1	E				0
NC_031072_NC_031072_33	NC_031072	NC_031072	33	28392	28568	-1	E				0
NC_031072_NC_031072_34	NC_031072	NC_031072	34	28743	28988	-1	C	K18923	antitoxin StbD	Antitoxin Phd_YefM, type II toxin-antitoxin system [PF02604.22]	0
NC_031072_NC_031072_35	NC_031072	NC_031072	35	28985	29245	-1	C	K06218	mRNA interferase RelE/StbE	ParE toxin of type II toxin-antitoxin system, parDE [PF05016.18]; ParE-like toxin of type II bacterial toxin-antitoxin system [PF15781.8]	0
NC_031072_NC_031072_36	NC_031072	NC_031072	36	29527	29835	-1	E				0
NC_031072_NC_031072_37	NC_031072	NC_031072	37	29928	30212	1	E				0
NC_031072_NC_031072_38	NC_031072	NC_031072	38	30259	30690	1	E				0
NC_031072_NC_031072_39	NC_031072	NC_031072	39	30687	31523	-1	D			Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF13495.9]	0
NC_031072_NC_031072_40	NC_031072	NC_031072	40	31677	31937	-1	E				0
NC_031072_NC_031072_41	NC_031072	NC_031072	41	31934	32320	-1	D			Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]	0
NC_031072_NC_031072_42	NC_031072	NC_031072	42	32739	32903	1	E				0
NC_031072_NC_031072_43	NC_031072	NC_031072	43	32900	33415	1	E				0
NC_031072_NC_031072_44	NC_031072	NC_031072	44	33424	33594	1	E				0
NC_031072_NC_031072_45	NC_031072	NC_031072	45	33591	33905	1	E				0
NC_031072_NC_031072_46	NC_031072	NC_031072	46	33902	34204	1	E				0
NC_031072_NC_031072_47	NC_031072	NC_031072	47	34201	34647	1	E				0
NC_031072_NC_031072_48	NC_031072	NC_031072	48	34644	34871	1	E				0
NC_031072_NC_031072_49	NC_031072	NC_031072	49	34868	35230	1	E				0
NC_031072_NC_031072_50	NC_031072	NC_031072	50	35227	35565	1	E				0
NC_031072_NC_031072_51	NC_031072	NC_031072	51	35562	35735	1	E				0
NC_031072_NC_031072_52	NC_031072	NC_031072	52	35741	35971	1	E				0
NC_031072_NC_031072_53	NC_031072	NC_031072	53	35968	36312	1	E				0
NC_031072_NC_031072_54	NC_031072	NC_031072	54	36312	36665	1	E				0
