	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001479.1_1	QGNH01001479.1	QGNH01001479.1	1	1	549	1	D	YP_009809812.1	YP_009809812.1 PhoH-like phosphate starvation-inducible [Caulobacter phage CcrBL9]	False	0.58	201.0	5.137000000000001e-58								PhoH-like protein [PF02562.19]; AAA domain [PF13604.9]; AAA domain [PF13245.9]	VOG02569	sp|P46343|PHOL_BACSU PhoH-like protein; Xh	Xh	0	False	MKF
QGNH01001479.1_2	QGNH01001479.1	QGNH01001479.1	2	613	1206	1	D	YP_006988766.1	YP_006988766.1 head-tail adaptor Ad1 [Caulobacter virus Magneto]	False	0.362	120.0	9.189999999999999e-30								Putative DnaT-like ssDNA binding protein [PF20557.1]	VOG01527	REFSEQ head-tail adaptor Ad1; Xu	Xu	0	False	F
QGNH01001479.1_3	QGNH01001479.1	QGNH01001479.1	3	1206	1577	1	E																		0	False	F
QGNH01001479.1_4	QGNH01001479.1	QGNH01001479.1	4	1578	2066	1	E	YP_009600742.1	YP_009600742.1 hypothetical protein FDH44_gp013 [Sphingobium phage Lacusarx]	False	0.433	125.0	5.561000000000001e-32									VOG00996	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	F
QGNH01001479.1_5	QGNH01001479.1	QGNH01001479.1	5	2063	2482	1	D														Bacteriophage related domain of unknown function [PF13554.9]	VOG00387	REFSEQ tail terminator; Xu	Xu	0	False	F
QGNH01001479.1_6	QGNH01001479.1	QGNH01001479.1	6	2589	4418	1	D	YP_009809817.1	YP_009809817.1 minor tail protein [Caulobacter phage CcrBL9]	True	0.461	505.0	1.883e-155								Phage tail tube protein [PF18906.3]	VOG00339	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001479.1_7	QGNH01001479.1	QGNH01001479.1	7	4561	4980	1	E	YP_009600185.1	YP_009600185.1 tail assembly chaperone [Dinoroseobacter phage vB_DshS-R5C]	False	0.347	74.0	9.403e-15									VOG00552	REFSEQ tail assembly chaperone; Xu	Xu	0	False	F
QGNH01001479.1_8	QGNH01001479.1	QGNH01001479.1	8	5145	5330	1	E																		0	False	
QGNH01001479.1_9	QGNH01001479.1	QGNH01001479.1	9	5343	9995	1	D	YP_006988352.1	YP_006988352.1 tail length tape measure protein [Caulobacter phage CcrColossus]	False	0.446	111.0	8.621e-23								Tape measure protein [PF20155.2]	VOG00414	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001479.1_10	QGNH01001479.1	QGNH01001479.1	10	9992	10621	1	D	YP_009809295.1	YP_009809295.1 glycoside hydrolase [Caulobacter phage CcrPW]	False	0.48	183.0	2.287e-51								Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]				0	False	
QGNH01001479.1_11	QGNH01001479.1	QGNH01001479.1	11	10618	11775	1	D	YP_224008.1	YP_224008.1 tail assembly protein [Alphaproteobacteria phage PhiJL001]	False	0.252	198.0	1.584e-53								Uncharacterized conserved protein (DUF2163) [PF09931.12]; Phage conserved hypothetical protein BR0599 [PF09356.13]	VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	
QGNH01001479.1_12	QGNH01001479.1	QGNH01001479.1	12	11772	12200	1	D	YP_009600751.1	YP_009600751.1 minor tail protein [Sphingobium phage Lacusarx]	False	0.423	93.0	2.953e-21	MER0718794	C40	MER0718794 - family C40 unassigned peptidases (Polymorphum gilvum) [C40.UPW]#C40#{peptidase unit: 16-128}~source F2J689~	False	84.0	5.518e-18	0.404					0	False	P
QGNH01001479.1_13	QGNH01001479.1	QGNH01001479.1	13	12202	14265	1	E	YP_009600752.1	YP_009600752.1 tail protein [Sphingobium phage Lacusarx]	False	0.405	168.0	2.3999999999999997e-41												0	False	
QGNH01001479.1_14	QGNH01001479.1	QGNH01001479.1	14	14204	15919	1	D	YP_224010.1	YP_224010.1 tail protein [Alphaproteobacteria phage PhiJL001]	False	0.362	325.0	2.192e-94								Putative phage tail protein [PF13550.9]	VOG02462	REFSEQ tail protein; Xu	Xu	0	False	
QGNH01001479.1_15	QGNH01001479.1	QGNH01001479.1	15	15993	18644	1	E	YP_010657992.1	YP_010657992.1 minor tail protein [Rhizobium phage RHph_I1_6]	False	0.508	126.0	9.555e-28									VOG01647	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01001479.1_16	QGNH01001479.1	QGNH01001479.1	16	18647	20149	1	E															VOG02230	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001479.1_17	QGNH01001479.1	QGNH01001479.1	17	20153	20887	1	E	YP_010719892.1	YP_010719892.1 hypothetical protein P6F35_gp24 [Sphingomonas phage vB_StuS_MMDA13]	False	0.302	70.0	4.723e-12												0	False	F
QGNH01001479.1_18	QGNH01001479.1	QGNH01001479.1	18	20959	21543	1	E																		0	False	F
QGNH01001479.1_19	QGNH01001479.1	QGNH01001479.1	19	21540	21833	1	E																		0	False	F
QGNH01001479.1_20	QGNH01001479.1	QGNH01001479.1	20	21830	22210	1	E																		0	False	F
QGNH01001479.1_21	QGNH01001479.1	QGNH01001479.1	21	22212	22544	1	E																		0	False	F
QGNH01001479.1_22	QGNH01001479.1	QGNH01001479.1	22	22541	22810	1	E																		0	False	F
