	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001631.1_1	QGNH01001631.1	QGNH01001631.1	1	1	963	-1	E											0	False	F
QGNH01001631.1_2	QGNH01001631.1	QGNH01001631.1	2	966	3170	-1	E											0	False	F
QGNH01001631.1_3	QGNH01001631.1	QGNH01001631.1	3	3170	3646	-1	E											0	False	F
QGNH01001631.1_4	QGNH01001631.1	QGNH01001631.1	4	3657	5744	-1	E	YP_009287745.1	YP_009287745.1 tail protein [Enterobacter phage Tyrion]	False	93.0	7.954e-18	0.195					0	False	F
QGNH01001631.1_5	QGNH01001631.1	QGNH01001631.1	5	5939	6508	-1	E											0	False	
QGNH01001631.1_6	QGNH01001631.1	QGNH01001631.1	6	6556	7983	-1	E											0	False	
QGNH01001631.1_7	QGNH01001631.1	QGNH01001631.1	7	7994	8809	-1	E											0	False	
QGNH01001631.1_8	QGNH01001631.1	QGNH01001631.1	8	8988	9215	-1	E											0	False	
QGNH01001631.1_9	QGNH01001631.1	QGNH01001631.1	9	9225	9434	-1	E											0	False	
QGNH01001631.1_10	QGNH01001631.1	QGNH01001631.1	10	9434	9685	-1	E											0	False	
QGNH01001631.1_11	QGNH01001631.1	QGNH01001631.1	11	9685	10308	-1	E											0	False	F
QGNH01001631.1_12	QGNH01001631.1	QGNH01001631.1	12	10301	10567	-1	E											0	False	F
QGNH01001631.1_13	QGNH01001631.1	QGNH01001631.1	13	10564	10740	-1	E											0	False	F
QGNH01001631.1_14	QGNH01001631.1	QGNH01001631.1	14	10737	12320	-1	D							Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xs;Xp;Xr	0	False	VF
QGNH01001631.1_15	QGNH01001631.1	QGNH01001631.1	15	12323	12550	-1	E											0	False	F
QGNH01001631.1_16	QGNH01001631.1	QGNH01001631.1	16	12510	12917	-1	E											0	False	F
QGNH01001631.1_17	QGNH01001631.1	QGNH01001631.1	17	12892	13047	-1	E											0	False	F
QGNH01001631.1_18	QGNH01001631.1	QGNH01001631.1	18	13056	13292	-1	E											0	False	F
QGNH01001631.1_19	QGNH01001631.1	QGNH01001631.1	19	13415	13621	-1	E											0	False	F
QGNH01001631.1_20	QGNH01001631.1	QGNH01001631.1	20	13630	13935	-1	E											0	False	F
QGNH01001631.1_21	QGNH01001631.1	QGNH01001631.1	21	13937	14077	-1	E											0	False	F
QGNH01001631.1_22	QGNH01001631.1	QGNH01001631.1	22	14274	14546	-1	E											0	False	F
QGNH01001631.1_23	QGNH01001631.1	QGNH01001631.1	23	14556	14735	-1	E											0	False	F
QGNH01001631.1_24	QGNH01001631.1	QGNH01001631.1	24	14728	14805	-1	E											0	False	F
