	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_070722_1	NC_070722	NC_070722	1	104	619	1	E			YP_010648096.1	YP_010648096.1 HNH endonuclease [Streptococcus phage SW8]	True	0.975	353	4.088e-111									VOG32870	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
NC_070722_2	NC_070722	NC_070722	2	801	1262	1	D			YP_010648097.1	YP_010648097.1 terminase small subunit [Streptococcus phage SW8]	False	0.967	314	1.204e-97								Phage terminase, small subunit [PF05119.15]	VOG00738	REFSEQ terminase small subunit; Xu	Xu	0	False	F
NC_070722_3	NC_070722	NC_070722	3	1303	1992	1	D			YP_010648098.1	YP_010648098.1 terminase large subunit [Streptococcus phage SW8]	True	0.982	477	1.169e-152								Terminase large subunit, ATPase domain [PF03354.18]	VOG04588	REFSEQ terminase large subunit; Xu	Xu	0	False	F
NC_070722_4	NC_070722	NC_070722	4	2165	3184	1	D			YP_010648099.1	YP_010648099.1 terminase large subunit [Streptococcus phage SW8]	True	0.988	709	6.619e-231								Terminase large subunit, endonuclease domain [PF20441.1]				0	False	F
NC_070722_5	NC_070722	NC_070722	5	3385	4545	1	D			YP_010648100.1	YP_010648100.1 portal protein [Streptococcus phage SW8]	True	0.966	787	4.795e-257								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xs;Xh;Xr;Xp	0	False	VF
NC_070722_6	NC_070722	NC_070722	6	4532	5200	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	YP_010647926.1	YP_010647926.1 Clp serine protease subunit [Streptococcus phage SW3]	True	0.919	429	3.132e-136	MER0048016	S14	MER0048016 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 34-172}~source AF115102~	False	263.0	2.475e-78	0.898	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xs;Xh	0	False	VPF
NC_070722_7	NC_070722	NC_070722	7	5216	6409	1	D			YP_010647927.1	YP_010647927.1 major head protein [Streptococcus phage SW3]	True	0.936	781	1.239e-254								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
NC_070722_8	NC_070722	NC_070722	8	6424	6738	1	D			YP_010645901.1	YP_010645901.1 head-tail adaptor Ad1 [Streptococcus phage CHPC875]	False	0.934	206	3.151e-61								Phage gp6-like head-tail connector protein [PF05135.16]	VOG00201	REFSEQ head-tail adaptor Ad1; Xu	Xu	0	False	
NC_070722_9	NC_070722	NC_070722	9	6738	7088	1	E			YP_010646685.1	YP_010646685.1 head-tail connector protein [Streptococcus phage P3681]	False	0.993	246	7.794e-75									VOG00080	sp|O48446|HCP16_BPSPP Head completion protein gp16; XpXrXs	Xs;Xp;Xr	0	False	V
NC_070722_10	NC_070722	NC_070722	10	7095	7517	1	E			YP_010648105.1	YP_010648105.1 head-tail connector protein [Streptococcus phage SW8]	False	0.936	277	3.6320000000000003e-85												0	False	
NC_070722_11	NC_070722	NC_070722	11	7522	7893	1	D			YP_010647335.1	YP_010647335.1 tail protein [Streptococcus phage P7631]	False	0.954	249	8.749e-76								Protein of unknown function (DUF806) [PF05657.14]	VOG02505	REFSEQ tail protein; Xu	Xu	0	False	
NC_070722_12	NC_070722	NC_070722	12	7915	8523	1	D			YP_010647336.1	YP_010647336.1 major tail protein [Streptococcus phage P7631]	True	0.947	404	5.183e-128								Phage tail tube protein [PF04630.15]	VOG01008	sp|O48449|TUBE_BPSPP Tail tube protein gp17.1*; XpXrXs	Xs;Xp;Xr	0	False	V
NC_070722_13	NC_070722	NC_070722	13	8596	8949	1	D			YP_010647430.1	YP_010647430.1 tail protein [Streptococcus phage P7633]	False	0.937	232	3.784e-70								Phage tail assembly chaperone proteins, TAC [PF06896.14]	VOG01957	REFSEQ tail protein; Xu	Xu	0	False	
NC_070722_14	NC_070722	NC_070722	14	9168	13943	1	D			YP_010648109.1	YP_010648109.1 tape measure protein [Streptococcus phage SW8]	True	0.953	3186	0.0								Tape measure protein [PF20155.2]	VOG27588	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_070722_15	NC_070722	NC_070722	15	13949	15505	1	D			YP_010648110.1	YP_010648110.1 distal tail protein Dit [Streptococcus phage SW8]	True	0.997	1094	0.0								Phage tail protein [PF05709.14]	VOG00298	sp|O48459|DIT_BPSPP Distal tail protein; XpXrXs	Xs;Xp;Xr	0	False	V
NC_070722_16	NC_070722	NC_070722	16	15505	18684	1	D			YP_010648111.1	YP_010648111.1 virion structural protein [Streptococcus phage SW8]	True	0.975	2176	0.0								Prophage endopeptidase tail [PF06605.14]	VOG02208	REFSEQ host range and adsorption protein; Xu	Xu	0	False	
NC_070722_17	NC_070722	NC_070722	17	18684	20732	1	D			YP_010647342.1	YP_010647342.1 minor tail protein [Streptococcus phage P7631]	True	0.986	1421	0.0								Siphovirus protein of unknown function (DUF859) [PF05895.15]				0	False	
NC_070722_18	NC_070722	NC_070722	18	20753	21181	1	D			YP_010648113.1	YP_010648113.1 hypothetical protein PP257_gp18 [Streptococcus phage SW8]	False	0.896	267	7.812e-82								Protein of unknown function (DUF1366) [PF07104.14]	VOG02647	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_070722_19	NC_070722	NC_070722	19	21135	21353	1	E			YP_010648155.1	YP_010648155.1 hypothetical protein PP259_gp19 [Streptococcus phage SWK3]	False	0.923	141	1.606e-39									VOG00240	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_070722_20	NC_070722	NC_070722	20	21367	21690	1	E			YP_010648115.1	YP_010648115.1 holin [Streptococcus phage SW8]	False	0.932	211	4.3680000000000004e-63									VOG01599	REFSEQ holin; Xu	Xu	0	False	
NC_070722_21	NC_070722	NC_070722	21	21698	21940	1	D			YP_010646523.1	YP_010646523.1 holin [Streptococcus phage L5A1]	False	0.902	153	2.465e-43								Bacteriophage holin [PF04531.16]	VOG02605	REFSEQ holin; Xu	Xu	0	False	
NC_070722_22	NC_070722	NC_070722	22	21942	22544	1	D			YP_010648117.1	YP_010648117.1 endolysin [Streptococcus phage SW8]	True	1.0	426	7.322e-136								Bacteriophage peptidoglycan hydrolase [PF05382.16]; Target recognition domain of lytic exoenzyme [PF16775.8]				0	False	
NC_070722_23	NC_070722	NC_070722	23	23045	23272	1	D			YP_010645387.1	YP_010645387.1 endolysin [Streptococcus phage CHPC1046]	False	1.0	171	1.2550000000000001e-49								Target recognition domain of lytic exoenzyme [PF16775.8]	VOG20125	REFSEQ endolysin; Xu	Xu	0	False	
NC_070722_24	NC_070722	NC_070722	24	24004	24207	1	D			YP_010663605.1	YP_010663605.1 cro-like protein [Streptococcus phage CHPC926]	False	0.974	140	4.432e-39								Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]; Helix-turn-helix domain [PF13560.9]				0	False	
NC_070722_25	NC_070722	NC_070722	25	24197	24640	1	E			YP_010648120.1	YP_010648120.1 hypothetical protein PP257_gp25 [Streptococcus phage SW8]	False	0.981	306	2.648e-95									VOG00403	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_070722_26	NC_070722	NC_070722	26	24770	24979	1	D			YP_010645114.1	YP_010645114.1 cro-like repressor [Streptococcus phage CHPC1027]	False	0.968	143	3.8919999999999996e-40								Protein of unknown function (DUF739) [PF05339.14]				0	False	
NC_070722_27	NC_070722	NC_070722	27	25427	25900	1	D			YP_010644845.1	YP_010644845.1 Mu Gam-like end protection [Streptococcus phage 128]	False	0.897	296	2.149e-91								Siphovirus Gp157 [PF05565.14]	VOG09135	REFSEQ Mu Gam-like end protection; Xu	Xu	0	False	
