	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
KC117377.1_1	KC117377	KC117377.1	1	601	1128	1	E			YP_007378907.1	YP_007378907.1 hypothetical protein HVTV1_1 [Haloarcula vallismortis tailed virus 1]	True	0.993	369.0	1.633e-116		VOG26221	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_2	KC117377	KC117377.1	2	1144	1308	-1	E			YP_007378908.1	YP_007378908.1 hypothetical protein HVTV1_2 [Haloarcula vallismortis tailed virus 1]	False	1.0	123.0	1.882e-33					0	False	F
KC117377.1_3	KC117377	KC117377.1	3	1305	1595	-1	E			YP_007378909.1	YP_007378909.1 hypothetical protein HVTV1_3 [Haloarcula vallismortis tailed virus 1]	False	0.959	196.0	5.7620000000000004e-58		VOG26223	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_4	KC117377	KC117377.1	4	1676	1828	-1	E			YP_007378910.1	YP_007378910.1 hypothetical protein HVTV1_4 [Haloarcula vallismortis tailed virus 1]	False	1.0	115.0	6.313e-31		VOG01083	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_5	KC117377	KC117377.1	5	1825	2106	-1	E			YP_007378911.1	YP_007378911.1 hypothetical protein HVTV1_5 [Haloarcula vallismortis tailed virus 1]	False	0.956	189.0	1.074e-55		VOG26222	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_6	KC117377	KC117377.1	6	2132	2323	-1	E			YP_007378912.1	YP_007378912.1 hypothetical protein HVTV1_6 [Haloarcula vallismortis tailed virus 1]	False	1.0	147.0	1.21e-41		VOG26224	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_7	KC117377	KC117377.1	7	2454	2591	-1	E			YP_007378914.1	YP_007378914.1 hypothetical protein HVTV1_8 [Haloarcula vallismortis tailed virus 1]	False	1.0	107.0	5.207e-28		VOG14406	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_8	KC117377	KC117377.1	8	2578	2811	-1	E			YP_007378915.1	YP_007378915.1 hypothetical protein HVTV1_9 [Haloarcula vallismortis tailed virus 1]	False	1.0	179.0	2.478e-52					0	False	F
KC117377.1_9	KC117377	KC117377.1	9	2789	3001	-1	E			YP_007378916.1	YP_007378916.1 hypothetical protein HVTV1_10 [Haloarcula vallismortis tailed virus 1]	False	1.0	166.0	5.965e-48		VOG26226	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_10	KC117377	KC117377.1	10	3438	3698	-1	E			YP_007378918.1	YP_007378918.1 hypothetical protein HVTV1_12 [Haloarcula vallismortis tailed virus 1]	False	0.981	180.0	1.096e-52		VOG14407	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_11	KC117377	KC117377.1	11	3695	3883	-1	E			YP_007378919.1	YP_007378919.1 hypothetical protein HVTV1_13 [Haloarcula vallismortis tailed virus 1]	False	0.999	133.0	7.497e-37					0	False	F
KC117377.1_12	KC117377	KC117377.1	12	3883	4116	-1	E			YP_007378920.1	YP_007378920.1 hypothetical protein HVTV1_14 [Haloarcula vallismortis tailed virus 1]	False	0.966	159.0	1.841e-45					0	False	F
KC117377.1_13	KC117377	KC117377.1	13	4714	4992	1	E			YP_007378923.1	YP_007378923.1 hypothetical protein HVTV1_17 [Haloarcula vallismortis tailed virus 1]	False	1.0	201.0	7.758999999999999e-60		VOG14410	REFSEQ hypothetical protein; Xu	Xu	0	False	F
KC117377.1_14	KC117377	KC117377.1	14	4971	5189	1	E			YP_007378924.1	YP_007378924.1 hypothetical protein HVTV1_18 [Haloarcula vallismortis tailed virus 1]	False	0.987	140.0	5.7e-39					0	False	F
