	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_041940_1	NC_041940	NC_041940	1	77	1696	1	E			YP_009602557.1	YP_009602557.1 minor tail protein [Arthrobacter phage Glenn]	True	0.887	996	0.0									VOG01777	REFSEQ minor tail protein; Xu	Xu	0	False	F
NC_041940_2	NC_041940	NC_041940	2	1706	2587	1	E			YP_009602558.1	YP_009602558.1 hypothetical protein FDH57_gp02 [Arthrobacter phage Glenn]	True	0.98	608	8.366e-197									VOG01777	REFSEQ minor tail protein; Xu	Xu	0	False	F
NC_041940_3	NC_041940	NC_041940	3	2596	2772	1	E			YP_009602559.1	YP_009602559.1 hypothetical protein FDH57_gp03 [Arthrobacter phage Glenn]	False	0.895	111	4.289e-29												0	False	F
NC_041940_4	NC_041940	NC_041940	4	2775	3200	1	E			YP_009602560.1	YP_009602560.1 hypothetical protein FDH57_gp04 [Arthrobacter phage Glenn]	False	0.921	274	3.4750000000000003e-84									VOG00758	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_041940_5	NC_041940	NC_041940	5	3343	4698	1	D			YP_009602561.1	YP_009602561.1 terminase large subunit [Arthrobacter phage Glenn]	True	0.965	917	5.123e-301								Terminase large subunit, ATPase domain [PF03354.18]; Terminase large subunit, endonuclease domain [PF20441.1]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
NC_041940_6	NC_041940	NC_041940	6	4717	6726	1	D			YP_009602562.1	YP_009602562.1 portal protein [Arthrobacter phage Glenn]	True	0.963	1356	0.0								Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xr;Xh;Xs;Xp	0	False	VF
NC_041940_7	NC_041940	NC_041940	7	6752	7513	1	C	K06904	uncharacterized protein	YP_009602563.1	YP_009602563.1 head maturation protease [Arthrobacter phage Glenn]	True	0.932	496	7.078e-159	MER0323020	S78	MER0323020 - prohead peptidase (bacteriophage HK97) () [S78.001]#S78#{peptidase unit: 20-177}~source AEL19933~	False	228.0	7.048e-66	0.731	Caudovirus prohead serine protease [PF04586.20]	VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xh;Xs	0	False	VP
NC_041940_8	NC_041940	NC_041940	8	7520	8773	1	D			YP_009602564.1	YP_009602564.1 major capsid protein [Arthrobacter phage Glenn]	True	0.927	811	6.685000000000001e-265								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
NC_041940_9	NC_041940	NC_041940	9	8773	8976	1	E			YP_009602565.1	YP_009602565.1 head fiber protein [Arthrobacter phage Glenn]	False	0.846	120	4.6100000000000005e-32												0	False	
NC_041940_10	NC_041940	NC_041940	10	9053	9232	1	E			YP_009602566.1	YP_009602566.1 hypothetical protein FDH57_gp10 [Arthrobacter phage Glenn]	False	0.924	117	3.881e-31									VOG01600	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_041940_11	NC_041940	NC_041940	11	9242	9820	1	E			YP_010050547.1	YP_010050547.1 head-tail adaptor [Arthrobacter phage Wawa]	True	0.963	391	7.802e-124									VOG00699	REFSEQ head-tail adaptor; Xu	Xu	0	False	
NC_041940_12	NC_041940	NC_041940	12	9820	10158	1	E			YP_009602568.1	YP_009602568.1 head closure Hc1 [Arthrobacter phage Glenn]	False	1.0	240	5.344e-73									VOG00125	REFSEQ head closure Hc1; Xu	Xu	0	False	
NC_041940_13	NC_041940	NC_041940	13	10158	10427	1	E			YP_009602569.1	YP_009602569.1 neck protein [Arthrobacter phage Glenn]	False	0.872	164	7.484999999999999e-47									VOG00560	sp|Q05227|VG21_BPML5 Gene 21 protein; Xu	Xu	0	False	
NC_041940_14	NC_041940	NC_041940	14	10429	10842	1	E			YP_009602570.1	YP_009602570.1 tail terminator [Arthrobacter phage Glenn]	False	0.949	275	1.112e-84									VOG00096	sp|O64216|VG22_BPMD2 Gene 22 protein; Xu	Xu	0	False	
NC_041940_15	NC_041940	NC_041940	15	10854	11762	1	E			YP_009602571.1	YP_009602571.1 major tail protein [Arthrobacter phage Glenn]	True	0.933	593	2.0310000000000003e-191									VOG00135	sp|Q05229|VG23_BPML5 Major tail protein Gp23; Xs	Xs	0	False	V
NC_041940_16	NC_041940	NC_041940	16	11852	12265	1	E			YP_010050553.1	YP_010050553.1 tail assembly chaperone [Arthrobacter phage Wawa]	False	0.923	267	8.431e-82									VOG08342	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
NC_041940_17	NC_041940	NC_041940	17	12304	12618	1	E			YP_010050552.1	YP_010050552.1 tail assembly chaperone [Arthrobacter phage Wawa]	False	1.0	228	6.483e-69												0	False	
NC_041940_18	NC_041940	NC_041940	18	12624	15185	1	E			YP_010050554.1	YP_010050554.1 tail length tape measure protein [Arthrobacter phage Wawa]	True	0.879	1559	0.0									VOG26461	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
NC_041940_19	NC_041940	NC_041940	19	15182	16051	1	D			YP_010050555.1	YP_010050555.1 minor tail protein [Arthrobacter phage Wawa]	True	0.98	599	5.194e-194								Phage tail protein [PF05709.14]				0	False	
NC_041940_20	NC_041940	NC_041940	20	16042	17199	1	E			YP_009602576.1	YP_009602576.1 minor tail protein [Arthrobacter phage Glenn]	True	1.0	816	2.494e-267									VOG01538	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_041940_21	NC_041940	NC_041940	21	17199	18206	1	E			YP_009602577.1	YP_009602577.1 minor tail protein [Arthrobacter phage Glenn]	True	0.949	670	1.945e-217									VOG04824	REFSEQ hypothetical protein; Xu	Xu	0	False	
