	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000689.1_1	QGNH01000689.1	QGNH01000689.1	1	20	895	-1	E																	0	False	F
QGNH01000689.1_2	QGNH01000689.1	QGNH01000689.1	2	1202	4216	-1	E																	0	False	F
QGNH01000689.1_3	QGNH01000689.1	QGNH01000689.1	3	4233	5714	-1	D			YP_009329195.1	YP_009329195.1 tail fiber protein [Cedratvirus A11]	False	0.414	70.0	4.315e-11	Collagen triple helix repeat (20 copies) [PF01391.21]					VOG01091	sp|B4YNE6|V6_SPTNK Collagen-like protein V6; Xu	Xu	0	False	F
QGNH01000689.1_4	QGNH01000689.1	QGNH01000689.1	4	5714	6118	-1	D			YP_010246098.1	YP_010246098.1 HNH endonuclease [Gordonia phage Trax]	False	0.503	119.0	2.6890000000000003e-30	HNH endonuclease [PF13392.9]					VOG00233	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000689.1_5	QGNH01000689.1	QGNH01000689.1	5	6136	6471	-1	E																	0	False	
QGNH01000689.1_6	QGNH01000689.1	QGNH01000689.1	6	6478	7203	-1	E																	0	False	
QGNH01000689.1_7	QGNH01000689.1	QGNH01000689.1	7	7207	7500	-1	E																	0	False	
QGNH01000689.1_8	QGNH01000689.1	QGNH01000689.1	8	7528	8094	-1	E																	0	False	
QGNH01000689.1_9	QGNH01000689.1	QGNH01000689.1	9	8204	9514	-1	E																	0	False	
QGNH01000689.1_10	QGNH01000689.1	QGNH01000689.1	10	9537	10511	-1	E																	0	False	
QGNH01000689.1_11	QGNH01000689.1	QGNH01000689.1	11	10511	12436	-1	E																	0	False	
QGNH01000689.1_12	QGNH01000689.1	QGNH01000689.1	12	12436	12672	-1	E																	0	False	
QGNH01000689.1_13	QGNH01000689.1	QGNH01000689.1	13	12672	14141	-1	C	K06909	phage terminase large subunit	YP_006906397.1	YP_006906397.1 terminase large subunit [Pectobacterium phage My1]	False	0.205	91.0	8.016e-18	Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000689.1_14	QGNH01000689.1	QGNH01000689.1	14	14125	14424	-1	E																	0	False	
QGNH01000689.1_15	QGNH01000689.1	QGNH01000689.1	15	14408	14866	-1	E																	0	False	
QGNH01000689.1_16	QGNH01000689.1	QGNH01000689.1	16	14863	15132	-1	E																	0	False	
QGNH01000689.1_17	QGNH01000689.1	QGNH01000689.1	17	15786	16121	1	E																	0	False	
QGNH01000689.1_18	QGNH01000689.1	QGNH01000689.1	18	16325	16894	1	E																	0	False	
QGNH01000689.1_19	QGNH01000689.1	QGNH01000689.1	19	16891	17502	1	E																	0	False	
QGNH01000689.1_20	QGNH01000689.1	QGNH01000689.1	20	17628	17798	1	E																	0	False	
QGNH01000689.1_21	QGNH01000689.1	QGNH01000689.1	21	18568	21489	1	D			YP_009173434.1	YP_009173434.1 SAM-dependent methyltransferase [Chrysochromulina ericina virus]	False	0.185	129.0	9.63e-29	Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF13489.9]; Glycosyl transferase family 2 [PF00535.29]					VOG00251	sp|Q5UQ09|YL193_MIMIV Uncharacterized glycosyltransferase L193; Xh	Xh	0	False	
QGNH01000689.1_22	QGNH01000689.1	QGNH01000689.1	22	21486	22622	1	D			YP_010772047.1	YP_010772047.1 MAG: hypothetical protein QIT35_gp57 [unclassified virus PBV299]	False	0.216	83.0	1.36e-15	Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132	GT4.hmm	VOG17757	REFSEQ glycosyltransferase; Xu	Xu	0	False	MK
QGNH01000689.1_23	QGNH01000689.1	QGNH01000689.1	23	22619	23704	1	E																	0	False	
QGNH01000689.1_24	QGNH01000689.1	QGNH01000689.1	24	23709	24224	1	E																	0	False	
QGNH01000689.1_25	QGNH01000689.1	QGNH01000689.1	25	24280	24900	1	D			YP_009098663.1	YP_009098663.1 homing endonuclease [Lactobacillus phage Ld17]	False	0.288	79.0	9.894e-16	GIY-YIG catalytic domain [PF01541.27]; NUMOD3 motif [PF07460.14]					VOG00048	sp|P13299|TEV1_BPT4 Intron-associated endonuclease 1; Xh	Xh	0	False	F
QGNH01000689.1_26	QGNH01000689.1	QGNH01000689.1	26	24900	25118	1	E																	0	False	F
QGNH01000689.1_27	QGNH01000689.1	QGNH01000689.1	27	25118	26314	1	D			YP_009507619.1	YP_009507619.1 nucleotide-sugar epimerase [Heterosigma akashiwo virus 01]	False	0.241	120.0	1.833e-27	C-methyltransferase C-terminal domain [PF08484.14]; Methyltransferase domain [PF13489.9]; Putative zinc binding domain [PF08421.14]; Methyltransferase domain [PF08241.15]								0	False	F
QGNH01000689.1_28	QGNH01000689.1	QGNH01000689.1	28	26433	26726	1	E																	0	False	F
QGNH01000689.1_29	QGNH01000689.1	QGNH01000689.1	29	26723	27676	1	D			YP_009786550.1	YP_009786550.1 nucleotide-sugar epimerase [Escherichia phage ESCO13]	False	0.366	196.0	8.177999999999998e-54	GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; Polysaccharide biosynthesis protein [PF02719.18]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Male sterility protein [PF07993.15]					VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MKF
QGNH01000689.1_30	QGNH01000689.1	QGNH01000689.1	30	27673	28488	1	E																	0	False	F
QGNH01000689.1_31	QGNH01000689.1	QGNH01000689.1	31	28475	28645	1	E																	0	False	F
QGNH01000689.1_32	QGNH01000689.1	QGNH01000689.1	32	28753	28980	1	E																	0	False	F
QGNH01000689.1_33	QGNH01000689.1	QGNH01000689.1	33	29151	29558	-1	E																	0	False	F
QGNH01000689.1_34	QGNH01000689.1	QGNH01000689.1	34	29558	29743	-1	E																	0	False	F
