	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001520.1_1	QGNH01001520.1	QGNH01001520.1	1	3	287	-1	E																				0	False	F
QGNH01001520.1_2	QGNH01001520.1	QGNH01001520.1	2	587	1045	-1	E																				0	False	F
QGNH01001520.1_3	QGNH01001520.1	QGNH01001520.1	3	1378	1827	-1	E																				0	False	F
QGNH01001520.1_4	QGNH01001520.1	QGNH01001520.1	4	1827	2138	-1	E																				0	False	F
QGNH01001520.1_5	QGNH01001520.1	QGNH01001520.1	5	2146	2391	-1	E																				0	False	F
QGNH01001520.1_6	QGNH01001520.1	QGNH01001520.1	6	2492	3004	-1	E																				0	False	F
QGNH01001520.1_7	QGNH01001520.1	QGNH01001520.1	7	3007	3510	-1	D			YP_009820589.1	YP_009820589.1 endonuclease [Gordonia phage BrutonGaster]	False	0.434	127.0	1.41e-32								HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]	VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001520.1_8	QGNH01001520.1	QGNH01001520.1	8	3559	4746	-1	D			NP_536362.1	NP_536362.1 major capsid protein [Burkholderia phage phiE125]	False	0.39	210.0	1.483e-57								Phage capsid family [PF05065.16]	VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VF
QGNH01001520.1_9	QGNH01001520.1	QGNH01001520.1	9	4750	6216	-1	C	K06904	uncharacterized protein							MER0275094	S78	MER0275094 - prohead peptidase (bacteriophage T5) (Gluconacetobacter xylinus) [S78.002]#S78#{peptidase unit: 56-185}~source YP_004868328~	False	0.309	70.0	7.817e-11	Caudovirus prohead serine protease [PF04586.20]				0	False	PF
QGNH01001520.1_10	QGNH01001520.1	QGNH01001520.1	10	6231	6434	-1	E																				0	False	
QGNH01001520.1_11	QGNH01001520.1	QGNH01001520.1	11	6445	7854	-1	D																Phage portal protein [PF04860.15]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xr;Xh;Xs;Xp	0	False	V
QGNH01001520.1_12	QGNH01001520.1	QGNH01001520.1	12	7940	8125	-1	E																				0	False	
QGNH01001520.1_13	QGNH01001520.1	QGNH01001520.1	13	8097	8390	-1	E																				0	False	
QGNH01001520.1_14	QGNH01001520.1	QGNH01001520.1	14	8534	8692	-1	E																				0	False	
QGNH01001520.1_15	QGNH01001520.1	QGNH01001520.1	15	8698	9108	-1	E																				0	False	
QGNH01001520.1_16	QGNH01001520.1	QGNH01001520.1	16	9101	9373	-1	D																Helix-turn-helix domain [PF12728.10]				0	False	
QGNH01001520.1_17	QGNH01001520.1	QGNH01001520.1	17	9539	9664	-1	E																				0	False	
QGNH01001520.1_18	QGNH01001520.1	QGNH01001520.1	18	10195	10326	-1	E																				0	False	
QGNH01001520.1_19	QGNH01001520.1	QGNH01001520.1	19	10523	10672	-1	E																				0	False	
QGNH01001520.1_20	QGNH01001520.1	QGNH01001520.1	20	11072	11476	-1	D																Archaeal holliday junction resolvase (hjc) [PF01870.21]; Recombination protein U [PF03838.17]				0	False	
QGNH01001520.1_21	QGNH01001520.1	QGNH01001520.1	21	11539	12276	-1	D			YP_010101217.1	YP_010101217.1 HNH endonuclease [Gordonia phage IDyn]	False	0.214	60.0	6.132e-09								HNH endonuclease [PF14279.9]; HNH endonuclease [PF13395.9]; HNH endonuclease [PF01844.26]	VOG06335	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001520.1_22	QGNH01001520.1	QGNH01001520.1	22	12278	12511	-1	E																				0	False	
QGNH01001520.1_23	QGNH01001520.1	QGNH01001520.1	23	12623	13855	-1	D									MER0704475	C01A	MER0704475 - subfamily C1A unassigned peptidases (Caballeronia jiangsuensis) [C01.UPA]#C01A#{peptidase unit: 36-237}~source A0A038H7P3~	False	0.381	128.0	1.451e-29	Papain family cysteine protease [PF00112.26]	VOG04780	REFSEQ hypothetical protein; Xu	Xu	0	False	P
QGNH01001520.1_24	QGNH01001520.1	QGNH01001520.1	24	13859	14743	-1	D			YP_006560243.1	YP_006560243.1 head morphogenesis [Marinomonas phage P12026]	False	0.393	102.0	3.211e-22								Phage Mu protein F like protein [PF04233.17]	VOG00318	sp|P45918|YQBB_BACSU Uncharacterized protein YqbB; Xu	Xu	0	False	F
QGNH01001520.1_25	QGNH01001520.1	QGNH01001520.1	25	14764	15690	-1	D																Calcineurin-like phosphoesterase superfamily domain [PF12850.10]				0	False	F
QGNH01001520.1_26	QGNH01001520.1	QGNH01001520.1	26	15691	15852	-1	E																				0	False	F
QGNH01001520.1_27	QGNH01001520.1	QGNH01001520.1	27	15972	16139	-1	E																				0	False	F
QGNH01001520.1_28	QGNH01001520.1	QGNH01001520.1	28	16236	16382	-1	E																				0	False	F
QGNH01001520.1_29	QGNH01001520.1	QGNH01001520.1	29	16382	16657	-1	E																				0	False	F
QGNH01001520.1_30	QGNH01001520.1	QGNH01001520.1	30	16602	16931	-1	E																				0	False	F
QGNH01001520.1_31	QGNH01001520.1	QGNH01001520.1	31	16968	17744	-1	E																				0	False	F
QGNH01001520.1_32	QGNH01001520.1	QGNH01001520.1	32	17901	18719	-1	C	K06909	phage terminase large subunit	YP_008059213.1	YP_008059213.1 terminase large subunit [Halogranum tailed virus 1]	False	0.331	116.0	3.081e-27								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase large subunit, ATPase domain [PF03354.18]; Phage terminase large subunit [PF04466.16]	VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	False	VF
QGNH01001520.1_33	QGNH01001520.1	QGNH01001520.1	33	18720	19211	-1	E																				0	False	F
