locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MK450543.1_1												Hypothetical
MK450543.1_2			COG5362		phrog_38	VOG00331	PHROG:phrog_38	555	3.7e-56	183.3		terminase large subunit
MK450543.1_3						VOG25502	VOG:VOG25502	42	5.3e-29	92.6		REFSEQ hypothetical protein
MK450543.1_4												Hypothetical
MK450543.1_5												Hypothetical
MK450543.1_6												Hypothetical
MK450543.1_7			COG5518		phrog_12	VOG25223	VOG:VOG25223	516	1.3e-239	786.7		REFSEQ portal protein
MK450543.1_8			COG2369		phrog_3517	VOG00318	VOG:VOG00318	316	3.8e-101	330.9		sp|P45918|YQBB_BACSU Uncharacterized protein YqbB
MK450543.1_9												Hypothetical
MK450543.1_10			COG4653		phrog_1623	VOG01409	PHROG:phrog_1623	322	1.3e-92	302.7		virion structural protein
MK450543.1_11												Hypothetical
MK450543.1_12					phrog_442	VOG00699	VOG:VOG00699	199	3.7e-35	114.2		REFSEQ head-tail adaptor
MK450543.1_13												Hypothetical
MK450543.1_14												Hypothetical
MK450543.1_15			COG5005		phrog_26	VOG00556	COG:COG5005	146	1.3e-24	79.4		gpG:
MK450543.1_16												Hypothetical
MK450543.1_17					phrog_20601	VOG11946	PHROG:phrog_20601	427	2.1e-256	842.9		head protein
MK450543.1_18					phrog_25283	VOG06285	PHROG:phrog_25283	131	1.2e-89	289.5		head protein
MK450543.1_19												Hypothetical
MK450543.1_20			COG3415		phrog_8446	VOG01272	PHROG:phrog_8446	280	2.6e-92	301.1		HNH endonuclease
MK450543.1_21												Hypothetical
MK450543.1_22												Hypothetical
MK450543.1_23												Hypothetical
MK450543.1_24												Hypothetical
MK450543.1_25			COG3500		phrog_196	VOG01442	VOG:VOG01442	268	3.5e-46	150.2		REFSEQ baseplate hub
MK450543.1_26			COG4540		phrog_11	VOG04104	VOG:VOG04104	187	9.5e-89	288.4		REFSEQ uncharacterized protein
MK450543.1_27		K06903	COG3628		phrog_120	VOG00875	PHROG:phrog_120	119	1.7e-21	68.9		baseplate wedge subunit
MK450543.1_28			COG3299		phrog_6	VOG00521	VOG:VOG00521	424	4e-79	259.3		sp|P51767|BPJ_BPP2 Baseplate protein J
MK450543.1_29			COG3299		phrog_1160	VOG00207	PHROG:phrog_1160	203	3e-51	166.6		baseplate protein
MK450543.1_30					phrog_18500	VOG11952	VOG:VOG11952	195	7.6e-110	357.6		REFSEQ hypothetical protein
MK450543.1_31												Hypothetical
MK450543.1_32												Hypothetical
MK450543.1_33												Hypothetical
MK450543.1_34		K04763	COG4974		phrog_216	VOG00056	PHROG:phrog_216	225	1.8e-29	95.0		integrase
MK450543.1_35												Hypothetical
MK450543.1_36												Hypothetical
MK450543.1_37					phrog_6788	VOG01682	VOG:VOG01682	242	1.1e-60	197.2		REFSEQ hypothetical protein
MK450543.1_38					phrog_18890		PHROG:phrog_18890	92	2.9e-57	184.1		transcriptional regulator
MK450543.1_39												Hypothetical
MK450543.1_40												Hypothetical
MK450543.1_41												Hypothetical
MK450543.1_42												Hypothetical
MK450543.1_43		K07064	COG1848		phrog_17124	VOG25483	VOG:VOG25483	132	2.4e-90	291.8		REFSEQ PIN domain-containing protein
MK450543.1_44		K04763	COG4974		phrog_216	VOG00056	COG:COG4974	200	6.5e-36	116.4		XerD:
MK450543.1_45		K03496	COG1192		phrog_164	VOG01428	COG:COG1192	257	1.6e-66	217.6		ParA:
MK450543.1_46												Hypothetical
MK450543.1_47												Hypothetical
MK450543.1_48						VOG25485	VOG:VOG25485	118	4.7e-73	235.7		REFSEQ hypothetical protein
MK450543.1_49					phrog_17376	VOG00337	PHROG:phrog_17376	929	0	1797.9		replication protein
MK450543.1_50					phrog_20952	VOG25486	PHROG:phrog_20952	76	3.6e-54	173.7		transcriptional regulator
MK450543.1_51		K10947	COG1695		phrog_4278	VOG11953	VOG:VOG11953	174	1.2e-62	201.3		REFSEQ helix-turn-helix transcriptional regulator
MK450543.1_52	K07451	K07451	COG3183		phrog_24252	VOG02117	PHROG:phrog_24252	147	5.6e-108	350.0		HNH endonuclease
MK450543.1_53												Hypothetical
MK450543.1_54												Hypothetical
MK450543.1_55		K04802	COG0592		phrog_947, phrog_947	VOG00220	KEGG:K04802	248	2.5e-50	163.8		PCNA; proliferating cell nuclear antigen
MK450543.1_56												Hypothetical
MK450543.1_57												Hypothetical
MK450543.1_58												Hypothetical
MK450543.1_59												Hypothetical
MK450543.1_60												Hypothetical
MK450543.1_61												Hypothetical
MK450543.1_62												Hypothetical
MK450543.1_63												Hypothetical
MK450543.1_64												Hypothetical
MK450543.1_65												Hypothetical
MK450543.1_66												Hypothetical
MK450543.1_67					phrog_464	VOG01584	PHROG:phrog_464	145	7.5e-27	86.0		unknown function
MK450543.1_68												Hypothetical
MK450543.1_69												Hypothetical
MK450543.1_70												Hypothetical
MK450543.1_71												Hypothetical
MK450543.1_72												Hypothetical
MK450543.1_73												Hypothetical
MK450543.1_74												Hypothetical
MK450543.1_75												Hypothetical
MK450543.1_76												Hypothetical
MK450543.1_77	K00558	K00558	COG0270		phrog_116	VOG00281	COG:COG0270	284	1.4e-64	210.7		Dcm:
MK450543.1_78												Hypothetical
MK450543.1_79		K00590, K00571	COG0863		phrog_67	VOG00306, VOG00306	COG:COG0863	449	3.1e-60	195.6		YhdJ:
MK450543.1_80												Hypothetical
MK450543.1_81												Hypothetical
MK450543.1_82												Hypothetical
MK450543.1_83												Hypothetical
MK450543.1_84												Hypothetical
MK450543.1_85												Hypothetical
MK450543.1_86												Hypothetical
MK450543.1_87					phrog_14318	VOG11954	VOG:VOG11954	125	1.4e-73	237.1		REFSEQ hypothetical protein
MK450543.1_88												Hypothetical
MK450543.1_89					phrog_27838	VOG11957	PHROG:phrog_27838	108	3.2e-75	241.4		holin
MK450543.1_90		K00571	COG0863		phrog_498	VOG00306	VOG:VOG00306	420	2.1e-103	339.7		sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I
MK450543.1_91												Hypothetical
MK450543.1_92			COG1753		phrog_18289	VOG25499	VOG:VOG25499	113	1.6e-67	217.5		REFSEQ DUF217 domain protein
MK450543.1_93												Hypothetical
MK450543.1_94		K12212			phrog_8048	VOG02117	VOG:VOG02117	82	9e-30	96.2		REFSEQ HNH endonuclease
