Name	Count
Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	34
Gluconeogenesis	40
Bifidobacterium shunt	45
Heterolactic fermentation	59
Homolactic fermentation	36
Glycolysis	55
EMP	49
Glycolysis III (EMP)	50
Gluconeogenesis in archea	44
Regulation of stress-activated protein kinase signaling cascade	3
Valine, leucine and isoleucine biosynthesis	33
ABC transporters, prokaryotic type	425
Cellular response to osmotic stress	1620
Regulation of response to osmotic stress	1501
Response to osmotic stress	2457
Acetylene degradation	57
Lysine fermentation to acetate and butyrate	41
Mixed acid fermentation	100
Pyruvate Fermentation	1138
Acetate formation from acetyl-coA I	11
Phosphotransferase system (pts)	928
Polysaccharide biosynthesis and assembly of cell surface structure	334
Mannose	434
Valine, leucine and isoleucine degradation	146
Glycine, serine and threonine metabolism	146
Alanine, aspartate and glutamate metabolism (contain asparagin as well)	135
Ammonia assimilation	25
Fatty acid beta-oxidation I	112
Fatty acid beta-oxidation II (core pathway)	84
Nitrogenated compounds Reduction	90
Fatty acid activation	54
Disaccaride phosphorylase	1112
Starch	444
Galactose	405
Glycoside hydrolase	107
Lysine biosynthesis	119
Aromatic carboxylic acid degradation	29
Oxydation deamination	12
Arginine and proline metabolism	169
Amino acid biosynthesis precursor pyruvate and oxaloacetate	800
Phenylalanine metabolism	71
Tryptophan metabolism	123
Other aromatics degradation	11
Carbohydrate esterase	28
Fatty acid alpha-oxidation	15
Fatty acid omega-oxidation	14
Phenylalanine, tyrosine and tryptophan biosynthesis	345
Hydrocarbon degradation	17
Xylose	73
Glutamate degradation V (via hydroxyglutarate)	98
Pyruvate fermentation to butanol	149
Cellular response to stress	866
Regulation of translational initiation in response to osmotic stress	648
Acetoin biosynthesis	81
Deamination of cystein and methionine	2
Lysine degradation Iv	4
Lysine degradation v	4
Lysine degradation vI	3
TCA cycle	56
Polycyclic aromatic hydrocarbon degradation	17
Methane oxidation to cO2	27
Response to nitrosative stress	91
Response to oxidative stress	57
Fatty acid beta-oxidation IV (unsaturated)	38
Cellulose	4
Purine metabolism	344
Pyrimidine metabolism	254
Cellular response to cation stress	137
Cysteine and methionine metabolism	132
Degradation of pyrimidine bases	5
Reductive acetyl coenzyme A pathway	63
Arabinose	4
From formate	47
Formaldehyde oxidation (tetrahydrofolate pathway)	21
Formaldehyde oxidation (glutathione-dependent)	17
Transamination	2
Sulfur compounds cycle	150
Cellular response to oxidative stress	40
Chemoautotrophic oxidation of sulfur compounds	20
Glycosyltransferase	89
Succinate fermentation to butyrate	10
D-glutamine and D-glutamate metabolism	14
Pentose	33
EMP  in archea	42
From acetate	27
Regulation of translation in response to oxidative stress	61
Reductive TCA cycle	33
Acetate formation from acetyl-coA II	1
EMP modified pathway	10
Methionine biosynthesis	61
Lysine degradation VIII	7
Methionine degradation	17
Acetyl-coA fermentation to butyrate II (clostridium)	20
Histidine biosynthesis, pRpp => histidine	56
From CO2	37
Formaldehyde oxidation (h4mpt pathway)	11
Chitin	6
Incomplete TCA fork	39
Polysaccharide lyase	3
Serine pathway for formaldehyde fixation	8
RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	17
Aminoacid dehydratase	1
Lysine degradation X	2
From methanol	13
From trimethylamine	11
From dimethylamine	11
From methylamine	11
Histidine degradation	3
BTEX and related aromatics degradation	10
Hydrogen production VII (chlorophyta, cyanobacteria)	6
Lysine degradation II	2
Fatty acid beta-oxidation III (unsaturated)	4
Trehalose metabolism in response to cold stress	1
Lysine degradation IX	1
Chlorinated aromatics degradation	1
Heterocyclic aromatics degradation	1
Hexose	3
Nitrification (aerobic ammonia oxydation, bacterial and archea)	1
Lysine degradation VII	1
Degradation of purine bases	2
Hydrogen production	7
D-arginine and D-ornithine metabolism	10
Hydrogen oxidation aerobic	3
Polycyclic aromatics degradation	6
Nitrogen Fixation	2
Nitoaromatics degradation	1
Major Facilitator superfamily (MFS)	1
Pectin	1
