target	query	e-value	score	length	start	end
CP001157.1_4403264_4403521_+	VOG00002	1.1e-11	41.6	85	6	63
CP001157.1_4860952_4861500_-	VOG00002	3.3e-11	40.2	182	4	97
CP001157.1_3592989_3593303_-	VOG00002	6.5e-11	39.2	104	23	97
CP001157.1_4931381_4932166_+	VOG00003	1.8e-18	44.3	261	66	203
CP001157.1_4931381_4932166_+	VOG00004	4.7e-21	49.7	261	97	204
CP001157.1_4931381_4932166_+	VOG00004	4.7e-21	27.1	261	190	258
CP001157.1_3668941_3669282_-	VOG00006	1.5e-14	51.2	111	29	96
CP001157.1_4104900_4105124_+	VOG00006	2.2e-07	27.9	74	6	67
CP001157.1_4175857_4176801_+	VOG00006	1.1e-06	25.4	314	13	101
CP001157.1_3711915_3712940_-	VOG00006	1.2e-06	25.5	341	19	103
CP001157.1_3696344_3698044_-	VOG00015	9.5e-11	36.8	566	20	225
CP001157.1_4901483_4902115_-	VOG00018	4.6e-15	52.4	210	109	206
CP001157.1_5342057_5344153_-	VOG00018	3.3e-08	29.3	698	39	140
CP001157.1_3696344_3698044_-	VOG00025	2.6e-18	60.9	566	14	317
CP001157.1_4538346_4539086_-	VOG00025	2.4e-08	28.0	210	77	142
CP001157.1_4815854_4816180_-	VOG00033	5e-19	64.9	108	8	107
CP001157.1_4575991_4576425_+	VOG00033	2.2e-10	36.2	144	60	128
CP001157.1_3778259_3778801_-	VOG00041	6.5e-07	25.3	180	67	102
CP001157.1_5160435_5160980_+	VOG00045	2.5e-15	52.5	181	20	161
CP001157.1_3391636_3392157_-	VOG00051	3.8e-21	71.4	173	38	165
CP001157.1_3392292_3392909_-	VOG00051	3.1e-19	65.1	205	69	182
CP001157.1_3730933_3731457_-	VOG00053	8.3e-21	71.0	174	1	152
CP001157.1_4529366_4530439_-	VOG00055	5.3e-51	170.8	352	1	331
CP001157.1_4479104_4480015_-	VOG00055	3.5e-23	79.0	303	4	299
CP001157.1_4044500_4045552_+	VOG00055	4.1e-12	42.2	350	1	107
CP001157.1_4904843_4905703_-	VOG00055	9.6e-10	34.8	286	7	175
CP001157.1_3679716_3680918_-	VOG00056	2.1e-63	211.6	400	30	383
CP001157.1_4100541_4101746_+	VOG00056	3.9e-62	207.3	401	1	386
CP001157.1_4001036_4001932_-	VOG00056	3.5e-60	200.8	298	9	292
CP001157.1_4842584_4843483_+	VOG00056	3.5e-56	187.7	299	4	289
CP001157.1_3720276_3721523_+	VOG00056	4.1e-40	134.7	415	1	313
CP001157.1_5027102_5027635_-	VOG00056	4.6e-26	88.4	177	33	172
CP001157.1_5359570_5360061_-	VOG00056	1.9e-25	86.4	163	2	153
CP001157.1_5030828_5033785_-	VOG00056	2.4e-20	57.0	985	274	603
CP001157.1_5345145_5346008_+	VOG00056	9.6e-14	47.3	287	41	234
CP001157.1_4356428_4358236_+	VOG00056	9.2e-12	40.8	602	167	523
CP001157.1_4077031_4078506_-	VOG00060	8.5e-14	30.2	491	193	261
CP001157.1_4319313_4321823_-	VOG00060	4.5e-08	28.4	836	341	495
CP001157.1_4296923_4297492_+	VOG00066	4.3e-08	30.1	189	103	185
CP001157.1_3804175_3805932_+	VOG00068	9.9e-123	407.4	585	72	576
CP001157.1_4264408_4265586_-	VOG00072	6.9e-104	345.2	392	2	372
CP001157.1_5198816_5200477_-	VOG00087	5.4e-16	54.5	553	3	341
CP001157.1_5002627_5004225_-	VOG00087	2.1e-14	49.5	532	2	361
CP001157.1_3875042_3876805_-	VOG00088	1.9e-12	43.2	489	18	207
CP001157.1_4731278_4731901_+	VOG00089	1.7e-19	66.5	207	58	195
CP001157.1_4269046_4269471_-	VOG00089	7.3e-16	54.8	141	34	123
CP001157.1_3568877_3570616_+	VOG00089	9.5e-10	34.3	579	166	245
CP001157.1_4016177_4017643_+	VOG00094	2.5e-10	35.5	488	287	363
CP001157.1_4303776_4305167_+	VOG00095	2.3e-14	49.7	463	43	190
CP001157.1_3696344_3698044_-	VOG00098	1.7e-17	59.7	566	8	320
CP001157.1_4327033_4328946_-	VOG00101	6.2e-24	81.4	637	188	415
CP001157.1_3471206_3472030_-	VOG00106	7.4e-18	60.8	274	41	158
CP001157.1_4610336_4611097_+	VOG00106	4.5e-12	41.9	253	50	175
CP001157.1_4035653_4036471_+	VOG00106	3e-07	25.9	272	64	165
CP001157.1_5355147_5358119_-	VOG00107	2.1e-51	171.0	966	37	755
CP001157.1_4906723_4908798_+	VOG00107	1.4e-19	66.1	691	292	594
CP001157.1_5346025_5348796_-	VOG00107	2e-17	58.9	888	28	405
CP001157.1_5259070_5261181_-	VOG00111	2.2e-43	95.2	695	200	346
CP001157.1_5259070_5261181_-	VOG00111	2.2e-43	48.4	695	540	661
CP001157.1_4853491_4855500_+	VOG00111	7.5e-15	35.7	669	1	87
CP001157.1_4520490_4521716_-	VOG00121	6.8e-77	255.9	408	8	346
CP001157.1_4517246_4518187_-	VOG00121	1.5e-09	33.2	313	59	296
CP001157.1_3402589_3406605_+	VOG00122	8.2e-216	215.7	1338	114	464
CP001157.1_3402589_3406605_+	VOG00122	8.2e-216	497.6	1338	804	1338
CP001157.1_4731278_4731901_+	VOG00123	1.8e-16	57.4	207	67	193
CP001157.1_3568877_3570616_+	VOG00123	2.8e-12	43.6	579	188	248
CP001157.1_4269046_4269471_-	VOG00123	2.8e-11	40.6	141	56	122
CP001157.1_4889727_4890206_-	VOG00129	1.6e-10	37.0	159	10	128
CP001157.1_4010584_4011141_+	VOG00129	6.6e-09	31.8	185	36	122
CP001157.1_5269996_5270319_-	VOG00136	6.6e-12	42.5	107	1	73
CP001157.1_3514546_3514812_+	VOG00136	1.6e-10	38.2	88	1	53
