	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000367.1_1	QGNH01000367.1	QGNH01000367.1	1	2	1225	-1	D									Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VF
QGNH01000367.1_2	QGNH01000367.1	QGNH01000367.1	2	1325	1924	-1	E													0	False	F
QGNH01000367.1_3	QGNH01000367.1	QGNH01000367.1	3	1893	4052	-1	C	K06919	putative DNA primase/helicase							Domain of unknown function (DUF927) [PF06048.14]				0	False	F
QGNH01000367.1_4	QGNH01000367.1	QGNH01000367.1	4	4049	4666	-1	E													0	False	F
QGNH01000367.1_5	QGNH01000367.1	QGNH01000367.1	5	4811	5056	-1	D									Helix-turn-helix domain [PF12728.10]				0	False	F
QGNH01000367.1_6	QGNH01000367.1	QGNH01000367.1	6	5186	6784	-1	E													0	False	F
QGNH01000367.1_7	QGNH01000367.1	QGNH01000367.1	7	6744	7313	-1	E													0	False	F
QGNH01000367.1_8	QGNH01000367.1	QGNH01000367.1	8	7522	8172	1	D			NP_945276.1	NP_945276.1 DNA methyltransferase [Streptococcus phage EJ-1]	False	133.0	8.203e-34	0.421	ParB/Sulfiredoxin domain [PF02195.21]				0	False	F
QGNH01000367.1_9	QGNH01000367.1	QGNH01000367.1	9	8172	8336	1	E													0	False	F
QGNH01000367.1_10	QGNH01000367.1	QGNH01000367.1	10	8386	8778	1	E													0	False	F
QGNH01000367.1_11	QGNH01000367.1	QGNH01000367.1	11	8775	9092	1	E													0	False	F
QGNH01000367.1_12	QGNH01000367.1	QGNH01000367.1	12	9089	9313	1	E													0	False	F
QGNH01000367.1_13	QGNH01000367.1	QGNH01000367.1	13	9321	9542	1	E													0	False	F
QGNH01000367.1_14	QGNH01000367.1	QGNH01000367.1	14	9539	9757	1	E													0	False	F
QGNH01000367.1_15	QGNH01000367.1	QGNH01000367.1	15	9754	10005	1	E													0	False	F
QGNH01000367.1_16	QGNH01000367.1	QGNH01000367.1	16	10103	10675	1	E													0	False	F
