locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
QGNH01000561.1_1_1												Hypothetical
QGNH01000561.1_2_1												Hypothetical
QGNH01000561.1_2_2												Hypothetical
QGNH01000561.1_2_3												Hypothetical
QGNH01000561.1_3_1												Hypothetical
QGNH01000561.1_3_2	K02338	K02338	COG0592		phrog_3007	VOG02467	VOG:VOG02467	252	9e-24	76.2		REFSEQ RusA-like Holliday junction resolvase
QGNH01000561.1_4_1												Hypothetical
QGNH01000561.1_4_2												Hypothetical
QGNH01000561.1_4_3												Hypothetical
QGNH01000561.1_4_4												Hypothetical
QGNH01000561.1_4_5												Hypothetical
QGNH01000561.1_4_6			COG1694		phrog_229	VOG00200	PHROG:phrog_229	127	1.4e-22	72.1		MazG-like pyrophosphatase
QGNH01000561.1_4_7												Hypothetical
QGNH01000561.1_4_8												Hypothetical
QGNH01000561.1_4_9					phrog_7597	VOG11291	VOG:VOG11291	220	1.4e-29	91.3		REFSEQ hypothetical protein
QGNH01000561.1_4_10												Hypothetical
QGNH01000561.1_4_11												Hypothetical
QGNH01000561.1_4_12			COG4983		phrog_3022	VOG00911	PHROG:phrog_3022	783	2.4e-205	675.6		DNA primase
QGNH01000561.1_4_13												Hypothetical
QGNH01000561.1_4_14												Hypothetical
QGNH01000561.1_4_15					phrog_2480	VOG11281	VOG:VOG11281	162	2.3e-36	116.4		REFSEQ hypothetical protein
QGNH01000561.1_4_16					phrog_124	VOG00709	VOG:VOG00709	225	8.2e-50	162.0		sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG
QGNH01000561.1_4_17					phrog_6015	VOG02415	PHROG:phrog_6015	264	2.7e-41	133.3		single strand DNA binding protein
QGNH01000561.1_4_18												Hypothetical
QGNH01000561.1_4_19					phrog_1990	VOG00332	PHROG:phrog_1990	129	2.1e-44	143.7		Cas4-domain exonuclease
QGNH01000561.1_4_20		K19789	COG1061		phrog_16	VOG00542, VOG00542	KEGG:K19789	531	2.3e-141	464.5		radD; DNA repair protein RadD
QGNH01000561.1_4_21					phrog_23504	VOG00972	VOG:VOG00972	80	1.2e-10	33.7		REFSEQ hypothetical protein
QGNH01000561.1_4_22					phrog_947	VOG00520	VOG:VOG00520	339	1.1e-56	184.2		sp|Q9L7L6|DPO3B_MYCPA Beta sliding clamp
QGNH01000561.1_4_23												Hypothetical
QGNH01000561.1_4_24												Hypothetical
QGNH01000561.1_4_25	K02335	K02335	COG0749		phrog_17	VOG00075	COG:COG0749	393	3.1e-75	246.0		PolA; 
QGNH01000561.1_4_26					phrog_34105	VOG03555	VOG:VOG03555	83	7.2e-17	52.7		REFSEQ hypothetical protein
QGNH01000561.1_4_27												Hypothetical
QGNH01000561.1_4_28												Hypothetical
QGNH01000561.1_4_29												Hypothetical
QGNH01000561.1_4_30		K22918	COG3926	GH108	phrog_315	VOG04462	COG:COG3926	332	4.8e-58	189.0		ZliS; 
QGNH01000561.1_4_31												Hypothetical
QGNH01000561.1_4_32												Hypothetical
QGNH01000561.1_4_33					phrog_4271, phrog_4271	VOG02462	VOG:VOG02462	1142	5.2e-85	275.4		REFSEQ tail protein
QGNH01000561.1_4_34			COG5449		phrog_778	VOG13489, VOG13489	COG:COG5449	324	1.3e-51	167.3		; 
QGNH01000561.1_4_35			COG5448		phrog_2913	VOG01961	COG:COG5448	201	9e-61	197.3		; 
QGNH01000561.1_4_36					phrog_3336, phrog_3336		PHROG:phrog_3336	999	4.2e-29	62.2		tail length tape measure protein
QGNH01000561.1_4_37					phrog_169	VOG00996	VOG:VOG00996	132	1.1e-31	101.5		REFSEQ tail completion or Neck1 protein
QGNH01000561.1_4_38					phrog_313	VOG00552	VOG:VOG00552	131	2.5e-29	94.4		REFSEQ tail assembly chaperone
QGNH01000561.1_4_39					phrog_290	VOG00339	VOG:VOG00339	505	2.4e-64	209.4		REFSEQ hypothetical protein
QGNH01000561.1_4_40					phrog_179	VOG00387	VOG:VOG00387	146	1.2e-19	62.5		REFSEQ tail terminator
QGNH01000561.1_4_41												Hypothetical
QGNH01000561.1_4_42					phrog_477	VOG01527	VOG:VOG01527	199	3.3e-40	129.6		REFSEQ head-tail adaptor Ad1
QGNH01000561.1_4_43												Hypothetical
QGNH01000561.1_4_44					phrog_9062	VOG11280	VOG:VOG11280	116	3.1e-17	55.0		REFSEQ hypothetical protein
QGNH01000561.1_4_45					phrog_247	VOG08005	PHROG:phrog_247	322	6.4e-75	244.1		major head protein
QGNH01000561.1_4_46					phrog_206		PHROG:phrog_206	246	2.8e-33	107.7		head scaffolding protein
QGNH01000561.1_4_47					phrog_145	VOG00109	PHROG:phrog_145	531	3.5e-139	456.2		portal protein
QGNH01000561.1_4_48			COG1783		phrog_979	VOG07294	VOG:VOG07294	546	3e-33	107.2		sp|Q05219|VG13_BPML5 Gene 13 protein
QGNH01000561.1_4_49												Hypothetical
QGNH01000561.1_4_50					phrog_5334	VOG11278	PHROG:phrog_5334	153	1.2e-24	79.2		terminase small subunit
QGNH01000561.1_4_51												Hypothetical
QGNH01000561.1_4_52												Hypothetical
QGNH01000561.1_4_53												Hypothetical
QGNH01000561.1_4_54												Hypothetical
QGNH01000561.1_4_55												Hypothetical
QGNH01000561.1_5_1												Hypothetical
QGNH01000561.1_5_2												Hypothetical
