	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000351.1_1	QGNH01000351.1	QGNH01000351.1	1	1	696	1	E											0	False	F
QGNH01000351.1_2	QGNH01000351.1	QGNH01000351.1	2	783	3443	-1	E											0	False	F
QGNH01000351.1_3	QGNH01000351.1	QGNH01000351.1	3	3430	3909	-1	E											0	False	F
QGNH01000351.1_4	QGNH01000351.1	QGNH01000351.1	4	3915	4595	-1	E											0	False	F
QGNH01000351.1_5	QGNH01000351.1	QGNH01000351.1	5	4597	5349	-1	D	YP_008059213.1	YP_008059213.1 terminase large subunit [Halogranum tailed virus 1]	False	101.0	1.4709999999999998e-22	0.292	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase large subunit, ATPase domain [PF03354.18]	VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	False	VF
QGNH01000351.1_6	QGNH01000351.1	QGNH01000351.1	6	5333	5821	-1	E											0	False	
QGNH01000351.1_7	QGNH01000351.1	QGNH01000351.1	7	5974	6834	-1	E											0	False	F
QGNH01000351.1_8	QGNH01000351.1	QGNH01000351.1	8	6891	7031	-1	E											0	False	F
QGNH01000351.1_9	QGNH01000351.1	QGNH01000351.1	9	7096	8862	-1	E											0	False	F
QGNH01000351.1_10	QGNH01000351.1	QGNH01000351.1	10	8969	9235	-1	E											0	False	F
QGNH01000351.1_11	QGNH01000351.1	QGNH01000351.1	11	9237	9482	-1	E											0	False	F
QGNH01000351.1_12	QGNH01000351.1	QGNH01000351.1	12	9561	9728	-1	E											0	False	F
QGNH01000351.1_13	QGNH01000351.1	QGNH01000351.1	13	9884	10945	-1	E											0	False	F
