	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334499_MZ334499.1_1	MZ334499	MZ334499.1	1	371	922	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334499_MZ334499.1_2	MZ334499	MZ334499.1	2	1331	2107	1	E											0
MZ334499_MZ334499.1_3	MZ334499	MZ334499.1	3	2100	2363	1	E											0
MZ334499_MZ334499.1_4	MZ334499	MZ334499.1	4	2474	2581	1	E											0
MZ334499_MZ334499.1_5	MZ334499	MZ334499.1	5	2584	2778	1	E											0
MZ334499_MZ334499.1_6	MZ334499	MZ334499.1	6	3114	4805	1	E											0
MZ334499_MZ334499.1_7	MZ334499	MZ334499.1	7	4820	6259	1	E											0
MZ334499_MZ334499.1_8	MZ334499	MZ334499.1	8	6259	6543	1	E											0
MZ334499_MZ334499.1_9	MZ334499	MZ334499.1	9	6540	7304	1	E											0
MZ334499_MZ334499.1_10	MZ334499	MZ334499.1	10	7311	7736	1	E											0
MZ334499_MZ334499.1_11	MZ334499	MZ334499.1	11	7759	8274	1	E											0
MZ334499_MZ334499.1_12	MZ334499	MZ334499.1	12	8315	9271	1	E											0
MZ334499_MZ334499.1_13	MZ334499	MZ334499.1	13	9317	9760	1	E											0
MZ334499_MZ334499.1_14	MZ334499	MZ334499.1	14	9760	10098	1	E											0
MZ334499_MZ334499.1_15	MZ334499	MZ334499.1	15	10101	13217	1	E											0
MZ334499_MZ334499.1_16	MZ334499	MZ334499.1	16	13219	13440	1	E											0
MZ334499_MZ334499.1_17	MZ334499	MZ334499.1	17	13477	13986	1	E											0
MZ334499_MZ334499.1_18	MZ334499	MZ334499.1	18	13995	15287	1	E											0
MZ334499_MZ334499.1_19	MZ334499	MZ334499.1	19	15316	15861	1	E											0
MZ334499_MZ334499.1_20	MZ334499	MZ334499.1	20	15915	16385	1	E											0
MZ334499_MZ334499.1_21	MZ334499	MZ334499.1	21	16333	16695	1	E											0
MZ334499_MZ334499.1_22	MZ334499	MZ334499.1	22	16698	18515	1	E											0
MZ334499_MZ334499.1_23	MZ334499	MZ334499.1	23	18516	19079	1	E											0
MZ334499_MZ334499.1_24	MZ334499	MZ334499.1	24	19076	20509	1	E											0
MZ334499_MZ334499.1_25	MZ334499	MZ334499.1	25	20512	20949	1	E											0
MZ334499_MZ334499.1_26	MZ334499	MZ334499.1	26	20946	21311	1	E											0
MZ334499_MZ334499.1_27	MZ334499	MZ334499.1	27	21375	21701	1	E											0
MZ334499_MZ334499.1_28	MZ334499	MZ334499.1	28	21698	22933	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334499_MZ334499.1_29	MZ334499	MZ334499.1	29	22938	23591	1	E											0
MZ334499_MZ334499.1_30	MZ334499	MZ334499.1	30	23592	25001	1	E											0
MZ334499_MZ334499.1_31	MZ334499	MZ334499.1	31	25016	26182	1	E											0
MZ334499_MZ334499.1_32	MZ334499	MZ334499.1	32	26184	26576	1	E											0
MZ334499_MZ334499.1_33	MZ334499	MZ334499.1	33	26598	27089	1	E											0
MZ334499_MZ334499.1_34	MZ334499	MZ334499.1	34	27105	27941	-1	D										Family of unknown function (DUF6065) [PF19541.2]	0
MZ334499_MZ334499.1_35	MZ334499	MZ334499.1	35	28008	28133	1	E											0
MZ334499_MZ334499.1_36	MZ334499	MZ334499.1	36	28375	30795	1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]	0
MZ334499_MZ334499.1_37	MZ334499	MZ334499.1	37	30862	33789	-1	D										N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; MmeI, DNA-methyltransferase domain [PF20473.1]	0
MZ334499_MZ334499.1_38	MZ334499	MZ334499.1	38	33874	34062	-1	E											0
MZ334499_MZ334499.1_39	MZ334499	MZ334499.1	39	34517	35713	1	D										Phage integrase family [PF00589.25]	0
MZ334499_MZ334499.1_40	MZ334499	MZ334499.1	40	35714	36181	-1	E											0
MZ334499_MZ334499.1_41	MZ334499	MZ334499.1	41	36282	36455	-1	D										Uncharacterized protein containing a Zn-ribbon (DUF2116) [PF09889.12]	0
MZ334499_MZ334499.1_42	MZ334499	MZ334499.1	42	36452	37816	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]	0
MZ334499_MZ334499.1_43	MZ334499	MZ334499.1	43	38064	38276	-1	E											0
MZ334499_MZ334499.1_44	MZ334499	MZ334499.1	44	38273	38530	-1	E											0
MZ334499_MZ334499.1_45	MZ334499	MZ334499.1	45	38527	38712	-1	E											0
MZ334499_MZ334499.1_46	MZ334499	MZ334499.1	46	38663	38923	-1	E											0
MZ334499_MZ334499.1_47	MZ334499	MZ334499.1	47	38920	39348	-1	E											0
MZ334499_MZ334499.1_48	MZ334499	MZ334499.1	48	39335	39892	-1	C	K01494	dCTP deaminase [EC:3.5.4.13]								dUTPase [PF00692.22]; 2'-deoxycytidine 5'-triphosphate deaminase (DCD) [PF06559.14]	0
MZ334499_MZ334499.1_49	MZ334499	MZ334499.1	49	39889	40593	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]								Thymidylate synthase complementing protein [PF02511.18]	0
MZ334499_MZ334499.1_50	MZ334499	MZ334499.1	50	40590	40757	-1	E											0
MZ334499_MZ334499.1_51	MZ334499	MZ334499.1	51	40847	43411	-1	D										DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]; Predicted 3'-5' exonuclease related to the exonuclease domain of PolB [PF10108.12]	0
MZ334499_MZ334499.1_52	MZ334499	MZ334499.1	52	43529	44002	-1	E											0
MZ334499_MZ334499.1_53	MZ334499	MZ334499.1	53	44184	45098	-1	D										Family of unknown function (DUF6610) [PF20314.1]	0
MZ334499_MZ334499.1_54	MZ334499	MZ334499.1	54	45112	45285	-1	E											0
MZ334499_MZ334499.1_55	MZ334499	MZ334499.1	55	45282	45401	-1	E											0
MZ334499_MZ334499.1_56	MZ334499	MZ334499.1	56	45394	45594	-1	E											0
MZ334499_MZ334499.1_57	MZ334499	MZ334499.1	57	45595	45774	-1	E											0
MZ334499_MZ334499.1_58	MZ334499	MZ334499.1	58	45774	45902	-1	E											0
MZ334499_MZ334499.1_59	MZ334499	MZ334499.1	59	45902	46918	-1	D										PD-(D/E)XK nuclease superfamily [PF12705.10]	0
MZ334499_MZ334499.1_60	MZ334499	MZ334499.1	60	46911	47063	-1	E											0
MZ334499_MZ334499.1_61	MZ334499	MZ334499.1	61	47060	47221	-1	E											0
MZ334499_MZ334499.1_62	MZ334499	MZ334499.1	62	47218	47382	-1	E											0
MZ334499_MZ334499.1_63	MZ334499	MZ334499.1	63	47379	47660	-1	D										Domain of unknown function (DUF6378) [PF19905.2]	0
MZ334499_MZ334499.1_64	MZ334499	MZ334499.1	64	47644	48030	-1	E											0
MZ334499_MZ334499.1_65	MZ334499	MZ334499.1	65	48049	48399	-1	E											0
MZ334499_MZ334499.1_66	MZ334499	MZ334499.1	66	48401	48826	-1	E											0
MZ334499_MZ334499.1_67	MZ334499	MZ334499.1	67	48915	50096	-1	E											0
MZ334499_MZ334499.1_68	MZ334499	MZ334499.1	68	50093	51328	-1	E											0
MZ334499_MZ334499.1_69	MZ334499	MZ334499.1	69	51454	52938	-1	E											0
MZ334499_MZ334499.1_70	MZ334499	MZ334499.1	70	53016	53267	-1	E											0
MZ334499_MZ334499.1_71	MZ334499	MZ334499.1	71	53318	54451	-1	E											0
MZ334499_MZ334499.1_72	MZ334499	MZ334499.1	72	54740	54952	-1	E											0
MZ334499_MZ334499.1_73	MZ334499	MZ334499.1	73	54949	55080	-1	E											0
MZ334499_MZ334499.1_74	MZ334499	MZ334499.1	74	55081	55491	-1	E											0
MZ334499_MZ334499.1_75	MZ334499	MZ334499.1	75	55674	55808	-1	E											0
MZ334499_MZ334499.1_76	MZ334499	MZ334499.1	76	55810	56682	-1	D			MER0807710	I87	MER0807710 - family I87 unassigned peptidase inhibitors () [I87.UPW]#I87#{inhibitor unit: 89-331}~source R4TJL2~	True	428.0	1.818e-134	0.849	SPFH domain / Band 7 family [PF01145.28]	0
MZ334499_MZ334499.1_77	MZ334499	MZ334499.1	77	57000	57551	1	E											0
MZ334499_MZ334499.1_78	MZ334499	MZ334499.1	78	57548	58033	-1	E											0
MZ334499_MZ334499.1_79	MZ334499	MZ334499.1	79	58324	58803	1	E											0
MZ334499_MZ334499.1_80	MZ334499	MZ334499.1	80	58800	59264	1	D										ERCC4 domain [PF02732.18]	0
MZ334499_MZ334499.1_81	MZ334499	MZ334499.1	81	59355	59525	-1	E											0
MZ334499_MZ334499.1_82	MZ334499	MZ334499.1	82	59757	60095	-1	E											0
MZ334499_MZ334499.1_83	MZ334499	MZ334499.1	83	60095	60391	-1	E											0
MZ334499_MZ334499.1_84	MZ334499	MZ334499.1	84	60388	60756	-1	E											0
MZ334499_MZ334499.1_85	MZ334499	MZ334499.1	85	60837	61112	-1	E											0
MZ334499_MZ334499.1_86	MZ334499	MZ334499.1	86	61105	61290	-1	E											0
MZ334499_MZ334499.1_87	MZ334499	MZ334499.1	87	61287	61424	-1	E											0
MZ334499_MZ334499.1_88	MZ334499	MZ334499.1	88	61424	61855	-1	E											0
MZ334499_MZ334499.1_89	MZ334499	MZ334499.1	89	61858	62283	-1	E											0
MZ334499_MZ334499.1_90	MZ334499	MZ334499.1	90	62430	62696	-1	E											0
MZ334499_MZ334499.1_91	MZ334499	MZ334499.1	91	62697	63095	-1	E											0
MZ334499_MZ334499.1_92	MZ334499	MZ334499.1	92	63145	63369	-1	E											0
MZ334499_MZ334499.1_93	MZ334499	MZ334499.1	93	63566	63799	-1	E											0
MZ334499_MZ334499.1_94	MZ334499	MZ334499.1	94	63792	64070	-1	E											0
MZ334499_MZ334499.1_95	MZ334499	MZ334499.1	95	64094	65899	-1	D										Helicase C-terminal domain [PF13307.9]; Type III restriction enzyme, res subunit [PF04851.18]	0
MZ334499_MZ334499.1_96	MZ334499	MZ334499.1	96	65977	66129	-1	E											0
MZ334499_MZ334499.1_97	MZ334499	MZ334499.1	97	66311	66640	-1	E											0
MZ334499_MZ334499.1_98	MZ334499	MZ334499.1	98	66648	67301	-1	E											0
MZ334499_MZ334499.1_99	MZ334499	MZ334499.1	99	67309	67758	-1	E											0
MZ334499_MZ334499.1_100	MZ334499	MZ334499.1	100	68009	68860	-1	E											0
MZ334499_MZ334499.1_101	MZ334499	MZ334499.1	101	68877	69065	-1	E											0
MZ334499_MZ334499.1_102	MZ334499	MZ334499.1	102	69065	69232	-1	E											0
MZ334499_MZ334499.1_103	MZ334499	MZ334499.1	103	69514	69783	-1	E											0
MZ334499_MZ334499.1_104	MZ334499	MZ334499.1	104	69780	70145	-1	E											0
MZ334499_MZ334499.1_105	MZ334499	MZ334499.1	105	70164	70832	-1	E											0
MZ334499_MZ334499.1_106	MZ334499	MZ334499.1	106	70832	70951	-1	E											0
MZ334499_MZ334499.1_107	MZ334499	MZ334499.1	107	70951	71199	-1	E											0
MZ334499_MZ334499.1_108	MZ334499	MZ334499.1	108	71202	71309	-1	E											0
MZ334499_MZ334499.1_109	MZ334499	MZ334499.1	109	71309	71581	-1	E											0
MZ334499_MZ334499.1_110	MZ334499	MZ334499.1	110	71578	71721	-1	E											0
MZ334499_MZ334499.1_111	MZ334499	MZ334499.1	111	71952	72092	-1	E											0
MZ334499_MZ334499.1_112	MZ334499	MZ334499.1	112	72095	72385	-1	E											0
MZ334499_MZ334499.1_113	MZ334499	MZ334499.1	113	72486	72845	-1	E											0
MZ334499_MZ334499.1_114	MZ334499	MZ334499.1	114	73168	73518	-1	E											0
MZ334499_MZ334499.1_115	MZ334499	MZ334499.1	115	73524	73853	-1	E											0
MZ334499_MZ334499.1_116	MZ334499	MZ334499.1	116	73956	74855	-1	E											0
