Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ASXD01000002.1_23787_24902_-	K00005		4.7e-156	516.7
NZ_ASXD01000092.1_2_1195_+	K00012		3.9e-122	406.2
NZ_ASXD01000013.1_11279_12445_-	K00012		6.7e-118	392.2
NZ_ASXD01000031.1_25948_27165_-	K00013		1.1e-152	507.5
NZ_ASXD01000004.1_63699_64484_-	K00014		2.6e-73	244.2
NZ_ASXD01000002.1_12507_13475_+	K00015		8.2e-125	414.8
NZ_ASXD01000116.1_3972_4928_-	K00016		4.6e-120	398.9
NZ_ASXD01000022.1_38885_39856_-	K00016		3.8e-102	339.8
NZ_ASXD01000059.1_9572_10444_-	K00020		3e-99	330.5
NZ_ASXD01000008.1_6995_7930_-	K00024		6.9e-127	421.7
NZ_ASXD01000007.1_47844_49070_-	K00027		1.7e-196	653.0
NZ_ASXD01000008.1_7970_9241_-	K00030		7.9e-81	269.2
NZ_ASXD01000001.1_65673_66557_+	K00033		8.4e-106	352.2
NZ_ASXD01000001.1_44796_45677_+	K00033		5.1e-103	342.8
NZ_ASXD01000002.1_99508_100305_+	K00034		1.4e-117	389.5
NZ_ASXD01000002.1_73357_74094_-	K00038		2.7e-116	385.7
NZ_ASXD01000067.1_5118_5867_-	K00038		5.5e-98	325.5
NZ_ASXD01000094.1_6075_7118_-	K00057		3.3e-155	515.3
NZ_ASXD01000003.1_1_66204_67367_-	K00058		2.5e-90	300.8
NZ_ASXD01000038.1_8138_8878_-	K00059		4.1e-102	339.6
NZ_ASXD01000012.1_32017_32775_-	K00059		4.8e-77	257.1
NZ_ASXD01000062.1_7478_8380_-	K00059		6e-76	253.5
NZ_ASXD01000015.1_14642_15427_+	K00059		9.2e-72	239.7
NZ_ASXD01000101.1_2333_3097_-	K00059		1.7e-71	238.8
NZ_ASXD01000040.1_18808_19884_-	K00060		2.3e-146	484.6
NZ_ASXD01000029.1_1_2696_3445_+	K00067		1.1e-36	124.5
NZ_ASXD01000045.1_20154_21074_+	K00075		7.8e-113	375.5
NZ_ASXD01000018.1_34570_35409_-	K00077		4.2e-52	175.2
NZ_ASXD01000117.1_386_1849_+	K00088		1.5e-215	715.3
NZ_ASXD01000005.1_25627_26772_-	K00099		5.4e-171	567.1
NZ_ASXD01000010.1_26329_27984_-	K00111		7.1e-165	547.3
NZ_ASXD01000082.1_9475_10974_-	K00116		4.4e-234	775.4
NZ_ASXD01000002.1_56396_56938_+	K00124		6.1e-40	135.3
NZ_ASXD01000027.1_2_28316_29749_-	K00131		2.6e-215	713.2
NZ_ASXD01000066.1_11579_12574_-	K00133		4.5e-131	435.9
NZ_ASXD01000003.1_1_99288_100382_-	K00134		8.1e-151	501.3
NZ_ASXD01000011.1_4247_5254_-	K00134		8.5e-151	501.3
NZ_ASXD01000053.1_13571_15016_-	K00135		3.3e-216	717.0
NZ_ASXD01000028.1_18806_20410_-	K00138		0	1092.7
NZ_ASXD01000004.1_23025_24164_+	K00148		4.4e-101	335.3
NZ_ASXD01000004.1_40272_43118_-	K00164		0	1137.7
NZ_ASXD01000057.1_278_1363_-	K00166		7e-119	395.9
NZ_ASXD01000076.1_6699_7706_+	K00166		3.7e-118	393.4
NZ_ASXD01000076.1_7706_8683_+	K00167		4.1e-142	472.3
NZ_ASXD01000032.1_29837_30538_-	K00167		2.9e-94	314.2
NZ_ASXD01000057.1_2_274_-	K00167		7.8e-42	141.3
NZ_ASXD01000064.1_5955_6728_-	K00208		9.2e-111	367.8
NZ_ASXD01000066.1_9939_10658_-	K00215		7.6e-68	226.9
NZ_ASXD01000024.1_6838_8196_+	K00231		2.8e-120	400.1
NZ_ASXD01000051.1_7071_8456_-	K00231		1.1e-114	381.5
NZ_ASXD01000009.1_56943_58706_-	K00239		7.9e-210	695.6
NZ_ASXD01000009.1_56146_56946_-	K00240		4.1e-73	243.9
NZ_ASXD01000009.1_58716_59333_-	K00241		2.7e-37	126.5
NZ_ASXD01000007.1_58384_59256_+	K00243		4.8e-87	289.8
NZ_ASXD01000062.1_12212_13996_+	K00248		1.1e-130	420.1
NZ_ASXD01000045.1_21147_22277_-	K00259		1.9e-164	544.7
NZ_ASXD01000054.1_12866_14134_+	K00260		6.2e-215	711.1
NZ_ASXD01000076.1_3077_4198_+	K00263		5.4e-176	582.7
NZ_ASXD01000077.1_6916_7782_-	K00264		1.2e-88	294.9
NZ_ASXD01000077.1_7829_8368_-	K00264		2e-68	227.7
NZ_ASXD01000077.1_8365_12843_-	K00265		0	2100.2
NZ_ASXD01000070.1_13528_14181_-	K00274		2.5e-39	133.2
NZ_ASXD01000107.1_3_407_-	K00274		1.7e-29	90.6
NZ_ASXD01000014.1_49539_50909_-	K00278		8.6e-122	404.6
NZ_ASXD01000068.1_9272_10618_+	K00282		8e-190	628.7
NZ_ASXD01000068.1_10618_12093_+	K00283		2e-255	846.3
NZ_ASXD01000029.1_1_5867_6685_+	K00286		3.8e-56	188.7
NZ_ASXD01000043.1_7743_8228_+	K00287		3.1e-60	201.7
NZ_ASXD01000001.1_70077_70592_-	K00287		1.4e-16	58.4
NZ_ASXD01000062.1_4693_5610_+	K00318		5.3e-56	188.0
NZ_ASXD01000006.1_45940_46920_-	K00344		1.1e-87	292.3
NZ_ASXD01000014.1_24381_25418_-	K00344		2.4e-81	271.2
NZ_ASXD01000012.1_31054_31974_-	K00344		3.4e-68	227.6
NZ_ASXD01000113.1_144_599_+	K00364		2.6e-48	162.3
NZ_ASXD01000065.1_15682_15990_+	K00364		5e-20	69.2
NZ_ASXD01000002.1_54153_56399_+	K00372		8.7e-278	921.5
NZ_ASXD01000083.1_2_1384_-	K00375		4.2e-160	531.4
NZ_ASXD01000032.1_27051_28463_-	K00382		1.4e-185	615.4
NZ_ASXD01000076.1_5275_6684_+	K00382		5.2e-169	560.8
NZ_ASXD01000050.1_18854_20167_-	K00383		8.8e-114	378.6
NZ_ASXD01000011.1_13492_14184_-	K00384		1.7e-85	285.3
NZ_ASXD01000131.1_76_1011_-	K00384		9.4e-77	256.6
NZ_ASXD01000054.1_14214_15224_-	K00384		5.7e-40	134.6
NZ_ASXD01000011.1_13230_13574_-	K00384		2.8e-25	86.8
NZ_ASXD01000006.1_42189_42560_-	K00389		2.8e-23	80.2
NZ_ASXD01000057.1_10298_11686_-	K00425		1.6e-137	457.1
NZ_ASXD01000057.1_9252_10283_-	K00426		3.3e-34	115.7
NZ_ASXD01000004.1_19527_20003_+	K00432		1.7e-82	275.5
NZ_ASXD01000091.1_3045_3848_-	K00433		1.4e-81	272.4
NZ_ASXD01000030.1_17580_17888_+	K00433		6.7e-07	26.5
NZ_ASXD01000006.1_58643_59416_+	K00435		2e-87	290.2
NZ_ASXD01000023.1_26391_27230_-	K00453		6.4e-98	325.9
NZ_ASXD01000056.1_16373_17449_-	K00491		9.1e-152	502.8
NZ_ASXD01000045.1_1704_3266_+	K00500		6.6e-77	256.9
NZ_ASXD01000045.1_7774_9198_+	K00520		4.7e-122	406.1
NZ_ASXD01000022.1_116_2515_+	K00525		1.5e-171	568.3
NZ_ASXD01000022.1_3009_4049_+	K00526		1.1e-89	298.9
NZ_ASXD01000027.1_2_21443_22378_-	K00529		7e-22	74.8
NZ_ASXD01000062.1_14869_15222_+	K00537		5.2e-37	125.4
NZ_ASXD01000005.1_70248_70970_-	K00554		1.2e-114	380.9
NZ_ASXD01000039.1_10904_11668_+	K00556		1.2e-83	278.4
NZ_ASXD01000042.1_2227_3477_-	K00558		3.2e-84	280.8
NZ_ASXD01000067.1_9975_10835_-	K00558		1.2e-56	189.8
NZ_ASXD01000067.1_9548_9787_-	K00558		1.5e-14	51.0
NZ_ASXD01000043.1_6928_7746_+	K00560		2.9e-152	505.9
NZ_ASXD01000016.1_18502_19098_+	K00564		2.7e-59	199.0
NZ_ASXD01000014.1_16922_18043_-	K00566		1.5e-170	565.2
NZ_ASXD01000105.1_2602_3045_+	K00567		6.6e-50	167.9
NZ_ASXD01000094.1_884_1681_-	K00575		1.3e-86	288.6
NZ_ASXD01000014.1_6011_6526_-	K00588		2.5e-30	103.0
NZ_ASXD01000010.1_6691_7944_-	K00600		3.3e-219	727.8
NZ_ASXD01000024.1_28566_30086_-	K00602		1.3e-246	817.9
NZ_ASXD01000038.1_25694_27079_-	K00604		8.7e-111	368.5
NZ_ASXD01000068.1_8149_9255_+	K00605		2.1e-147	489.8
NZ_ASXD01000048.1_8723_9559_-	K00606		1.2e-115	384.5
NZ_ASXD01000018.1_9602_10579_-	K00609		2.7e-116	386.1
NZ_ASXD01000079.1_9116_10144_+	K00611		3.8e-151	501.3
NZ_ASXD01000032.1_28468_29760_-	K00627		9.5e-154	511.1
NZ_ASXD01000076.1_8695_10008_+	K00627		1.1e-137	457.9
NZ_ASXD01000062.1_11026_12198_+	K00632		1.4e-156	519.1
NZ_ASXD01000076.1_2156_3052_+	K00634		1.9e-119	395.8
NZ_ASXD01000040.1_17612_18793_-	K00639		3.2e-171	568.7
NZ_ASXD01000016.1_10142_10831_+	K00640		9.9e-96	318.2
NZ_ASXD01000038.1_8871_9788_-	K00645		1.3e-99	331.8
NZ_ASXD01000014.1_2895_3854_-	K00648		5.4e-126	419.0
NZ_ASXD01000007.1_56462_57163_-	K00655		1.2e-56	190.0
NZ_ASXD01000054.1_18424_18996_+	K00655		1.2e-53	180.0
NZ_ASXD01000007.1_44782_47028_+	K00656		0	1306.1
NZ_ASXD01000004.1_38973_40253_-	K00658		1.4e-170	565.7
NZ_ASXD01000042.1_9844_10803_-	K00659		2.9e-43	145.6
NZ_ASXD01000031.1_20132_20686_-	K00661		4.7e-92	306.2
NZ_ASXD01000059.1_16400_17182_+	K00662		6.7e-84	279.5
NZ_ASXD01000051.1_2755_4299_-	K00666		5.9e-166	551.0
