Name	Count
nan	619
Histidine	27
PEP	11
Pyruvate fermentation to acetate and lactate I	3
Pyruvate fermentation to ethanol III	2
Cysteine and methionine	20
Pyruvate fermentation to lactate	3
Peptidoglycan biosynthesis	20
Murein	5
Oxaloacetate to lysine	19
Pyruvate fermentation to acetate I	2
Pyruvate fermentation to acetate IV	2
Pyruvate fermentation to propionate II (acrylate pathway)	2
Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation	10
Superpathway of clostridium acetobutylicum acidogenic fermentation	8
Superpathway of clostridium acetobutylicum solventogenic fermentation	5
Denitrification	2
Pyruvate fermentation to acetate III	1
Pyruvate fermentation to ethanol I	2
Pyruvate fermentation to acetate and lactate II	1
Pyruvate fermentation to acetate II	1
Pyruvate fermentation to acetate VII	1
Sucrose	7
Maltose	7
Pyruvate fermentation to butanoate	4
Lipopolysaccharide biosynthesis	21
Thiosulfate disproportionation	1
Pyruvate to leucine	2
Pyruvate fermentation to acetate V	2
Pyruvate fermentation to acetate VI	2
Glutamate	2
ABC-2 type and other transporters	13
Mineral and organic ion transporters	15
 metallic cation, iron-siderophore and vitamin b12 transporters	5
Oligosaccharide and polyol transporters	14
Phosphate and amino acid transporters	7
PEPtide and nickel transporters	3
Monosaccharide transporters	4
Nitrate/nitrite transporters	1
Enzyme I and hpr	19
Lactose	6
Pyruvate fermentation to ethanol II	1
Cellobiose	2
Mucin type O-glycan biosynthesis	5
N-glycan biosynthesis	5
Organic acid transporters	3
Sugar transporters	1
Oxaloacetate to aspartate and asparagine	3
Pyruvate fermentation to acetone	1
Metal transporters	1
Drug transporters	7
Sulfolactate degradation	1
