Name	Count
Starch	23
Xylose	3
Lysine biosynthesis	10
Amino acid biosynthesis precursor pyruvate and oxaloacetate	84
Tryptophan metabolism	7
Bifidobacterium shunt	4
Heterolactic fermentation	8
Homolactic fermentation	4
Pyruvate Fermentation	53
Cysteine and methionine metabolism	22
Histidine degradation	1
Mixed acid fermentation	10
Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	3
Incomplete TCA fork	9
Serine pathway for formaldehyde fixation	3
Cellular response to stress	23
Glycine, serine and threonine metabolism	17
Polysaccharide biosynthesis and assembly of cell surface structure	56
Purine metabolism	51
From formate	1
Methane oxidation to cO2	3
Formaldehyde oxidation (tetrahydrofolate pathway)	3
Formaldehyde oxidation (glutathione-dependent)	1
Methionine biosynthesis	2
Glycolysis	6
EMP	9
Glycolysis III (EMP)	8
Gluconeogenesis in archea	7
Regulation of stress-activated protein kinase signaling cascade	1
Lysine degradation VIII	1
Methionine degradation	2
TCA cycle	9
Valine, leucine and isoleucine degradation	9
Fatty acid activation	5
Reductive TCA cycle	3
Fatty acid beta-oxidation I	6
Oxydation deamination	2
Alanine, aspartate and glutamate metabolism (contain asparagin as well)	18
Arginine and proline metabolism	20
Ammonia assimilation	5
Valine, leucine and isoleucine biosynthesis	2
Phenylalanine metabolism	9
Response to osmotic stress	36
Nitrogenated compounds Reduction	2
Pyrimidine metabolism	44
Response to oxidative stress	8
Phenylalanine, tyrosine and tryptophan biosynthesis	15
Response to nitrosative stress	10
Acetylene degradation	2
Lysine fermentation to acetate and butyrate	3
Acetate formation from acetyl-coA I	1
Glycosyltransferase	10
Disaccaride phosphorylase	22
Histidine biosynthesis, pRpp => histidine	9
Galactose	13
RuMP pathway for formaldehyde fixation (first two steps are common to both RuMP pathway variants)	1
Gluconeogenesis	4
Hexose	1
Pentose	3
EMP  in archea	5
From acetate	3
nan	1
Sulfur compounds cycle	2
Polysaccharide lyase	1
Glycoside hydrolase	18
Chitin	1
Carbohydrate esterase	3
Other aromatics degradation	1
Degradation of purine bases	1
Aromatic carboxylic acid degradation	2
Glutamate degradation V (via hydroxyglutarate)	4
Polycyclic aromatic hydrocarbon degradation	1
Pyruvate fermentation to butanol	6
Regulation of translation in response to oxidative stress	1
Fatty acid beta-oxidation II (core pathway)	3
Fatty acid beta-oxidation IV (unsaturated)	2
Mannose	13
D-glutamine and D-glutamate metabolism	3
Fatty acid beta-oxidation III (unsaturated)	1
Degradation of pyrimidine bases	1
Reductive acetyl coenzyme A pathway	15
ABC transporters, prokaryotic type	61
Cellular response to osmotic stress	18
Regulation of response to osmotic stress	15
Major Facilitator superfamily (MFS)	13
Hydrogen production VII (chlorophyta, cyanobacteria)	1
Phosphotransferase system (pts)	19
Cellular response to oxidative stress	3
Transamination	1
Regulation of translational initiation in response to osmotic stress	2
BTEX and related aromatics degradation	1
Cellular response to cation stress	2
