	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_048145_NC_048145_1	NC_048145	NC_048145	1	1	282	-1	E											0
NC_048145_NC_048145_2	NC_048145	NC_048145	2	279	587	-1	E											0
NC_048145_NC_048145_3	NC_048145	NC_048145	3	587	1198	-1	E											0
NC_048145_NC_048145_4	NC_048145	NC_048145	4	1198	1383	-1	E											0
NC_048145_NC_048145_5	NC_048145	NC_048145	5	1383	1616	-1	E											0
NC_048145_NC_048145_6	NC_048145	NC_048145	6	1616	1903	-1	E											0
NC_048145_NC_048145_7	NC_048145	NC_048145	7	2391	2813	-1	E											0
NC_048145_NC_048145_8	NC_048145	NC_048145	8	2824	3207	-1	E											0
NC_048145_NC_048145_9	NC_048145	NC_048145	9	3149	3616	-1	E											0
NC_048145_NC_048145_10	NC_048145	NC_048145	10	3613	3813	-1	E											0
NC_048145_NC_048145_11	NC_048145	NC_048145	11	3914	4246	-1	E											0
NC_048145_NC_048145_12	NC_048145	NC_048145	12	4236	4481	-1	E											0
NC_048145_NC_048145_13	NC_048145	NC_048145	13	4478	4759	-1	E											0
NC_048145_NC_048145_14	NC_048145	NC_048145	14	4756	5154	-1	E											0
NC_048145_NC_048145_15	NC_048145	NC_048145	15	5154	5405	-1	E											0
NC_048145_NC_048145_16	NC_048145	NC_048145	16	5484	5915	-1	E											0
NC_048145_NC_048145_17	NC_048145	NC_048145	17	6078	6668	-1	E											0
NC_048145_NC_048145_18	NC_048145	NC_048145	18	6668	6874	-1	E											0
NC_048145_NC_048145_19	NC_048145	NC_048145	19	6874	7242	-1	E											0
NC_048145_NC_048145_20	NC_048145	NC_048145	20	7242	8105	-1	C	K07313	serine/threonine protein phosphatase 1 [EC:3.1.3.16]								Calcineurin-like phosphoesterase [PF00149.31]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]	0
NC_048145_NC_048145_21	NC_048145	NC_048145	21	8105	8485	-1	E											0
NC_048145_NC_048145_22	NC_048145	NC_048145	22	8588	8878	-1	D										Thioredoxin [PF00085.23]; Thioredoxin domain [PF13192.9]; F plasmid transfer operon protein [PF13728.9]	0
NC_048145_NC_048145_23	NC_048145	NC_048145	23	8871	9281	-1	E											0
NC_048145_NC_048145_24	NC_048145	NC_048145	24	9357	9773	-1	E											0
NC_048145_NC_048145_25	NC_048145	NC_048145	25	9849	10262	-1	C	K17733	peptidoglycan LD-endopeptidase CwlK [EC:3.4.-.-]	MER0030246	M15C	MER0030246 - L-alanyl-D-glutamate peptidase (bacteriophage T5) () [M15.022]#M15C#{peptidase unit: 3-137}~source Q8HA72~	False	0.96	275.0	2.818e-84	D-alanyl-D-alanine carboxypeptidase [PF13539.9]	0
NC_048145_NC_048145_26	NC_048145	NC_048145	26	10259	10915	-1	D										Bacteriophage T holin [PF11031.11]	0
NC_048145_NC_048145_27	NC_048145	NC_048145	27	11072	11671	-1	D			MER0030245	S14	MER0030245 - family S14 non-peptidase homologues () [S14.UNW]#S14#{peptidase unit: 40-169}~source AAX11975~	False	0.929	255.0	3.563e-76	Clp protease [PF00574.26]	0
NC_048145_NC_048145_28	NC_048145	NC_048145	28	11684	12436	-1	C	K21500	Escherichia phage deoxynucleoside-5'-monophosphate kinase [EC:2.7.4.13]									0
NC_048145_NC_048145_29	NC_048145	NC_048145	29	12720	13169	-1	E											0
NC_048145_NC_048145_30	NC_048145	NC_048145	30	13126	13824	-1	E											0
NC_048145_NC_048145_31	NC_048145	NC_048145	31	13970	14317	-1	E											0
NC_048145_NC_048145_32	NC_048145	NC_048145	32	14434	14718	-1	E											0
NC_048145_NC_048145_33	NC_048145	NC_048145	33	14715	15008	-1	E											0
NC_048145_NC_048145_34	NC_048145	NC_048145	34	14962	15381	-1	E											0
NC_048145_NC_048145_35	NC_048145	NC_048145	35	15374	15673	-1	E											0
NC_048145_NC_048145_36	NC_048145	NC_048145	36	15666	15947	-1	E											0
NC_048145_NC_048145_37	NC_048145	NC_048145	37	16024	16419	-1	E											0
NC_048145_NC_048145_38	NC_048145	NC_048145	38	16478	16663	-1	E											0
NC_048145_NC_048145_39	NC_048145	NC_048145	39	16728	17027	-1	E											0
NC_048145_NC_048145_40	NC_048145	NC_048145	40	17109	17477	-1	D										Glycine radical [PF01228.24]	0
NC_048145_NC_048145_41	NC_048145	NC_048145	41	18006	18299	-1	E											0
NC_048145_NC_048145_42	NC_048145	NC_048145	42	18616	18837	-1	E											0
NC_048145_NC_048145_43	NC_048145	NC_048145	43	19100	19300	-1	E											0
NC_048145_NC_048145_44	NC_048145	NC_048145	44	19849	20184	-1	E											0
NC_048145_NC_048145_45	NC_048145	NC_048145	45	20368	20547	-1	E											0
NC_048145_NC_048145_46	NC_048145	NC_048145	46	20652	20870	-1	E											0
NC_048145_NC_048145_47	NC_048145	NC_048145	47	21059	21322	-1	E											0
NC_048145_NC_048145_48	NC_048145	NC_048145	48	21609	21962	-1	E											0
NC_048145_NC_048145_49	NC_048145	NC_048145	49	22052	22195	-1	E											0
NC_048145_NC_048145_50	NC_048145	NC_048145	50	22195	22512	-1	E											0
NC_048145_NC_048145_51	NC_048145	NC_048145	51	22611	22775	-1	E											0
NC_048145_NC_048145_52	NC_048145	NC_048145	52	23710	23895	-1	E											0
NC_048145_NC_048145_53	NC_048145	NC_048145	53	24151	24342	-1	E											0
NC_048145_NC_048145_54	NC_048145	NC_048145	54	24339	24563	-1	E											0
NC_048145_NC_048145_55	NC_048145	NC_048145	55	24614	24886	-1	E											0
NC_048145_NC_048145_56	NC_048145	NC_048145	56	25435	25710	-1	E											0
NC_048145_NC_048145_57	NC_048145	NC_048145	57	25801	26007	-1	E											0
NC_048145_NC_048145_58	NC_048145	NC_048145	58	26021	26143	-1	E											0
NC_048145_NC_048145_59	NC_048145	NC_048145	59	26244	26582	-1	E											0
NC_048145_NC_048145_60	NC_048145	NC_048145	60	26584	26769	-1	E											1
NC_048145_NC_048145_61	NC_048145	NC_048145	61	27015	27311	-1	E											0
NC_048145_NC_048145_62	NC_048145	NC_048145	62	27418	28095	-1	C	K03811	nicotinamide mononucleotide transporter								Nicotinamide mononucleotide transporter [PF04973.15]	0
NC_048145_NC_048145_63	NC_048145	NC_048145	63	28097	29152	-1	C	K06211	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]								AAA domain [PF13521.9]; Citrate lyase ligase C-terminal domain [PF08218.14]; Cytidylyltransferase-like [PF01467.29]	0
NC_048145_NC_048145_64	NC_048145	NC_048145	64	29415	30359	-1	D			MER0806933	I87	MER0806933 - family I87 unassigned peptidase inhibitors () [I87.UPW]#I87#{inhibitor unit: 35-266}~source I7LEE3~	True	0.887	428.0	5.309e-134	SPFH domain / Band 7 family [PF01145.28]	0
NC_048145_NC_048145_65	NC_048145	NC_048145	65	30371	30571	-1	E											0
NC_048145_NC_048145_66	NC_048145	NC_048145	66	31562	32011	-1	D										Yqey-like protein [PF09424.13]	0
NC_048145_NC_048145_67	NC_048145	NC_048145	67	32011	32181	-1	E											0
NC_048145_NC_048145_68	NC_048145	NC_048145	68	32250	32699	-1	C	K01449	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								Cell Wall Hydrolase [PF07486.15]	0
NC_048145_NC_048145_69	NC_048145	NC_048145	69	32705	33022	-1	D										Cyclic-phosphate processing Receiver domain [PF20274.1]	0
NC_048145_NC_048145_70	NC_048145	NC_048145	70	33462	34100	-1	E											0
NC_048145_NC_048145_71	NC_048145	NC_048145	71	34155	34337	-1	E											0
NC_048145_NC_048145_72	NC_048145	NC_048145	72	34408	35109	-1	D										3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]	0
NC_048145_NC_048145_73	NC_048145	NC_048145	73	35140	35352	-1	E											0
NC_048145_NC_048145_74	NC_048145	NC_048145	74	35394	35609	-1	E											0
NC_048145_NC_048145_75	NC_048145	NC_048145	75	35671	36186	-1	E											0
NC_048145_NC_048145_76	NC_048145	NC_048145	76	36270	36548	-1	E											0
NC_048145_NC_048145_77	NC_048145	NC_048145	77	36625	37101	-1	C	K03469	ribonuclease HI [EC:3.1.26.4]								RNase H [PF00075.27]	0
NC_048145_NC_048145_78	NC_048145	NC_048145	78	37101	37370	-1	E											0
NC_048145_NC_048145_79	NC_048145	NC_048145	79	37373	37951	-1	D										Proteasome subunit [PF00227.29]	0
NC_048145_NC_048145_80	NC_048145	NC_048145	80	38407	39261	-1	C	K00560	thymidylate synthase [EC:2.1.1.45]								Thymidylate synthase [PF00303.22]	0
NC_048145_NC_048145_81	NC_048145	NC_048145	81	39258	39788	-1	D										Dihydrofolate reductase [PF00186.22]	0
NC_048145_NC_048145_82	NC_048145	NC_048145	82	39788	40933	-1	D										Ribonucleotide reductase, small chain [PF00268.24]	0
NC_048145_NC_048145_83	NC_048145	NC_048145	83	41040	43370	-1	D										Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]; ATP cone domain [PF03477.19]	0
NC_048145_NC_048145_84	NC_048145	NC_048145	84	43494	43736	-1	E											0
NC_048145_NC_048145_85	NC_048145	NC_048145	85	43738	44490	-1	D										PhoH-like protein [PF02562.19]; AAA domain [PF13604.9]	0
NC_048145_NC_048145_86	NC_048145	NC_048145	86	44843	46717	1	C	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]								Anaerobic ribonucleoside-triphosphate reductase [PF13597.9]	0
NC_048145_NC_048145_87	NC_048145	NC_048145	87	46816	47097	1	E											0
NC_048145_NC_048145_88	NC_048145	NC_048145	88	47107	47310	1	E											0
NC_048145_NC_048145_89	NC_048145	NC_048145	89	47279	47473	1	E											0
NC_048145_NC_048145_90	NC_048145	NC_048145	90	47473	48324	1	D										Sir2 family [PF02146.20]	0
NC_048145_NC_048145_91	NC_048145	NC_048145	91	48302	48484	1	E											0
NC_048145_NC_048145_92	NC_048145	NC_048145	92	48465	48650	1	E											0
NC_048145_NC_048145_93	NC_048145	NC_048145	93	48628	49143	1	D										HAD domain in Swiss Army Knife RNA repair proteins [PF18143.4]	0
NC_048145_NC_048145_94	NC_048145	NC_048145	94	49182	49574	1	E											0
NC_048145_NC_048145_95	NC_048145	NC_048145	95	49584	49979	1	E											0
NC_048145_NC_048145_96	NC_048145	NC_048145	96	50596	53385	1	D										Origin of replication binding protein [PF02399.18]	0
NC_048145_NC_048145_97	NC_048145	NC_048145	97	53348	53602	1	E											0
NC_048145_NC_048145_98	NC_048145	NC_048145	98	53674	54378	1	E											0
NC_048145_NC_048145_99	NC_048145	NC_048145	99	54371	54616	1	E											0
NC_048145_NC_048145_100	NC_048145	NC_048145	100	54724	55134	1	E											0
NC_048145_NC_048145_101	NC_048145	NC_048145	101	55171	55467	1	E											0
NC_048145_NC_048145_102	NC_048145	NC_048145	102	55518	55826	1	D										Transcriptional Coactivator p15 (PC4) [PF02229.19]	0
NC_048145_NC_048145_103	NC_048145	NC_048145	103	55914	56885	1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]	0
NC_048145_NC_048145_104	NC_048145	NC_048145	104	57088	57867	1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]									0
NC_048145_NC_048145_105	NC_048145	NC_048145	105	57860	58627	1	E											0
NC_048145_NC_048145_106	NC_048145	NC_048145	106	58659	60182	1	D										DnaB-like helicase C terminal domain [PF03796.18]	0
NC_048145_NC_048145_107	NC_048145	NC_048145	107	60179	61069	1	C	K02316	DNA primase [EC:2.7.7.101]								CHC2 zinc finger [PF01807.23]; Toprim-like [PF13155.9]; DNA primase catalytic core, N-terminal domain [PF08275.14]	0
NC_048145_NC_048145_108	NC_048145	NC_048145	108	61132	63699	1	C	K21314	Escherichia phage DNA polymerase [EC:2.7.7.7]								DNA polymerase family A [PF00476.23]; 3'-5' exonuclease [PF01612.23]	0
NC_048145_NC_048145_109	NC_048145	NC_048145	109	63692	64189	1	E											0
NC_048145_NC_048145_110	NC_048145	NC_048145	110	64186	65538	1	D										Type III restriction enzyme, res subunit [PF04851.18]; SNF2-related domain [PF00176.26]	0
NC_048145_NC_048145_111	NC_048145	NC_048145	111	65679	66041	1	E											0
NC_048145_NC_048145_112	NC_048145	NC_048145	112	66034	66807	1	E											0
NC_048145_NC_048145_113	NC_048145	NC_048145	113	66847	67824	1	E											0
NC_048145_NC_048145_114	NC_048145	NC_048145	114	67805	69643	1	D										AAA domain [PF13476.9]	0
NC_048145_NC_048145_115	NC_048145	NC_048145	115	69647	70129	1	E											0
NC_048145_NC_048145_116	NC_048145	NC_048145	116	70129	71004	1	D										5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]; 5'-3' exonuclease, C-terminal SAM fold [PF01367.23]	0
NC_048145_NC_048145_117	NC_048145	NC_048145	117	71001	71447	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]								dUTPase [PF00692.22]	0
NC_048145_NC_048145_118	NC_048145	NC_048145	118	71410	71676	1	E											0
NC_048145_NC_048145_119	NC_048145	NC_048145	119	71714	71839	-1	E											0
NC_048145_NC_048145_120	NC_048145	NC_048145	120	71964	74915	-1	D										Chaperone of endosialidase [PF13884.9]	0
NC_048145_NC_048145_121	NC_048145	NC_048145	121	74915	75337	-1	E											0
NC_048145_NC_048145_122	NC_048145	NC_048145	122	75343	77373	-1	E											0
NC_048145_NC_048145_123	NC_048145	NC_048145	123	77401	80250	-1	D										Putative phage tail protein [PF13550.9]	0
NC_048145_NC_048145_124	NC_048145	NC_048145	124	80247	80861	-1	E											0
NC_048145_NC_048145_125	NC_048145	NC_048145	125	80970	84680	-1	E											0
NC_048145_NC_048145_126	NC_048145	NC_048145	126	84761	85129	-1	E											0
NC_048145_NC_048145_127	NC_048145	NC_048145	127	85191	85595	-1	E											0
NC_048145_NC_048145_128	NC_048145	NC_048145	128	85592	86491	-1	E											0
NC_048145_NC_048145_129	NC_048145	NC_048145	129	86496	87905	-1	D			MER0255370	U69	MER0255370 - family U69 unassigned peptidases (Zobellia galactanivorans) [U69.UPW]#U69#{peptidase unit: 916-1202}~source YP_004737180~	False	0.329	61.0	3.425e-08	Phage tail tube protein [PF18906.3]; Bacterial Ig-like domain (group 2) [PF02368.21]	0
NC_048145_NC_048145_130	NC_048145	NC_048145	130	87932	88417	-1	E											0
NC_048145_NC_048145_131	NC_048145	NC_048145	131	88421	89188	-1	E											0
NC_048145_NC_048145_132	NC_048145	NC_048145	132	89188	89700	-1	E											0
NC_048145_NC_048145_133	NC_048145	NC_048145	133	89760	91136	-1	D										Phage capsid family [PF05065.16]	0
NC_048145_NC_048145_134	NC_048145	NC_048145	134	91154	91786	-1	C	K06904	uncharacterized protein	MER0323011	S78	MER0323011 - prohead peptidase (bacteriophage T5) () [S78.002]#S78#{peptidase unit: 27-188}~source YP_004306620~	False	0.976	335.0	9.456e-104	Caudovirus prohead serine protease [PF04586.20]	0
NC_048145_NC_048145_135	NC_048145	NC_048145	135	91790	92272	-1	E											0
NC_048145_NC_048145_136	NC_048145	NC_048145	136	92269	93486	-1	D										Phage portal protein [PF04860.15]	0
NC_048145_NC_048145_137	NC_048145	NC_048145	137	93486	93923	-1	E											0
NC_048145_NC_048145_138	NC_048145	NC_048145	138	94038	95354	-1	C	K06909	phage terminase large subunit								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]; Phage terminase large subunit [PF04466.16]	0
NC_048145_NC_048145_139	NC_048145	NC_048145	139	95354	95836	-1	E											0
NC_048145_NC_048145_140	NC_048145	NC_048145	140	95847	97628	-1	E											0
NC_048145_NC_048145_141	NC_048145	NC_048145	141	97712	97972	1	E											0
NC_048145_NC_048145_142	NC_048145	NC_048145	142	98456	98560	1	E											0
NC_048145_NC_048145_143	NC_048145	NC_048145	143	98560	98805	1	E											0
NC_048145_NC_048145_144	NC_048145	NC_048145	144	98969	99703	-1	C	K21510	Escherichia phage 5'-deoxynucleotidase [EC:3.1.3.89]									0
NC_048145_NC_048145_145	NC_048145	NC_048145	145	99791	100183	-1	E											0
NC_048145_NC_048145_146	NC_048145	NC_048145	146	100216	100494	-1	E											0
NC_048145_NC_048145_147	NC_048145	NC_048145	147	100547	102214	-1	E											0
NC_048145_NC_048145_148	NC_048145	NC_048145	148	102324	102548	-1	E											0
NC_048145_NC_048145_149	NC_048145	NC_048145	149	102599	103015	-1	E											0
NC_048145_NC_048145_150	NC_048145	NC_048145	150	103302	103553	-1	E											0
NC_048145_NC_048145_151	NC_048145	NC_048145	151	103718	103936	-1	E											0
NC_048145_NC_048145_152	NC_048145	NC_048145	152	105014	106015	1	E											0
NC_048145_NC_048145_153	NC_048145	NC_048145	153	106079	106573	1	E											0
NC_048145_NC_048145_154	NC_048145	NC_048145	154	106681	106908	1	E											0
NC_048145_NC_048145_155	NC_048145	NC_048145	155	106955	107104	1	E											0
NC_048145_NC_048145_156	NC_048145	NC_048145	156	107107	107319	1	E											0
NC_048145_NC_048145_157	NC_048145	NC_048145	157	107319	107426	1	E											0
NC_048145_NC_048145_158	NC_048145	NC_048145	158	107426	107770	1	E											0
NC_048145_NC_048145_159	NC_048145	NC_048145	159	107767	107967	1	E											0
NC_048145_NC_048145_160	NC_048145	NC_048145	160	108091	108330	1	E											0
NC_048145_NC_048145_161	NC_048145	NC_048145	161	108981	109220	1	E											0
NC_048145_NC_048145_162	NC_048145	NC_048145	162	109668	109808	-1	E											0
NC_048145_NC_048145_163	NC_048145	NC_048145	163	109934	110377	-1	E											0
