	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000281.1_1	QGNH01000281.1	QGNH01000281.1	1	3	2969	-1	E																		0	False	F
QGNH01000281.1_2	QGNH01000281.1	QGNH01000281.1	2	2970	3137	-1	E																		0	False	F
QGNH01000281.1_3	QGNH01000281.1	QGNH01000281.1	3	3220	3417	-1	E																		0	False	F
QGNH01000281.1_4	QGNH01000281.1	QGNH01000281.1	4	3408	3965	-1	E	NP_818599.1	NP_818599.1 gp61 [Mycobacterium phage Barnyard]	False	0.345	60.0	1.948e-09												0	False	F
QGNH01000281.1_5	QGNH01000281.1	QGNH01000281.1	5	3966	4970	-1	E																		0	False	F
QGNH01000281.1_6	QGNH01000281.1	QGNH01000281.1	6	4960	5652	-1	E																		0	False	F
QGNH01000281.1_7	QGNH01000281.1	QGNH01000281.1	7	5649	10439	-1	D	YP_009216474.1	YP_009216474.1 hypothetical protein ALICE_239 [Mycobacterium phage Alice]	False	0.34	158.0	5.462e-37	MER0180392	N11	MER0180392 - family N11 unassigned peptide lyases (Methanoculleus marisnigri) [N11.UPW]#N11#{peptidase unit: 415-773}~source ABN57178~	False	139.0	4.171e-31	0.267		VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xs;Xr;Xp	0	False	VPF
QGNH01000281.1_8	QGNH01000281.1	QGNH01000281.1	8	10526	10963	-1	E																		0	False	F
QGNH01000281.1_9	QGNH01000281.1	QGNH01000281.1	9	10960	11337	-1	E																		0	False	F
QGNH01000281.1_10	QGNH01000281.1	QGNH01000281.1	10	11379	11687	-1	E																		0	False	F
QGNH01000281.1_11	QGNH01000281.1	QGNH01000281.1	11	11684	11878	-1	E																		0	False	F
QGNH01000281.1_12	QGNH01000281.1	QGNH01000281.1	12	11875	12144	-1	E																		0	False	F
QGNH01000281.1_13	QGNH01000281.1	QGNH01000281.1	13	12384	12929	-1	E																		0	False	F
QGNH01000281.1_14	QGNH01000281.1	QGNH01000281.1	14	12926	13144	-1	E																		0	False	F
QGNH01000281.1_15	QGNH01000281.1	QGNH01000281.1	15	13141	13536	-1	E																		0	False	F
QGNH01000281.1_16	QGNH01000281.1	QGNH01000281.1	16	13568	13741	-1	E																		0	False	F
QGNH01000281.1_17	QGNH01000281.1	QGNH01000281.1	17	13945	14046	-1	E																		0	False	F
QGNH01000281.1_18	QGNH01000281.1	QGNH01000281.1	18	14101	14316	-1	E																		0	False	F
QGNH01000281.1_19	QGNH01000281.1	QGNH01000281.1	19	14384	14923	-1	E																		0	False	F
