locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_048672.1_1												Hypothetical
NC_048672.1_2												Hypothetical
NC_048672.1_3												Hypothetical
NC_048672.1_4						VOG00244	VOG:VOG00244	128	4.8e-22	70.3		sp|P07693|ADOM_BPT3 S-Adenosylmethionine lyase
NC_048672.1_5					phrog_3842	VOG08042	VOG:VOG08042	197	2.4e-75	244.5		REFSEQ hypothetical protein
NC_048672.1_6						VOG35486	VOG:VOG35486	90	2.2e-65	208.3		REFSEQ hypothetical protein
NC_048672.1_7					phrog_4973	VOG03543	VOG:VOG03543	71	3.2e-25	80.8		REFSEQ hypothetical protein
NC_048672.1_8						VOG25735	VOG:VOG25735	71	2.4e-49	157.1		REFSEQ hypothetical protein
NC_048672.1_9						VOG25738	VOG:VOG25738	50	2.1e-36	115.6		REFSEQ hypothetical protein
NC_048672.1_10	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	224	1.1e-74	244.3		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
NC_048672.1_11												Hypothetical
NC_048672.1_12												Hypothetical
NC_048672.1_13						VOG25739	VOG:VOG25739	79	4.7e-59	188.1		REFSEQ hypothetical protein
NC_048672.1_14						VOG25740	VOG:VOG25740	63	1.1e-48	154.9		REFSEQ hypothetical protein
NC_048672.1_15						VOG25741	VOG:VOG25741	61	5.2e-51	162.4		REFSEQ hypothetical protein
NC_048672.1_16		K21502	COG0305, COG0358		phrog_239	VOG04360	KEGG:K21502	518	2.6e-179	589.0	2.7.7.- 3.6.4.12	Gp4; DNA primase/helicase
NC_048672.1_17												Hypothetical
NC_048672.1_18		K21238	COG0749		phrog_17	VOG00075	VOG:VOG00075	581	9.4e-116	379.6		sp|O64235|DPOL_BPMD2 DNA polymerase
NC_048672.1_19												Hypothetical
NC_048672.1_20					phrog_27780	VOG03266	VOG:VOG03266	147	1.8e-47	153.2		REFSEQ hypothetical protein
NC_048672.1_21					phrog_1990	VOG00332	PHROG:phrog_1990	288	2.1e-60	196.1		Cas4-domain exonuclease
NC_048672.1_22												Hypothetical
NC_048672.1_23						VOG25742	VOG:VOG25742	62	5.4e-46	146.1		REFSEQ hypothetical protein
NC_048672.1_24			COG1694		phrog_229	VOG00200	VOG:VOG00200	104	2.3e-45	147.0		sp|Q05247|VG37_BPML5 Gene 37 protein
NC_048672.1_25			COG5457		phrog_26566	VOG12905	VOG:VOG12905	60	1.9e-34	109.0		REFSEQ hypothetical protein
NC_048672.1_26	K00527	K00527	COG0209		phrog_367	VOG00122	PHROG:phrog_367	673	1.3e-176	580.2		ribonucleotide reductase
NC_048672.1_27		K24136			phrog_22	VOG00033	PHROG:phrog_22	79	2.3e-14	45.2		thioredoxin domain
NC_048672.1_28						VOG12907	VOG:VOG12907	150	1.8e-102	331.0		REFSEQ hypothetical protein
NC_048672.1_29		K06217	COG1702		phrog_170	VOG02569	VOG:VOG02569	236	1.3e-88	289.6		sp|P46343|PHOL_BACSU PhoH-like protein
NC_048672.1_30						VOG25743	VOG:VOG25743	63	2.6e-46	147.6		REFSEQ hypothetical protein
NC_048672.1_31												Hypothetical
NC_048672.1_32												Hypothetical
NC_048672.1_33						VOG35485	VOG:VOG35485	258	6.2e-173	564.5		REFSEQ gp23
NC_048672.1_34			COG4678	GH104	phrog_14527	VOG35487	VOG:VOG35487	227	5.1e-160	521.8		REFSEQ endolysin, lysozmye-like domain
NC_048672.1_35												Hypothetical
NC_048672.1_36												Hypothetical
NC_048672.1_37					phrog_8168	VOG12911	VOG:VOG12911	166	3.1e-89	288.4		REFSEQ gp26.1
NC_048672.1_38	K09994	K09994	COG0454		phrog_1249	VOG00089	PHROG:phrog_1249	153	1.1e-38	124.3		acetyltransferase
NC_048672.1_39					phrog_8094	VOG06193	VOG:VOG06193	708	1.6e-283	933.6		REFSEQ tail appendage
NC_048672.1_40						VOG06696	VOG:VOG06696	106	1.1e-44	143.5		REFSEQ hypothetical protein
NC_048672.1_41					phrog_7592	VOG12369	VOG:VOG12369	250	5.9e-108	351.8		REFSEQ tail protein
NC_048672.1_42												Hypothetical
NC_048672.1_43					phrog_267	VOG00529	VOG:VOG00529	314	2.1e-45	147.0		sp|P19727|CAPSB_BPT7 Minor capsid protein
NC_048672.1_44					phrog_7931	VOG12370	VOG:VOG12370	256	4e-87	283.7		REFSEQ hypothetical protein
NC_048672.1_45					phrog_8956	VOG12371	VOG:VOG12371	81	2e-37	118.9		REFSEQ hypothetical protein
NC_048672.1_46					phrog_332	VOG00516	PHROG:phrog_332	598	1.8e-111	364.6		head-tail adaptor
NC_048672.1_47			COG5410		phrog_38	VOG00331	VOG:VOG00331	515	4.2e-95	311.4		sp|P10310|TERL_BPT3 Terminase, large subunit
NC_048672.1_48					phrog_2295	VOG06687	VOG:VOG06687	197	4.9e-65	208.6		REFSEQ hypothetical protein
NC_048672.1_49												Hypothetical
NC_048672.1_50					phrog_4912	VOG00499	VOG:VOG00499	133	8.9e-45	144.5		REFSEQ tail fiber assembly protein
NC_048672.1_51		K20269	COG4675		phrog_1858	VOG06635	PHROG:phrog_1858	190	3.3e-59	192.5		tail fiber protein
NC_048672.1_52					phrog_8746	VOG00745	VOG:VOG00745	126	1.5e-21	68.7		REFSEQ tail fiber protein
NC_048672.1_53					phrog_29482, phrog_38058, phrog_745, phrog_17587	VOG35488, VOG36776	VOG:VOG35488	600	1.3e-158	288.3		REFSEQ tail fiber protein
NC_048672.1_54					phrog_8035	VOG12372	VOG:VOG12372	164	4.5e-63	203.7		REFSEQ hypothetical protein
