	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_049364_1	NC_049364	NC_049364	1	260	784	1	D			YP_009875087.1	YP_009875087.1 terminase small subunit [Lactococcus phage 936 group phage Phi91127]	False	0.946	348	3.9110000000000003e-109								Putative bacteriophage terminase small subunit [PF07141.14]	VOG14470	sp|D3WAC0|TERS_BPLP2 Terminase small subunit; Xr	Xr	0	False	VF
NC_049364_2	NC_049364	NC_049364	2	781	1596	1	C	K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	YP_009875088.1	YP_009875088.1 DNA methylase [Lactococcus phage 936 group phage Phi91127]	True	0.996	572	6.209999999999999e-185								DNA methylase [PF01555.21]	VOG06731	sp|P14751|MTR1_CERSP Type II methyltransferase M.RsrI; XhXp	Xp;Xh	0	False	F
NC_049364_3	NC_049364	NC_049364	3	1606	2028	1	D			YP_009874810.1	YP_009874810.1 DNA methyltransferase [Lactococcus phage 936 group phage PhiL.18]	False	1.0	308	3.895e-96								DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]				0	False	F
NC_049364_4	NC_049364	NC_049364	4	2040	3662	1	D			YP_009875090.1	YP_009875090.1 terminase large subunit [Lactococcus phage 936 group phage Phi91127]	True	0.971	1106	0.0								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
NC_049364_5	NC_049364	NC_049364	5	3652	3936	1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	YP_009874867.1	YP_009874867.1 HNH endonuclease [Lactococcus phage 936 group phage Phi109]	False	1.0	214	3.46e-64								HNH endonuclease [PF01844.26]	VOG07194	sp|D3WAC2|ENDON_BPLP2 Probable HNH endonuclease; Xu	Xu	1	False	F
NC_049364_6	NC_049364	NC_049364	6	3967	5085	1	D			YP_009875208.1	YP_009875208.1 portal protein [Lactococcus phage 936 group phage Phi155]	True	0.952	746	3.099e-243								Phage portal protein [PF04860.15]	VOG30794	sp|D3WAC3|PORTL_BPLP2 Probable portal protein; XpXrXs	Xr;Xp;Xs	0	False	VF
NC_049364_7	NC_049364	NC_049364	7	5066	5602	1	C	K06904	uncharacterized protein	YP_009874869.1	YP_009874869.1 HK97 family prohead protease [Lactococcus phage 936 group phage Phi109]	True	0.94	353	7.827e-111	MER0079954	S78	MER0079954 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 6-142}~source ABB77626~	False	278.0	1.5630000000000002e-84	0.957	Caudovirus prohead serine protease [PF04586.20]	VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xh;Xs	0	False	VP
NC_049364_8	NC_049364	NC_049364	8	5595	6776	1	E			YP_009875094.1	YP_009875094.1 minor head protein [Lactococcus phage 936 group phage Phi91127]	True	0.907	746	1.128e-242									VOG02260	sp|D3WAC5|CAPSD_BPLP2 Capsid protein; Xs	Xs	0	False	V
NC_049364_9	NC_049364	NC_049364	9	6797	7060	1	E			YP_009875095.1	YP_009875095.1 head-tail connector protein [Lactococcus phage 936 group phage Phi91127]	False	0.963	179	4.081e-52									VOG14468	REFSEQ head-tail connector protein; Xu	Xu	0	False	
NC_049364_10	NC_049364	NC_049364	10	7060	7374	1	E			YP_009875096.1	YP_009875096.1 virion structural protein [Lactococcus phage 936 group phage Phi91127]	False	0.959	212	2.005e-63									VOG14472	sp|D3WAC7|HCP1_BPLP2 Probable head completion protein 1; XpXrXs	Xr;Xp;Xs	0	False	V
NC_049364_11	NC_049364	NC_049364	11	7364	7702	1	E			YP_009874874.1	YP_009874874.1 virion structural protein [Lactococcus phage 936 group phage Phi109]	False	1.0	244	2.268e-74									VOG14469	sp|D3WAC8|HCP2_BPLP2 Probable head completion protein 2; XpXrXs	Xr;Xp;Xs	0	False	V
NC_049364_12	NC_049364	NC_049364	12	7699	8058	1	E			YP_009874500.1	YP_009874500.1 virion structural protein [Lactococcus phage phi145]	False	0.96	243	1.129e-73									VOG14471	sp|D3WAC9|TTTP_BPLP2 Probable tail terminator protein; Xs	Xs	0	False	V
NC_049364_13	NC_049364	NC_049364	13	8071	8976	1	D			YP_009875100.1	YP_009875100.1 major tail protein [Lactococcus phage 936 group phage Phi91127]	True	0.972	618	2.454e-200								Phage tail tube protein [PF06488.14]; Phage tail tube protein C-terminal domain [PF20608.1]	VOG27343	REFSEQ major tail protein; Xu	Xu	0	False	
NC_049364_14	NC_049364	NC_049364	14	8939	9601	1	E			YP_009880363.1	YP_009880363.1 major tail protein [Lactococcus phage MP1]	True	0.998	466	2.775e-149									VOG00708	sp|O21879|TUBE_BPLSK Tail tube protein; XpXrXs	Xr;Xp;Xs	0	False	V
NC_049364_15	NC_049364	NC_049364	15	9621	9896	1	E			YP_009875217.1	YP_009875217.1 virion structural protein [Lactococcus phage 936 group phage Phi155]	False	0.936	181	7.453999999999999e-53									VOG14475	sp|D3WAD0|GP12_BPLP2 Chaperone protein gp12; XhXs	Xh;Xs	0	False	V
NC_049364_16	NC_049364	NC_049364	16	9916	10428	1	E			YP_009874823.1	YP_009874823.1 virion structural protein [Lactococcus phage 936 group phage PhiL.18]	False	0.916	328	3.154e-102									VOG14473	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_049364_17	NC_049364	NC_049364	17	10428	13427	1	D			YP_009875103.1	YP_009875103.1 tape measure protein [Lactococcus phage 936 group phage Phi91127]	True	0.901	1878	0.0								Tape measure protein [PF20155.2]	VOG03153	sp|D3WAD2|TMP_BPLP2 Probable tape measure protein; Xs	Xs	0	False	V
