locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_023745_1					phrog_226	VOG00726	PHROG:phrog_226	144	5.1e-60	194.0		minor tail protein
NC_023745_2												Hypothetical
NC_023745_3												Hypothetical
NC_023745_4					phrog_356	VOG08021	PHROG:phrog_356	222	3.1e-79	257.7		minor tail protein
NC_023745_5												Hypothetical
NC_023745_6												Hypothetical
NC_023745_7		K03791	COG3179	GH19	phrog_317	VOG31896, VOG03532, VOG31896	PHROG:phrog_317	494	2.3e-199	655.5		endolysin
NC_023745_8					phrog_526	VOG03716	PHROG:phrog_526	151	6.6e-64	206.7		holin
NC_023745_9					phrog_102	VOG00985	PHROG:phrog_102	327	2.6e-114	374.6		endolysin
NC_023745_10			COG4626		phrog_9	VOG00185	VOG:VOG00185	566	2.1e-213	544.3		sp|O64206|VG13_BPMD2 Gene 13 protein
NC_023745_11					phrog_104	VOG00109	PHROG:phrog_104	484	1.3e-188	620.0		portal protein
NC_023745_12					phrog_193	VOG00912	PHROG:phrog_193	287	2.4e-110	361.8		head maturation protease
NC_023745_13					phrog_233	VOG08006	PHROG:phrog_233	171	5.8e-63	204.7		head scaffolding protein
NC_023745_14			COG4653		phrog_10	VOG00134	VOG:VOG00134	311	2.2e-76	250.3		sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17
NC_023745_15					phrog_748	VOG08028	PHROG:phrog_748	71	3.7e-28	90.1		head-tail connector protein
NC_023745_16					phrog_21193	VOG17162	PHROG:phrog_21193	105	1.4e-72	233.1		head-tail connector protein
NC_023745_17					phrog_137	VOG00419	PHROG:phrog_137	119	2.5e-49	159.6		head-tail adaptor Ad1
NC_023745_18					phrog_830	VOG08023	PHROG:phrog_830	56	1.7e-33	106.6		head-tail connector protein
NC_023745_19					phrog_320	VOG00901	PHROG:phrog_320	121	9.5e-61	195.4		head closure Hc1
NC_023745_20					phrog_321	VOG00560	PHROG:phrog_321	131	1.5e-52	169.2		tail completion or Neck1 protein
NC_023745_21					phrog_123	VOG00096	PHROG:phrog_123	146	9.3e-49	157.6		tail terminator
NC_023745_22					phrog_117	VOG00135	PHROG:phrog_117	197	1.7e-69	226.2		major tail protein
NC_023745_23					phrog_330	VOG00515	PHROG:phrog_330	124	1.8e-51	166.0		tail assembly chaperone
NC_023745_24					phrog_393	VOG00515	PHROG:phrog_393	144	1.1e-51	168.2		tail assembly chaperone
NC_023745_25			COG5412		phrog_305		PHROG:phrog_305	820	5.6e-257	847.5		tail length tape measure protein
NC_023745_26					phrog_106	VOG08022, VOG08022	PHROG:phrog_106	447	6.1e-121	395.4		minor tail protein
NC_023745_27					phrog_110	VOG02068	PHROG:phrog_110	594	5.5e-246	809.3		minor tail protein
NC_023745_28					phrog_352	VOG01373	PHROG:phrog_352	149	5e-78	252.2		minor tail protein
