	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_028662_1	NC_028662	NC_028662	1	815	1285	1	E			YP_009187996.1	YP_009187996.1 minor tail protein [Mycobacterium phage Phlei]	False	0.96	317.0	8.115e-99						VOG00726	sp|O64201|VG05_BPMD2 Gene 5 protein; Xu	Xu	0	False	F
NC_028662_2	NC_028662	NC_028662	2	1361	2719	1	E			YP_009187997.1	YP_009187997.1 minor tail protein [Mycobacterium phage Phlei]	True	0.977	932.0	3.394e-306						VOG09497	sp|O64202|VG06_BPMD2 Minor tail protein Gp6; Xu	Xu	0	False	F
NC_028662_3	NC_028662	NC_028662	3	2716	5016	1	D			YP_009187998.1	YP_009187998.1 tail protein [Mycobacterium phage Phlei]	True	0.948	1527.0	0.0	GDSL-like Lipase/Acylhydrolase family [PF13472.9]					VOG29097	REFSEQ peptidase; Xu	Xu	0	False	F
NC_028662_4	NC_028662	NC_028662	4	5021	5680	1	E			YP_009187999.1	YP_009187999.1 minor tail protein [Mycobacterium phage Phlei]	True	0.93	429.0	2.719e-136									0	False	
NC_028662_5	NC_028662	NC_028662	5	6046	7533	1	C	K03791	putative chitinase	YP_009188000.1	YP_009188000.1 endolysin [Mycobacterium phage Phlei]	True	0.997	1045.0	0.0	Chitinase class I [PF00182.22]; Peptidase_C39 like family [PF13529.9]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	VOG34984	REFSEQ endolysin; Xu	Xu	0	False	
NC_028662_6	NC_028662	NC_028662	6	7530	7898	1	D			YP_009188001.1	YP_009188001.1 holin [Mycobacterium phage Phlei]	False	0.907	233.0	1.868e-70	Mycobacterial 2 TMS Phage Holin (M2 Hol) Family [PF16081.8]					VOG03716	sp|O64204|HOLIN_BPMD2 Holin; XhXp	Xp;Xh	0	False	
NC_028662_7	NC_028662	NC_028662	7	7912	9663	1	D			YP_009188002.1	YP_009188002.1 terminase large subunit [Mycobacterium phage Phlei]	True	0.995	1196.0	0.0	Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]					VOG00185	sp|O64206|VG13_BPMD2 Gene 13 protein; Xu	Xu	0	False	
NC_028662_8	NC_028662	NC_028662	8	9660	11111	1	D			YP_009188003.1	YP_009188003.1 portal protein [Mycobacterium phage Phlei]	True	0.958	975.0	2.416e-320	Phage portal protein, SPP1 Gp6-like [PF05133.17]					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xp;Xs;Xr	0	False	V
NC_028662_9	NC_028662	NC_028662	9	11108	12109	1	E			YP_009188004.1	YP_009188004.1 head maturation protease [Mycobacterium phage Phlei]	True	0.946	663.0	2.7419999999999995e-215						VOG00912	sp|O64208|VG15_BPMD2 Gene 15 protein; Xu	Xu	0	False	
NC_028662_10	NC_028662	NC_028662	10	12163	12693	1	E			YP_009188005.1	YP_009188005.1 head scaffolding protein [Mycobacterium phage Phlei]	False	0.899	332.0	1.303e-103						VOG08006	sp|Q05222|SCAF_BPML5 Probable capsid assembly scaffolding protein; Xs	Xs	0	False	V
NC_028662_11	NC_028662	NC_028662	11	12721	13926	1	D			YP_009188006.1	YP_009188006.1 major tail protein [Mycobacterium phage Phlei]	True	0.951	803.0	2.371e-262	Phage capsid family [PF05065.16]; Gene product 44 [PF17510.5]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
NC_028662_12	NC_028662	NC_028662	12	13995	14369	1	D			YP_009188007.1	YP_009188007.1 head-tail adaptor Ad1 [Mycobacterium phage Phlei]	False	0.936	246.0	1.149e-74	Phage protein Gp19/Gp15/Gp42 [PF09355.13]					VOG00419	sp|Q05225|VG19_BPML5 Gene 19 protein; Xu	Xu	0	False	
NC_028662_13	NC_028662	NC_028662	13	14366	14542	1	E			YP_009188008.1	YP_009188008.1 head-tail connector protein [Mycobacterium phage Phlei]	False	1.0	134.0	3.242e-37						VOG08023	REFSEQ head-tail connector protein; Xu	Xu	0	False	
NC_028662_14	NC_028662	NC_028662	14	14539	14907	1	E			YP_009188009.1	YP_009188009.1 head closure Hc1 [Mycobacterium phage Phlei]	False	0.991	258.0	7.996e-79						VOG00901	sp|O64214|VG20_BPMD2 Gene 20 protein; Xu	Xu	0	False	
NC_028662_15	NC_028662	NC_028662	15	14907	15233	1	D			YP_009188010.1	YP_009188010.1 tail completion or Neck1 protein [Mycobacterium phage Phlei]	False	0.973	224.0	2.551e-67	Family of unknown function (DUF5403) [PF17395.5]					VOG00560	sp|Q05227|VG21_BPML5 Gene 21 protein; Xu	Xu	0	False	
NC_028662_16	NC_028662	NC_028662	16	15243	15662	1	E			YP_009188011.1	YP_009188011.1 tail terminator [Mycobacterium phage Phlei]	False	0.965	278.0	9.791e-86						VOG00096	sp|O64216|VG22_BPMD2 Gene 22 protein; Xu	Xu	0	False	
NC_028662_17	NC_028662	NC_028662	17	15680	16519	1	E			YP_009188012.1	YP_009188012.1 major tail protein [Mycobacterium phage Phlei]	True	0.959	565.0	2.639e-182						VOG00135	sp|Q05229|VG23_BPML5 Major tail protein Gp23; Xs	Xs	0	False	V
NC_028662_18	NC_028662	NC_028662	18	16633	17028	1	D			YP_009188014.1	YP_009188014.1 tail assembly chaperone [Mycobacterium phage Phlei]	False	0.942	261.0	7.205e-80	Mycobacteriophage tail assembly protein [PF17388.5]								0	False	
NC_028662_19	NC_028662	NC_028662	19	16980	17438	1	E			YP_009188013.1	YP_009188013.1 tail assembly chaperone [Mycobacterium phage Phlei]	False	0.966	297.0	6.568e-92						VOG00515	sp|O64219|TAP25_BPMD2 Tail assembly protein Gp25; XrXs	Xs;Xr	0	False	V
NC_028662_20	NC_028662	NC_028662	20	17431	20733	1	E			YP_009188015.1	YP_009188015.1 hypothetical protein AU152_gp21 [Mycobacterium phage Phlei]	True	0.928	2137.0	0.0									0	False	
NC_028662_21	NC_028662	NC_028662	21	20737	21756	1	E			YP_009188016.1	YP_009188016.1 hypothetical protein AU152_gp22 [Mycobacterium phage Phlei]	True	1.0	743.0	1.121e-242									0	False	
NC_028662_22	NC_028662	NC_028662	22	21753	23534	1	E			YP_009188017.1	YP_009188017.1 minor tail protein [Mycobacterium phage Phlei]	True	0.992	1244.0	0.0						VOG02068	sp|Q05235|VG28_BPML5 Minor tail protein Gp28; Xu	Xu	0	False	
NC_028662_23	NC_028662	NC_028662	23	23555	24004	1	D			YP_009188018.1	YP_009188018.1 minor tail protein [Mycobacterium phage Phlei]	False	1.0	330.0	1.734e-103	Protein of unknown function (DUF2744) [PF10910.11]					VOG01373	sp|O64223|VG29_BPMD2 Gene 29 protein; Xu	Xu	0	False	
NC_028662_24	NC_028662	NC_028662	24	24055	24303	1	D			YP_009188019.1	YP_009188019.1 minor tail protein [Mycobacterium phage Phlei]	False	0.935	163.0	7.269999999999999e-47	Protein of unknown function (DUF2746) [PF10874.11]					VOG00752	sp|Q05239|VG30_BPML5 Gene 30 protein; Xu	Xu	0	False	
NC_028662_25	NC_028662	NC_028662	25	24300	26288	1	E			YP_009188020.1	YP_009188020.1 minor tail protein [Mycobacterium phage Phlei]	True	0.966	1348.0	0.0						VOG00238	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_028662_26	NC_028662	NC_028662	26	26952	27530	1	D			YP_009188021.1	YP_009188021.1 ParA-like partition protein [Mycobacterium phage Phlei]	True	0.941	381.0	2.847e-120	VirC1 protein [PF07015.14]; ATPase MipZ [PF09140.14]; AAA domain [PF13614.9]; Cellulose biosynthesis protein BcsQ [PF06564.15]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; SRP54-type protein, GTPase domain [PF00448.25]; NUBPL iron-transfer P-loop NTPase [PF10609.12]					VOG01428	sp|P07620|PARA_ECOLX Plasmid partition protein A; Xh	Xh	0	False	
NC_028662_27	NC_028662	NC_028662	27	27523	27795	1	E			YP_009188022.1	YP_009188022.1 Arc-like repressor [Mycobacterium phage Phlei]	False	0.91	164.0	5.729e-47						VOG00961	REFSEQ Arc-like repressor; Xu	Xu	0	False	
NC_028662_28	NC_028662	NC_028662	28	27863	28027	1	E			YP_009188023.1	YP_009188023.1 hypothetical protein AU152_gp29 [Mycobacterium phage Phlei]	False	0.957	111.0	2.543e-29						VOG10138	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028662_29	NC_028662	NC_028662	29	28083	28640	1	E																	0	False	
NC_028662_30	NC_028662	NC_028662	30	28456	28863	-1	E			YP_009188025.1	YP_009188025.1 hypothetical protein AU152_gp31 [Mycobacterium phage Phlei]	False	0.964	276.0	5.369000000000001e-85						VOG04516	sp|O64230|VG39_BPMD2 Gene 39 protein; Xu	Xu	0	False	
NC_028662_31	NC_028662	NC_028662	31	28856	29119	-1	E			YP_009188026.1	YP_009188026.1 hypothetical protein AU152_gp32 [Mycobacterium phage Phlei]	False	0.959	178.0	7.682e-52						VOG06210	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028662_32	NC_028662	NC_028662	32	29120	30919	-1	D			YP_009188027.1	YP_009188027.1 hypothetical protein AU152_gp33 [Mycobacterium phage Phlei]	True	0.963	1215.0	0.0	DNA polymerase family A [PF00476.23]; 3'-5' exonuclease [PF01612.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xr;Xh	0	False	V
NC_028662_33	NC_028662	NC_028662	33	30927	31115	-1	E			YP_009188028.1	YP_009188028.1 hypothetical protein AU152_gp34 [Mycobacterium phage Phlei]	False	0.882	116.0	6.209e-31						VOG29099	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028662_34	NC_028662	NC_028662	34	31108	31308	-1	E			YP_009188029.1	YP_009188029.1 hypothetical protein AU152_gp35 [Mycobacterium phage Phlei]	False	0.924	130.0	1.158e-35						VOG29098	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028662_35	NC_028662	NC_028662	35	31308	31613	-1	E			YP_009188030.1	YP_009188030.1 HTH DNA binding protein [Mycobacterium phage Phlei]	False	0.975	210.0	1.153e-62									0	False	
NC_028662_36	NC_028662	NC_028662	36	31606	31812	-1	E			YP_009188031.1	YP_009188031.1 hypothetical protein AU152_gp37 [Mycobacterium phage Phlei]	False	0.979	143.0	5.079e-40						VOG05798	sp|Q05258|VG47_BPML5 Gene 47 protein; Xu	Xu	0	False	
NC_028662_37	NC_028662	NC_028662	37	31824	32546	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	YP_009188032.1	YP_009188032.1 thymidylate synthase [Mycobacterium phage Phlei]	True	0.982	499.0	3.077e-160	Thymidylate synthase complementing protein [PF02511.18]					VOG03899	sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase; XhXr	Xr;Xh	0	False	V
NC_028662_38	NC_028662	NC_028662	38	32638	33153	-1	E			YP_009188033.1	YP_009188033.1 ribonucleoside reductase class II [Mycobacterium phage Phlei]	True	0.979	355.0	1.157e-111						VOG08029	sp|O64239|VG49_BPMD2 Gene 49 protein; Xu	Xu	0	False	
NC_028662_39	NC_028662	NC_028662	39	33165	35204	-1	D			YP_009188034.1	YP_009188034.1 ribonucleotide reductase [Mycobacterium phage Phlei]	True	0.984	1412.0	0.0	Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase alpha domain [PF17975.4]					VOG00122	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; Xh	Xh	0	False	MKE
NC_028662_40	NC_028662	NC_028662	40	35197	35373	-1	E			YP_009188035.1	YP_009188035.1 hypothetical protein AU152_gp41 [Mycobacterium phage Phlei]	False	0.939	117.0	3.687e-31						VOG01872	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028662_41	NC_028662	NC_028662	41	35708	36400	-1	E			YP_009188038.1	YP_009188038.1 sigma-K factor [Mycobacterium phage Phlei]	True	0.947	459.0	1.301e-146						VOG02684	sp|O64242|VG52_BPMD2 Gene 52 protein; Xu	Xu	0	False	
NC_028662_42	NC_028662	NC_028662	42	36404	37174	-1	D			YP_009188039.1	YP_009188039.1 metallo-phosphoesterase [Mycobacterium phage Phlei]	True	1.0	544.0	2.204e-175	Calcineurin-like phosphoesterase superfamily domain [PF12850.10]; Calcineurin-like phosphoesterase [PF00149.31]					VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	
NC_028662_43	NC_028662	NC_028662	43	37167	37634	-1	D			YP_009188040.1	YP_009188040.1 nucleotide kinase [Mycobacterium phage Phlei]	False	1.0	346.0	1.0440000000000001e-108	Protein of unknwon function (DUF3310) [PF11753.11]					VOG01047	REFSEQ nucleotide kinase; Xu	Xu	0	False	
NC_028662_44	NC_028662	NC_028662	44	37635	37907	-1	D			YP_009188041.1	YP_009188041.1 thioredoxin domain [Mycobacterium phage Phlei]	False	0.971	186.0	8.473e-55	Glutaredoxin [PF00462.27]; Glutaredoxin-like domain (DUF836) [PF05768.17]; Glutathione S-transferase, N-terminal domain [PF13417.9]								0	False	MK
NC_028662_45	NC_028662	NC_028662	45	37907	38140	-1	E			YP_009188042.1	YP_009188042.1 hypothetical protein AU152_gp48 [Mycobacterium phage Phlei]	False	0.979	161.0	2.757e-46									0	False	
NC_028662_46	NC_028662	NC_028662	46	38140	38775	-1	D			YP_009188043.1	YP_009188043.1 DNA primase [Mycobacterium phage Phlei]	True	0.979	438.0	1.317e-139	Toprim-like [PF13155.9]								0	False	
NC_028662_47	NC_028662	NC_028662	47	38992	39123	-1	E			YP_009188045.1	YP_009188045.1 hypothetical protein AU152_gp51 [Mycobacterium phage Phlei]	False	0.985	92.0	8.101e-23									0	False	
NC_028662_48	NC_028662	NC_028662	48	39783	40127	-1	D			YP_009188047.1	YP_009188047.1 MazG-like pyrophosphatase [Mycobacterium phage Phlei]	False	0.933	225.0	9.652e-68	MazG nucleotide pyrophosphohydrolase domain [PF03819.20]								0	False	
NC_028662_49	NC_028662	NC_028662	49	40127	40345	-1	D			YP_009188048.1	YP_009188048.1 hypothetical protein AU152_gp54 [Mycobacterium phage Phlei]	False	0.9	138.0	3.812e-38	Gene product 63 [PF17471.5]					VOG08032	sp|O64255|VG63_BPMD2 Gene 63 protein; Xu	Xu	0	False	
NC_028662_50	NC_028662	NC_028662	50	40410	41195	-1	D			YP_009188049.1	YP_009188049.1 DnaB-like replicative helicase [Mycobacterium phage Phlei]	True	0.964	507.0	1.103e-162	DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]; KaiC [PF06745.16]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
NC_028662_51	NC_028662	NC_028662	51	41140	41280	-1	E			YP_009188050.1	YP_009188050.1 hypothetical protein AU152_gp56 [Mycobacterium phage Phlei]	False	0.953	94.0	1.028e-23									0	False	
NC_028662_52	NC_028662	NC_028662	52	41308	41448	-1	E			YP_009188051.1	YP_009188051.1 hypothetical protein AU152_gp57 [Mycobacterium phage Phlei]	False	0.967	96.0	2.888e-24									0	False	
NC_028662_53	NC_028662	NC_028662	53	41450	41683	-1	D			YP_009188052.1	YP_009188052.1 hypothetical protein AU152_gp58 [Mycobacterium phage Phlei]	False	0.974	160.0	5.192e-46	Gp68-like predicted RNA polymerase component [PF17469.5]					VOG08035	sp|Q05282|VG68_BPML5 Gene 68 protein; Xu	Xu	0	False	
