	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000741.1_1	QGNH01000741.1	QGNH01000741.1	1	1	444	1	E	NP_958685.1	NP_958685.1 hypothetical protein bbp16 [Bordetella phage BPP-1]	False	0.289	62.0	2e-10									VOG03478	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000741.1_2	QGNH01000741.1	QGNH01000741.1	2	498	668	1	E																		0	False	F
QGNH01000741.1_3	QGNH01000741.1	QGNH01000741.1	3	735	1427	1	E	NP_958683.1	NP_958683.1 tail protein [Bordetella phage BPP-1]	False	0.416	169.0	3.1170000000000003e-46												0	False	F
QGNH01000741.1_4	QGNH01000741.1	QGNH01000741.1	4	1431	4469	1	E	NP_958682.1	NP_958682.1 tail protein [Bordetella phage BPP-1]	True	0.38	646.0	1.18e-197									VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xr;Xs;Xp	0	False	VF
QGNH01000741.1_5	QGNH01000741.1	QGNH01000741.1	5	4472	5185	1	E																		0	False	F
QGNH01000741.1_6	QGNH01000741.1	QGNH01000741.1	6	5188	7353	1	D							MER0215103	M23B	MER0215103 - subfamily M23B unassigned peptidases (Starkeya novella) [M23.UPB]#M23B#{peptidase unit: 204-388}~source YP_003693800~	False	65.0	4.22e-09	0.318	Peptidase family M23 [PF01551.25]				0	False	P
QGNH01000741.1_7	QGNH01000741.1	QGNH01000741.1	7	7354	14601	1	D	YP_007237191.1	YP_007237191.1 hypothetical protein G169_gp16 [Pseudomonas phage AF]	True	0.298	554.0	4.843e-157								Large polyvalent protein associated domain 22 [PF18834.4]	VOG03676	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000741.1_8	QGNH01000741.1	QGNH01000741.1	8	14598	14780	-1	E																		0	False	
QGNH01000741.1_9	QGNH01000741.1	QGNH01000741.1	9	15032	15679	1	E	NP_958678.1	NP_958678.1 tail protein [Bordetella phage BPP-1]	False	0.495	143.0	1.694e-37												0	False	
QGNH01000741.1_10	QGNH01000741.1	QGNH01000741.1	10	15692	17947	1	D														Concanavalin A-like lectin/glucanases superfamily [PF13385.9]				0	False	MK
QGNH01000741.1_11	QGNH01000741.1	QGNH01000741.1	11	17934	18344	1	E																		0	False	
QGNH01000741.1_12	QGNH01000741.1	QGNH01000741.1	12	18354	18779	1	E																		0	False	
QGNH01000741.1_13	QGNH01000741.1	QGNH01000741.1	13	18826	19107	1	E																		0	False	
QGNH01000741.1_14	QGNH01000741.1	QGNH01000741.1	14	19104	19586	1	D	YP_009289164.1	YP_009289164.1 glycoside hydrolase family protein [Shigella phage SHSML-52-1]	False	0.311	68.0	2.812e-12								Phage lysozyme [PF00959.22]				0	False	
QGNH01000741.1_15	QGNH01000741.1	QGNH01000741.1	15	19583	19774	1	E																		0	False	F
QGNH01000741.1_16	QGNH01000741.1	QGNH01000741.1	16	19794	19982	1	E																		0	False	F
QGNH01000741.1_17	QGNH01000741.1	QGNH01000741.1	17	20054	20467	1	E																		0	False	F
QGNH01000741.1_18	QGNH01000741.1	QGNH01000741.1	18	20534	21208	1	E																		0	False	F
QGNH01000741.1_19	QGNH01000741.1	QGNH01000741.1	19	21240	21509	-1	D														Protein of unknown function (DUF2829) [PF11195.11]				0	False	F
QGNH01000741.1_20	QGNH01000741.1	QGNH01000741.1	20	21603	22058	1	E																		0	False	F
QGNH01000741.1_21	QGNH01000741.1	QGNH01000741.1	21	22055	22357	1	E																		0	False	F
QGNH01000741.1_22	QGNH01000741.1	QGNH01000741.1	22	22357	22533	1	E																		0	False	F
QGNH01000741.1_23	QGNH01000741.1	QGNH01000741.1	23	22530	22847	1	D														SprT-like family [PF10263.12]				0	False	F
QGNH01000741.1_24	QGNH01000741.1	QGNH01000741.1	24	22932	23837	-1	D	YP_009595182.1	YP_009595182.1 integrase [Bacillus phage Mgbh1]	False	0.248	72.0	2.616e-12								Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	VF
QGNH01000741.1_25	QGNH01000741.1	QGNH01000741.1	25	23966	24589	1	E																		0	False	F
