	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001123.1_1	QGNH01001123.1	QGNH01001123.1	1	50	802	-1	E	YP_009619909.1	YP_009619909.1 major tail protein with Ig-like domain [Stenotrophomonas phage vB_SmaS_DLP_5]	False	0.411	181.0	7.561e-50									VOG01562	REFSEQ major tail protein with Ig-like domain; Xu	Xu	0	False	F
QGNH01001123.1_2	QGNH01001123.1	QGNH01001123.1	2	799	1026	-1	E																		0	False	F
QGNH01001123.1_3	QGNH01001123.1	QGNH01001123.1	3	1032	1481	-1	E															VOG36709	REFSEQ tail terminator; Xu	Xu	0	False	F
QGNH01001123.1_4	QGNH01001123.1	QGNH01001123.1	4	1482	1787	-1	E																		0	False	F
QGNH01001123.1_5	QGNH01001123.1	QGNH01001123.1	5	1787	2791	-1	D	YP_007112483.1	YP_007112483.1 major head protein [Vibrio phage vB_VpaM_MAR]	False	0.54	343.0	2.9490000000000004e-104								Phage major capsid protein E [PF03864.18]	VOG01069	sp|D6RRG1|CAPSD_BPKPP Major capsid protein; XhXs	Xh;Xs	0	False	VF
QGNH01001123.1_6	QGNH01001123.1	QGNH01001123.1	6	2833	3213	-1	D														Bacteriophage lambda head decoration protein D [PF02924.17]	VOG01521	sp|O64321|DECO7_BPN15 Putative decoration protein; XhXs	Xh;Xs	0	False	VF
QGNH01001123.1_7	QGNH01001123.1	QGNH01001123.1	7	3266	4786	-1	D	NP_536361.1	NP_536361.1 head maturation protease [Burkholderia phage phiE125]	False	0.423	181.0	9.805e-47	MER1353903	S49B	MER1353903 - subfamily S49B unassigned peptidases (Methylomonas sp.) [S49.UPB]#S49B#{peptidase unit: 90-266}~source PPD34040~	False	240.0	4.872e-66	0.701	Peptidase family S49 [PF01343.21]	VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xh;Xs	0	False	VPF
QGNH01001123.1_8	QGNH01001123.1	QGNH01001123.1	8	4789	6309	-1	D	YP_007112480.1	YP_007112480.1 portal protein [Vibrio phage vB_VpaM_MAR]	True	0.448	371.0	5.263e-111								Phage portal protein, lambda family [PF05136.16]	VOG01401	sp|P36272|PORTL_BPP21 Portal protein B; XpXrXs	Xp;Xs;Xr	0	False	VF
QGNH01001123.1_9	QGNH01001123.1	QGNH01001123.1	9	6309	6530	-1	E																		0	False	F
QGNH01001123.1_10	QGNH01001123.1	QGNH01001123.1	10	6532	6924	-1	E																		0	False	F
QGNH01001123.1_11	QGNH01001123.1	QGNH01001123.1	11	6949	7455	-1	E	YP_009810337.1	YP_009810337.1 hypothetical protein HOU03_gp125 [Caulobacter phage CcrSC]	False	0.409	120.0	3.0760000000000003e-30												0	False	F
QGNH01001123.1_12	QGNH01001123.1	QGNH01001123.1	12	7534	9570	-1	D	YP_004421723.1	YP_004421723.1 terminase large subunit [Synechococcus phage S-CBS3]	True	0.398	421.0	1.048e-125								Phage terminase large subunit gpA, ATPase domain [PF05876.15]; Terminase large subunit gpA, endonuclease domain [PF20454.1]	VOG00695	sp|P03708|TERL_LAMBD Terminase, large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01001123.1_13	QGNH01001123.1	QGNH01001123.1	13	9570	10145	-1	E																		0	False	F
QGNH01001123.1_14	QGNH01001123.1	QGNH01001123.1	14	10372	10587	1	E																		0	False	F
