	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000038.1_1	QGNH01000038.1	QGNH01000038.1	1	62	409	1	E											0	False	F
QGNH01000038.1_2	QGNH01000038.1	QGNH01000038.1	2	467	961	1	E											0	False	F
QGNH01000038.1_3	QGNH01000038.1	QGNH01000038.1	3	963	1244	1	E											1	False	F
QGNH01000038.1_4	QGNH01000038.1	QGNH01000038.1	4	1232	1657	1	E											0	False	F
QGNH01000038.1_5	QGNH01000038.1	QGNH01000038.1	5	1953	3947	1	E	YP_009199082.1	YP_009199082.1 putative terminase large subunit [Brevibacillus phage Jenst]	False	0.214	148.0	5.839e-35		VOG01311	REFSEQ terminase; Xu	Xu	0	False	F
QGNH01000038.1_6	QGNH01000038.1	QGNH01000038.1	6	3979	4140	1	E											0	False	F
QGNH01000038.1_7	QGNH01000038.1	QGNH01000038.1	7	4179	4406	1	E											0	False	F
QGNH01000038.1_8	QGNH01000038.1	QGNH01000038.1	8	4716	4820	1	E											0	False	F
QGNH01000038.1_9	QGNH01000038.1	QGNH01000038.1	9	4872	5378	1	E											0	False	F
QGNH01000038.1_10	QGNH01000038.1	QGNH01000038.1	10	5375	5755	1	E											0	False	
QGNH01000038.1_11	QGNH01000038.1	QGNH01000038.1	11	5748	6191	1	E											0	False	
QGNH01000038.1_12	QGNH01000038.1	QGNH01000038.1	12	6195	6449	1	E											0	False	
QGNH01000038.1_13	QGNH01000038.1	QGNH01000038.1	13	6458	6898	1	E											0	False	
QGNH01000038.1_14	QGNH01000038.1	QGNH01000038.1	14	6938	7492	1	E											0	False	
QGNH01000038.1_15	QGNH01000038.1	QGNH01000038.1	15	7591	9414	1	E	YP_009099060.1	YP_009099060.1 portal protein [Bacillus phage CP-51]	False	0.24	131.0	6.0770000000000006e-30		VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xr;Xs;Xp;Xh	0	False	V
QGNH01000038.1_16	QGNH01000038.1	QGNH01000038.1	16	9407	9664	1	E								VOG02533	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000038.1_17	QGNH01000038.1	QGNH01000038.1	17	9668	10459	1	E											0	False	
QGNH01000038.1_18	QGNH01000038.1	QGNH01000038.1	18	10459	11016	1	E											0	False	
QGNH01000038.1_19	QGNH01000038.1	QGNH01000038.1	19	11044	11589	1	E											0	False	
QGNH01000038.1_20	QGNH01000038.1	QGNH01000038.1	20	11638	12279	1	E											0	False	
QGNH01000038.1_21	QGNH01000038.1	QGNH01000038.1	21	12283	13923	1	D							Protein of unknown function (DUF1565) [PF07602.14]				0	False	
QGNH01000038.1_22	QGNH01000038.1	QGNH01000038.1	22	13956	14825	1	D	YP_009860164.1	YP_009860164.1 tail protein [Leptospira phage LE1]	False	0.519	80.0	4.423e-15	Inorganic Pyrophosphatase [PF18823.4]				0	False	
QGNH01000038.1_23	QGNH01000038.1	QGNH01000038.1	23	14840	15085	1	E											0	False	
QGNH01000038.1_24	QGNH01000038.1	QGNH01000038.1	24	15087	20057	1	D	YP_003986690.1	YP_003986690.1 DNA topoisomerase 1b [Acanthamoeba polyphaga mimivirus]	False	0.27	116.0	2.008e-24	Eukaryotic DNA topoisomerase I, catalytic core [PF01028.23]; Inorganic Pyrophosphatase [PF18823.4]; SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]; DEAD/DEAH box helicase [PF00270.32]	VOG00976	sp|P68697|TOP1_VACCC DNA topoisomerase 1B; XhXs	Xs;Xh	0	False	V
QGNH01000038.1_25	QGNH01000038.1	QGNH01000038.1	25	20044	20589	1	D	YP_009046760.1	YP_009046760.1 Dual specificity phosphatases [Armadillidium vulgare iridescent virus]	False	0.371	61.0	9.588e-10	Dual specificity phosphatase, catalytic domain [PF00782.23]				0	False	
QGNH01000038.1_26	QGNH01000038.1	QGNH01000038.1	26	20570	20929	1	E											0	False	
QGNH01000038.1_27	QGNH01000038.1	QGNH01000038.1	27	20996	21382	1	E											0	False	
QGNH01000038.1_28	QGNH01000038.1	QGNH01000038.1	28	21379	22170	1	E											0	False	F
QGNH01000038.1_29	QGNH01000038.1	QGNH01000038.1	29	22167	22406	1	E											0	False	F
QGNH01000038.1_30	QGNH01000038.1	QGNH01000038.1	30	22849	23469	1	E											0	False	F
QGNH01000038.1_31	QGNH01000038.1	QGNH01000038.1	31	23639	23809	1	E											0	False	F
QGNH01000038.1_32	QGNH01000038.1	QGNH01000038.1	32	24021	24470	1	E											0	False	F
QGNH01000038.1_33	QGNH01000038.1	QGNH01000038.1	33	24473	25177	1	E											0	False	F
QGNH01000038.1_34	QGNH01000038.1	QGNH01000038.1	34	25272	27107	1	E											0	False	F
