locus_tag	ftype	length_bp	gene	EC_number	COG	product
PJHJEHEH_00001	CDS	345				hypothetical protein
PJHJEHEH_00002	CDS	306				hypothetical protein
PJHJEHEH_00003	CDS	246				hypothetical protein
PJHJEHEH_00004	CDS	309				hypothetical protein
PJHJEHEH_00005	CDS	264				hypothetical protein
PJHJEHEH_00006	CDS	246				hypothetical protein
PJHJEHEH_00007	CDS	363				hypothetical protein
PJHJEHEH_00008	CDS	117				hypothetical protein
PJHJEHEH_00009	CDS	297				hypothetical protein
PJHJEHEH_00010	CDS	186				hypothetical protein
PJHJEHEH_00011	CDS	255				hypothetical protein
PJHJEHEH_00012	CDS	198				hypothetical protein
PJHJEHEH_00013	CDS	486				hypothetical protein
PJHJEHEH_00014	CDS	180				hypothetical protein
PJHJEHEH_00015	CDS	138				hypothetical protein
PJHJEHEH_00016	CDS	252				hypothetical protein
PJHJEHEH_00017	CDS	243				hypothetical protein
PJHJEHEH_00018	CDS	330				hypothetical protein
PJHJEHEH_00019	CDS	213				hypothetical protein
PJHJEHEH_00020	CDS	306				hypothetical protein
PJHJEHEH_00021	CDS	393				hypothetical protein
PJHJEHEH_00022	CDS	2949				hypothetical protein
PJHJEHEH_00023	CDS	540				hypothetical protein
PJHJEHEH_00024	CDS	387				hypothetical protein
PJHJEHEH_00025	CDS	1140				hypothetical protein
PJHJEHEH_00026	CDS	1266				hypothetical protein
PJHJEHEH_00027	CDS	411				hypothetical protein
PJHJEHEH_00028	CDS	138				hypothetical protein
PJHJEHEH_00029	CDS	243				hypothetical protein
PJHJEHEH_00030	CDS	1230				hypothetical protein
PJHJEHEH_00031	CDS	369				hypothetical protein
PJHJEHEH_00032	CDS	597				hypothetical protein
PJHJEHEH_00033	CDS	210				hypothetical protein
PJHJEHEH_00034	CDS	750				hypothetical protein
PJHJEHEH_00035	CDS	447				hypothetical protein
PJHJEHEH_00036	CDS	1218				hypothetical protein
PJHJEHEH_00037	CDS	1551				hypothetical protein
PJHJEHEH_00038	CDS	411				hypothetical protein
PJHJEHEH_00039	CDS	741				hypothetical protein
PJHJEHEH_00040	CDS	195				hypothetical protein
PJHJEHEH_00041	CDS	582				hypothetical protein
PJHJEHEH_00042	CDS	312				hypothetical protein
PJHJEHEH_00043	CDS	1452				hypothetical protein
PJHJEHEH_00044	CDS	690				hypothetical protein
PJHJEHEH_00045	CDS	156				hypothetical protein
PJHJEHEH_00046	CDS	267				hypothetical protein
PJHJEHEH_00047	CDS	258				hypothetical protein
PJHJEHEH_00048	CDS	462				hypothetical protein
PJHJEHEH_00049	CDS	387				hypothetical protein
PJHJEHEH_00050	CDS	426				hypothetical protein
PJHJEHEH_00051	tRNA	75				tRNA-Gln(ttg)
PJHJEHEH_00052	CDS	2190				hypothetical protein
PJHJEHEH_00053	CDS	1338				hypothetical protein
PJHJEHEH_00054	CDS	450				hypothetical protein
PJHJEHEH_00055	CDS	420				hypothetical protein
PJHJEHEH_00056	CDS	447				hypothetical protein
PJHJEHEH_00057	CDS	660				hypothetical protein
PJHJEHEH_00058	CDS	699				hypothetical protein
PJHJEHEH_00059	CDS	216				hypothetical protein
PJHJEHEH_00060	CDS	1164				hypothetical protein
PJHJEHEH_00061	CDS	624				hypothetical protein
PJHJEHEH_00062	CDS	696				hypothetical protein
PJHJEHEH_00063	CDS	165				hypothetical protein
PJHJEHEH_00064	CDS	789				hypothetical protein
PJHJEHEH_00065	CDS	657				hypothetical protein
PJHJEHEH_00066	CDS	444				hypothetical protein
PJHJEHEH_00067	CDS	156				hypothetical protein
PJHJEHEH_00068	CDS	396				hypothetical protein
PJHJEHEH_00069	CDS	870				hypothetical protein
PJHJEHEH_00070	CDS	405				hypothetical protein
PJHJEHEH_00071	CDS	462				hypothetical protein
PJHJEHEH_00072	CDS	1098				hypothetical protein
PJHJEHEH_00073	CDS	246				hypothetical protein
PJHJEHEH_00074	CDS	480				hypothetical protein
PJHJEHEH_00075	CDS	1263				hypothetical protein
PJHJEHEH_00076	CDS	162				hypothetical protein
PJHJEHEH_00077	CDS	309				hypothetical protein
PJHJEHEH_00078	CDS	2727				hypothetical protein
PJHJEHEH_00079	CDS	297				hypothetical protein
PJHJEHEH_00080	CDS	807				hypothetical protein
PJHJEHEH_00081	CDS	312				hypothetical protein
PJHJEHEH_00082	CDS	204				hypothetical protein
PJHJEHEH_00083	CDS	990				hypothetical protein
PJHJEHEH_00084	CDS	186				hypothetical protein
PJHJEHEH_00085	CDS	225				hypothetical protein
PJHJEHEH_00086	CDS	591				hypothetical protein
PJHJEHEH_00087	CDS	450				hypothetical protein
PJHJEHEH_00088	CDS	1152				hypothetical protein
PJHJEHEH_00089	CDS	858				hypothetical protein
PJHJEHEH_00090	CDS	540				hypothetical protein
PJHJEHEH_00091	CDS	1485				hypothetical protein
PJHJEHEH_00092	CDS	1044				hypothetical protein
PJHJEHEH_00093	CDS	912				hypothetical protein
PJHJEHEH_00094	CDS	153				hypothetical protein
PJHJEHEH_00095	CDS	234				hypothetical protein
PJHJEHEH_00096	CDS	663				hypothetical protein
PJHJEHEH_00097	CDS	1449				hypothetical protein
PJHJEHEH_00098	CDS	1869				hypothetical protein
PJHJEHEH_00099	CDS	3141				hypothetical protein
PJHJEHEH_00100	CDS	2022				hypothetical protein
PJHJEHEH_00101	CDS	891				hypothetical protein
PJHJEHEH_00102	CDS	3633				hypothetical protein
PJHJEHEH_00103	CDS	162				hypothetical protein
PJHJEHEH_00104	CDS	1998				hypothetical protein
PJHJEHEH_00105	CDS	1383				hypothetical protein
