	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001797.1_1	QGNH01001797.1	QGNH01001797.1	1	1	408	-1	E											0	False	F
QGNH01001797.1_2	QGNH01001797.1	QGNH01001797.1	2	365	634	-1	E											0	False	F
QGNH01001797.1_3	QGNH01001797.1	QGNH01001797.1	3	771	1853	-1	E											0	False	F
QGNH01001797.1_4	QGNH01001797.1	QGNH01001797.1	4	1890	3860	-1	E											0	False	F
QGNH01001797.1_5	QGNH01001797.1	QGNH01001797.1	5	3860	4198	-1	E											0	False	F
QGNH01001797.1_6	QGNH01001797.1	QGNH01001797.1	6	4200	4385	-1	E											0	False	F
QGNH01001797.1_7	QGNH01001797.1	QGNH01001797.1	7	4397	4630	-1	D							Phage stabilisation protein [PF11134.11]				0	False	F
QGNH01001797.1_8	QGNH01001797.1	QGNH01001797.1	8	4633	7245	-1	D	YP_009222582.1	YP_009222582.1 head closure Hc3 [Rhodoferax phage P26218]	False	0.3	186.0	1.865e-46	Phage stabilisation protein [PF11134.11]; Photosynthesis system II assembly factor YCF48 [PF14870.9]; Sortilin, neurotensin receptor 3, [PF15902.8]	VOG10156	sp|P26749|VG10_BPP22 Packaged DNA stabilization protein gp10; Xh	Xh	0	False	F
QGNH01001797.1_9	QGNH01001797.1	QGNH01001797.1	9	7242	7397	-1	E	YP_010644727.1	YP_010644727.1 structural protein [Klebsiella phage vB_KvM-Eowyn]	False	0.71	61.0	5.339e-12		VOG03957	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001797.1_10	QGNH01001797.1	QGNH01001797.1	10	7575	8579	-1	E	YP_009222583.1	YP_009222583.1 hypothetical protein AXJ08_gp33 [Rhodoferax phage P26218]	False	0.203	72.0	3.828e-12		VOG12454	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001797.1_11	QGNH01001797.1	QGNH01001797.1	11	8680	10011	-1	D	YP_010676997.1	YP_010676997.1 major head protein [Shewanella phage X14]	False	0.263	158.0	1.016e-39	P22 coat protein - gene protein 5 [PF11651.11]				0	False	F
QGNH01001797.1_12	QGNH01001797.1	QGNH01001797.1	12	10049	11065	-1	E								VOG04366	REFSEQ head scaffolding protein; Xu	Xu	0	False	F
