target	query	e-value	score	length	start	end
NZ_CP022667.1_399365_400072_-	K01031	1.4e-113	376.7	235	1	226
NZ_CP022666.1_623905_625455_+	K01026	3.6e-198	657.9	516	2	512
NZ_CP022669.1_156701_158839_+	K01026	7.7e-235	778.7	712	20	535
NZ_CP022665.1_284450_286063_-	K01026	1.4e-197	655.9	537	2	523
NZ_CP022665.1_2149909_2152374_+	K03579	0	1031.2	821	8	820
NZ_CP022670.1_152960_153985_-	K01501	1.6e-87	292.7	341	4	325
NZ_CP022669.1_67988_69010_-	K01501	6.5e-88	294.0	340	5	322
NZ_CP022665.1_1519149_1520195_+	K01501	7.6e-114	379.4	348	5	325
NZ_CP022666.1_230489_232228_-	K18540	9.9e-94	136.8	579	296	548
NZ_CP022666.1_230489_232228_-	K12251	1.2e-98	204.1	579	2	270
NZ_CP022667.1_303239_304228_-	K18540	1.3e-63	213.0	329	3	298
NZ_CP022665.1_2360431_2361354_+	K00651	9.7e-138	458.5	307	1	305
NZ_CP022665.1_1619772_1622282_-	K03724	5.2e-246	818.6	836	7	828
NZ_CP022665.1_3486417_3488165_-	K11927	5.4e-184	611.0	582	22	474
NZ_CP022665.1_4752321_4754276_+	K05592	1.4e-180	600.6	651	5	581
NZ_CP022665.1_3699015_3700895_+	K03654	9.4e-225	747.1	626	25	616
NZ_CP022665.1_4658251_4659873_-	K11927	3.2e-169	562.5	540	27	500
NZ_CP022665.1_4856292_4858397_+	K03655	1.5e-217	723.7	701	21	680
NZ_CP022665.1_2533926_2534864_-	K03417	1.4e-58	196.8	312	9	276
NZ_CP022665.1_1757332_1758102_-	K03417	4.4e-26	90.2	244	4	235
NZ_CP022665.1_1409553_1410842_+	K01637	2.4e-207	388.0	429	13	243
NZ_CP022665.1_145689_146807_-	K00259	1.4e-168	559.6	372	1	370
NZ_CP022665.1_2926515_2927717_+	K00324	2e-133	444.5	400	18	382
NZ_CP022668.1_308685_309728_-	K07118	3.6e-16	58.3	347	11	107
NZ_CP022665.1_1825783_1826895_-	K19064	2.8e-39	132.2	370	47	338
NZ_CP022666.1_910144_911658_-	K18661	2.8e-231	766.9	496	6	494
NZ_CP022666.1_370469_372055_+	K00666	8.7e-163	541.7	528	23	516
NZ_CP022665.1_1697779_1699479_+	K00666	4.5e-145	483.2	566	35	565
NZ_CP022666.1_88591_90120_+	K15670	3.1e-157	523.3	509	4	504
NZ_CP022665.1_2703345_2704976_+	K01895	1.7e-149	498.3	543	16	542
NZ_CP022665.1_2225468_2227378_+	K01908	0	1064.1	636	1	630
NZ_CP022669.1_159199_161169_+	K01895	0	1013.4	656	13	652
NZ_CP022666.1_1032734_1034263_+	K00666	3.3e-87	291.9	509	7	492
NZ_CP022670.1_13439_15388_-	K01895	0	1113.0	649	11	647
NZ_CP022665.1_2229486_2231441_+	K01895	0	1119.7	651	4	647
NZ_CP022666.1_935337_939329_-	K02364	9.5e-230	764.3	1330	18	1167
NZ_CP022665.1_1049959_1053354_-	K05939	0	1354.9	1126	2	1121
NZ_CP022665.1_1399542_1401494_-	K01907	1.1e-291	967.9	650	3	648
NZ_CP022666.1_314351_314731_+	K20715	3.4e-36	123.5	126	30	118
NZ_CP022665.1_2695286_2697034_-	K10914	7e-31	107.1	582	414	577
NZ_CP022665.1_2695286_2697034_-	K03455	3.7e-162	540.0	582	1	407
NZ_CP022667.1_589812_590279_+	K10914	1.1e-36	126.2	155	7	145
NZ_CP022665.1_2505452_2507074_-	K02498	5.4e-140	466.6	540	1	534
NZ_CP022665.1_1235251_1237146_+	K09667	3.8e-38	62.2	631	456	590
NZ_CP022665.1_1235251_1237146_+	K09667	3.8e-38	66.6	631	82	440
NZ_CP022665.1_1968527_1969360_+	K09667	6.6e-20	69.6	277	53	244
NZ_CP022665.1_2555083_2555862_+	K00235	8e-143	475.3	259	24	255
NZ_CP022665.1_3690263_3691507_+	K08151	8.3e-147	488.6	414	8	408
NZ_CP022665.1_823806_825254_+	K08161	1.5e-141	470.8	482	76	479
NZ_CP022665.1_1667486_1669120_+	K03446	5.7e-85	284.0	544	48	532
NZ_CP022665.1_4634053_4635333_-	K07552	5.9e-106	353.6	426	17	405
NZ_CP022665.1_289371_290615_-	K08194	2.8e-81	272.1	414	6	400
NZ_CP022665.1_3283311_3284771_+	K03446	5.2e-176	585.0	486	1	478
NZ_CP022665.1_2352720_2354258_-	K08166	1.3e-86	289.5	512	9	502
NZ_CP022667.1_12854_14053_-	K07552	2e-136	454.3	399	7	392
NZ_CP022665.1_4320761_4322236_+	K08178	1.5e-172	573.3	491	76	481
NZ_CP022665.1_4635371_4636576_-	K07552	3.3e-111	370.9	401	5	392
NZ_CP022665.1_762950_764350_+	K08166	2e-89	298.7	466	8	450
NZ_CP022665.1_4562973_4564376_-	K18326	8.5e-111	369.6	467	2	454
