	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001867.1_1	QGNH01001867.1	QGNH01001867.1	1	1	63	-1	E																				0	False	F
QGNH01001867.1_2	QGNH01001867.1	QGNH01001867.1	2	50	460	-1	D			YP_009797565.1	YP_009797565.1 DUF5664 domain-containing protein [Faecalibacterium phage FP_oengus]	False	0.51	108.0	1.068e-26								dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]				0	False	F
QGNH01001867.1_3	QGNH01001867.1	QGNH01001867.1	3	1014	1370	1	E																				0	False	F
QGNH01001867.1_4	QGNH01001867.1	QGNH01001867.1	4	1363	1821	1	E																				0	False	F
QGNH01001867.1_5	QGNH01001867.1	QGNH01001867.1	5	1902	4049	1	E			YP_009507461.1	YP_009507461.1 ribonucleotide reductase [Heterosigma akashiwo virus 01]	True	0.334	376.0	1.2460000000000001e-109									VOG00122	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; Xh	Xh	0	False	F
QGNH01001867.1_6	QGNH01001867.1	QGNH01001867.1	6	4691	4966	1	E																				0	False	F
QGNH01001867.1_7	QGNH01001867.1	QGNH01001867.1	7	4932	5081	1	E																				0	False	F
QGNH01001867.1_8	QGNH01001867.1	QGNH01001867.1	8	5078	5308	1	E																				0	False	
QGNH01001867.1_9	QGNH01001867.1	QGNH01001867.1	9	5314	5589	1	E																				0	False	
QGNH01001867.1_10	QGNH01001867.1	QGNH01001867.1	10	5629	6168	1	E																				0	False	
QGNH01001867.1_11	QGNH01001867.1	QGNH01001867.1	11	6170	6817	1	E																				0	False	
QGNH01001867.1_12	QGNH01001867.1	QGNH01001867.1	12	6771	7346	1	E																				0	False	
QGNH01001867.1_13	QGNH01001867.1	QGNH01001867.1	13	7339	7500	1	E																				0	False	
QGNH01001867.1_14	QGNH01001867.1	QGNH01001867.1	14	7497	8465	1	D			YP_009015423.1	YP_009015423.1 dehydrogenase [Bacillus phage G]	False	0.397	217.0	3.473e-61								IMP dehydrogenase / GMP reductase domain [PF00478.28]	VOG16297	sp|Q9NJD8|GMPR_ONCVO GMP reductase; Xh	Xh	0	False	
QGNH01001867.1_15	QGNH01001867.1	QGNH01001867.1	15	8462	8653	1	E																				0	False	
QGNH01001867.1_16	QGNH01001867.1	QGNH01001867.1	16	8647	8844	1	E			YP_009207571.1	YP_009207571.1 DNA ligase [Vibrio phage phi 3]	False	0.607	69.0	1.845e-14									VOG18622	REFSEQ DNA ligase; Xu	Xu	0	False	
QGNH01001867.1_17	QGNH01001867.1	QGNH01001867.1	17	8841	9329	1	E			YP_007006065.1	YP_007006065.1 DNA binding protein [Cyanophage S-TIM5]	False	0.346	94.0	2.4460000000000002e-21									VOG07327	REFSEQ DNA binding protein; Xu	Xu	0	False	
QGNH01001867.1_18	QGNH01001867.1	QGNH01001867.1	18	9367	9693	1	E																				0	False	
QGNH01001867.1_19	QGNH01001867.1	QGNH01001867.1	19	9729	10352	1	D																Calcineurin-like phosphoesterase superfamily domain [PF12850.10]				0	False	
QGNH01001867.1_20	QGNH01001867.1	QGNH01001867.1	20	10349	10615	1	E																				0	False	
QGNH01001867.1_21	QGNH01001867.1	QGNH01001867.1	21	10612	11139	1	E			YP_009003313.1	YP_009003313.1 hypothetical protein CC53_gp156 [Rhizobium phage vB_RleS_L338C]	False	0.344	95.0	1.521e-21												0	False	
QGNH01001867.1_22	QGNH01001867.1	QGNH01001867.1	22	11096	11575	1	E																	VOG01065	sp|O10273|PTP2_NPVOP Tyrosine-protein phosphatase 2; Xh	Xh	0	False	
QGNH01001867.1_23	QGNH01001867.1	QGNH01001867.1	23	11665	11865	1	E																				0	False	
QGNH01001867.1_24	QGNH01001867.1	QGNH01001867.1	24	11852	12154	1	E			YP_009812832.1	YP_009812832.1 hypothetical protein HOU26_gp04 [Escherichia phage IMM-002]	False	0.496	99.0	3.208e-24									VOG12424	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001867.1_25	QGNH01001867.1	QGNH01001867.1	25	12186	12410	1	E																				0	False	
QGNH01001867.1_26	QGNH01001867.1	QGNH01001867.1	26	12479	12679	1	E																				0	False	
QGNH01001867.1_27	QGNH01001867.1	QGNH01001867.1	27	12686	12892	1	E																				0	False	
QGNH01001867.1_28	QGNH01001867.1	QGNH01001867.1	28	14453	14746	1	E																				0	False	
QGNH01001867.1_29	QGNH01001867.1	QGNH01001867.1	29	15640	15774	1	E																				0	False	
QGNH01001867.1_30	QGNH01001867.1	QGNH01001867.1	30	16162	16410	1	E																				0	False	
QGNH01001867.1_31	QGNH01001867.1	QGNH01001867.1	31	16608	16745	1	E																				0	False	
QGNH01001867.1_32	QGNH01001867.1	QGNH01001867.1	32	16786	17088	-1	E																				0	False	
QGNH01001867.1_33	QGNH01001867.1	QGNH01001867.1	33	17165	17602	1	E																				0	False	
QGNH01001867.1_34	QGNH01001867.1	QGNH01001867.1	34	17895	17987	1	E																				0	False	
QGNH01001867.1_35	QGNH01001867.1	QGNH01001867.1	35	17984	18283	1	E																				0	False	
QGNH01001867.1_36	QGNH01001867.1	QGNH01001867.1	36	18280	18513	1	E																				0	False	
QGNH01001867.1_37	QGNH01001867.1	QGNH01001867.1	37	18772	19503	1	E																				0	False	
QGNH01001867.1_38	QGNH01001867.1	QGNH01001867.1	38	19552	19893	1	E																				0	False	
QGNH01001867.1_39	QGNH01001867.1	QGNH01001867.1	39	20142	20444	1	E																				0	False	
QGNH01001867.1_40	QGNH01001867.1	QGNH01001867.1	40	20453	20656	1	E																				0	False	
QGNH01001867.1_41	QGNH01001867.1	QGNH01001867.1	41	21107	21379	1	E																				0	False	
QGNH01001867.1_42	QGNH01001867.1	QGNH01001867.1	42	21376	21894	1	E			YP_009809796.1	YP_009809796.1 thymidylate kinase [Caulobacter phage CcrBL9]	False	0.439	130.0	1.391e-33												0	False	
