	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001181.1_1	QGNH01001181.1	QGNH01001181.1	1	3	878	-1	E											0	False	F
QGNH01001181.1_2	QGNH01001181.1	QGNH01001181.1	2	946	1803	-1	E											0	False	F
QGNH01001181.1_3	QGNH01001181.1	QGNH01001181.1	3	1803	3629	-1	D	YP_010671092.1	YP_010671092.1 DNA-directed RNA polymerase beta' subunit protein [Rhizobium phage RHph_TM30]	False	0.191	96.0	6.447e-19	RNA polymerase Rpb1, domain 5 [PF04998.20]				0	False	F
QGNH01001181.1_4	QGNH01001181.1	QGNH01001181.1	4	3901	4545	1	E	YP_009618538.1	YP_009618538.1 phosphoesterase [Vibrio phage JSF10]	False	0.409	125.0	3.957e-31					0	False	F
QGNH01001181.1_5	QGNH01001181.1	QGNH01001181.1	5	4484	4891	-1	E											0	False	F
QGNH01001181.1_6	QGNH01001181.1	QGNH01001181.1	6	4906	6420	1	E											0	False	F
QGNH01001181.1_7	QGNH01001181.1	QGNH01001181.1	7	6502	8697	1	D	YP_004894706.1	YP_004894706.1 putative ATP-dependent RNA helicase [Megavirus chiliensis]	False	0.259	163.0	1.888e-39	SNF2-related domain [PF00176.26]; DNA polymerase Ligase (LigD) [PF13298.9]; Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]; DEAD/DEAH box helicase [PF00270.32]	VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	F
QGNH01001181.1_8	QGNH01001181.1	QGNH01001181.1	8	8698	9309	1	E	YP_010078639.1	YP_010078639.1 hypothetical protein KMC50_gp49 [Ralstonia phage Claudette]	False	0.241	65.0	5.623e-11		VOG02202	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	F
QGNH01001181.1_9	QGNH01001181.1	QGNH01001181.1	9	9449	9718	1	E											0	False	F
QGNH01001181.1_10	QGNH01001181.1	QGNH01001181.1	10	9754	9954	1	D							Putative transposase DNA-binding domain [PF07282.14]				0	False	F
QGNH01001181.1_11	QGNH01001181.1	QGNH01001181.1	11	10085	10627	1	D	YP_006988422.1	YP_006988422.1 hypothetical protein CcrColossus_gp188 [Caulobacter phage CcrColossus]	False	0.573	168.0	2.007e-46	Nucleoside 2-deoxyribosyltransferase like [PF15891.8]	VOG13503	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001181.1_12	QGNH01001181.1	QGNH01001181.1	12	10627	11520	1	E	YP_009223812.1	YP_009223812.1 ATP-dependent DNA ligase [Geobacillus virus E3]	False	0.301	64.0	4.777e-10		VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xr;Xh	0	False	VF
QGNH01001181.1_13	QGNH01001181.1	QGNH01001181.1	13	11727	13241	-1	D	YP_001742076.1	YP_001742076.1 homing endonuclease [Salmonella phage Vi II-E1]	False	0.383	273.0	1.051e-77	Protein of unknown function (DUF723) [PF05265.16]	VOG00102	REFSEQ homing endonuclease; Xu	Xu	0	False	F
