	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001286.1_1	QGNH01001286.1	QGNH01001286.1	1	59	463	-1	E																	0	False	F
QGNH01001286.1_2	QGNH01001286.1	QGNH01001286.1	2	509	778	-1	E																	0	False	F
QGNH01001286.1_3	QGNH01001286.1	QGNH01001286.1	3	1006	1608	-1	E																	0	False	F
QGNH01001286.1_4	QGNH01001286.1	QGNH01001286.1	4	1608	2636	-1	D			YP_009885180.1	YP_009885180.1 hypothetical protein HYQ08_gp100 [Arthrobacter phage Mufasa8]	False	0.425	246.0	6.613e-71	Domain of unknown function (DUF932) [PF06067.14]					VOG01079	sp|P52132|YFJQ_ECOLI UPF0380 protein YfjQ; Xu	Xu	0	False	F
QGNH01001286.1_5	QGNH01001286.1	QGNH01001286.1	5	3060	3782	-1	D			YP_010055600.1	YP_010055600.1 hypothetical protein KGG87_gp67 [Streptomyces phage Issmi]	False	0.26	84.0	5.951e-17	Protein of unknown function (DUF2786) [PF10979.11]					VOG00325	sp|Q05292|VG77_BPML5 Gene 77 protein; Xu	Xu	0	False	F
QGNH01001286.1_6	QGNH01001286.1	QGNH01001286.1	6	3976	4647	-1	E																	0	False	F
QGNH01001286.1_7	QGNH01001286.1	QGNH01001286.1	7	4644	5123	-1	E																	0	False	F
QGNH01001286.1_8	QGNH01001286.1	QGNH01001286.1	8	5224	5718	-1	E			YP_010756125.1	YP_010756125.1 capsid maturation protease [Streptomyces phage Ignacio]	False	0.541	73.0	5.586e-14									0	False	
QGNH01001286.1_9	QGNH01001286.1	QGNH01001286.1	9	5723	5848	-1	E																	0	False	
QGNH01001286.1_10	QGNH01001286.1	QGNH01001286.1	10	6067	6774	1	D			YP_010755904.1	YP_010755904.1 PAPS reductase-like domain protein [Gordonia phage VanLee]	False	0.468	195.0	5.275e-55	Phosphoadenosine phosphosulfate reductase family [PF01507.22]								0	False	
QGNH01001286.1_11	QGNH01001286.1	QGNH01001286.1	11	6761	7426	1	E			YP_010755905.1	YP_010755905.1 hypothetical protein QEH49_gp125 [Gordonia phage VanLee]	False	0.284	82.0	1.713e-16									0	False	
QGNH01001286.1_12	QGNH01001286.1	QGNH01001286.1	12	7546	7983	1	D									Phage terminase, small subunit [PF05119.15]					VOG00738	REFSEQ terminase small subunit; Xu	Xu	0	False	
QGNH01001286.1_13	QGNH01001286.1	QGNH01001286.1	13	7985	8569	1	E			YP_009818437.1	YP_009818437.1 helix-turn-helix DNA binding domain protein [Streptomyces phage Hiyaa]	False	0.327	87.0	1.445e-18						VOG13213	REFSEQ helix-turn-helix domain-containing protein; Xu	Xu	0	False	
QGNH01001286.1_14	QGNH01001286.1	QGNH01001286.1	14	8593	9897	1	C	K06909	phage terminase large subunit	YP_009788150.1	YP_009788150.1 terminase large subunit [Streptomyces phage PapayaSalad]	True	0.581	466.0	7.248e-145	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]; Terminase RNaseH-like domain [PF17289.5]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001286.1_15	QGNH01001286.1	QGNH01001286.1	15	10062	10637	1	D			YP_010107532.1	YP_010107532.1 endonuclease VII [Streptomyces phage Bmoc]	False	0.333	67.0	1.241e-11	HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]					VOG00284	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01001286.1_16	QGNH01001286.1	QGNH01001286.1	16	10854	12362	1	D			YP_009788206.1	YP_009788206.1 portal protein [Streptomyces phage Picard]	False	0.435	327.0	4.752e-96	Phage portal protein, SPP1 Gp6-like [PF05133.17]					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xs;Xr;Xp	0	False	V
QGNH01001286.1_17	QGNH01001286.1	QGNH01001286.1	17	12368	12643	1	E																	0	False	
QGNH01001286.1_18	QGNH01001286.1	QGNH01001286.1	18	12647	12904	1	E																	0	False	
QGNH01001286.1_19	QGNH01001286.1	QGNH01001286.1	19	12904	13143	1	E																	0	False	
QGNH01001286.1_20	QGNH01001286.1	QGNH01001286.1	20	13143	13301	1	E																	0	False	
QGNH01001286.1_21	QGNH01001286.1	QGNH01001286.1	21	13337	13576	1	E			YP_009818202.1	YP_009818202.1 transmembrane fragile-X-F protein [Lactobacillus phage Lpa804]	False	0.541	61.0	3.899e-11						VOG00386	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001286.1_22	QGNH01001286.1	QGNH01001286.1	22	13695	14321	1	D			YP_010755828.1	YP_010755828.1 DnaQ-like DNA polymerase III subunit [Gordonia phage VanLee]	False	0.495	164.0	7.804e-45	3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]					VOG00971	sp|P9WJ72|EXRBN_MYCTO 3'-5' exoribonuclease MT2234.1; Xu	Xu	0	False	
QGNH01001286.1_23	QGNH01001286.1	QGNH01001286.1	23	14257	15261	-1	D									Pentapeptide repeats (9 copies) [PF13576.9]; Pentapeptide repeats (8 copies) [PF00805.25]					VOG08280	sp|Q52118|YMO3_PANSE Uncharacterized protein in mobD 3'region; Xh	Xh	0	False	
QGNH01001286.1_24	QGNH01001286.1	QGNH01001286.1	24	15513	15998	1	E			YP_009952796.1	YP_009952796.1 hypothetical protein I5G95_gp04 [Mycobacterium phage Bella96]	False	0.503	79.0	4.717e-16									0	False	
QGNH01001286.1_25	QGNH01001286.1	QGNH01001286.1	25	15980	16195	1	E																	0	False	
QGNH01001286.1_26	QGNH01001286.1	QGNH01001286.1	26	16192	16410	1	E																	0	False	
QGNH01001286.1_27	QGNH01001286.1	QGNH01001286.1	27	16410	16748	1	E																	0	False	
QGNH01001286.1_28	QGNH01001286.1	QGNH01001286.1	28	17126	18325	1	D			YP_010755747.1	YP_010755747.1 MuF-like minor capsid protein [Gordonia phage VanLee]	False	0.355	117.0	1.4960000000000002e-26	Phage minor capsid protein 2 [PF06152.14]								0	False	
QGNH01001286.1_29	QGNH01001286.1	QGNH01001286.1	29	18532	18714	1	E																	0	False	
QGNH01001286.1_30	QGNH01001286.1	QGNH01001286.1	30	18792	19772	1	E																	0	False	
QGNH01001286.1_31	QGNH01001286.1	QGNH01001286.1	31	19870	20793	1	D			YP_007010926.1	YP_007010926.1 major head protein [Deep-sea thermophilic phage D6E]	False	0.382	198.0	6.498e-55	P22 coat protein - gene protein 5 [PF11651.11]					VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xs;Xr	0	False	V
QGNH01001286.1_32	QGNH01001286.1	QGNH01001286.1	32	20858	21295	1	E																	0	False	
QGNH01001286.1_33	QGNH01001286.1	QGNH01001286.1	33	21292	21609	1	E																	0	False	
QGNH01001286.1_34	QGNH01001286.1	QGNH01001286.1	34	21623	22369	1	E			YP_009788212.1	YP_009788212.1 hypothetical protein HOR45_gp09 [Streptomyces phage Picard]	False	0.342	71.0	2.069e-12						VOG01300	sp|Q04768|YG34_BPLLH Uncharacterized protein ORF4; Xu	Xu	0	False	
QGNH01001286.1_35	QGNH01001286.1	QGNH01001286.1	35	22381	22617	1	E																	0	False	
QGNH01001286.1_36	QGNH01001286.1	QGNH01001286.1	36	22627	22974	1	E																	0	False	
QGNH01001286.1_37	QGNH01001286.1	QGNH01001286.1	37	22988	23320	1	E																	0	False	
QGNH01001286.1_38	QGNH01001286.1	QGNH01001286.1	38	23398	24444	-1	D									Cytochrome D1 heme domain [PF02239.19]; Lactonase, 7-bladed beta-propeller [PF10282.12]; SMP-30/Gluconolactonase/LRE-like region [PF08450.15]; Methylamine dehydrogenase heavy chain (MADH) [PF06433.14]; Glutamine cyclotransferase [PF05096.15]					VOG33210	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001286.1_39	QGNH01001286.1	QGNH01001286.1	39	24637	25680	-1	D									Cytochrome D1 heme domain [PF02239.19]; Lactonase, 7-bladed beta-propeller [PF10282.12]; SMP-30/Gluconolactonase/LRE-like region [PF08450.15]					VOG33210	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001286.1_40	QGNH01001286.1	QGNH01001286.1	40	25836	26333	1	E			YP_010655625.1	YP_010655625.1 tail terminator [Streptomyces phage KimJongPhill]	False	0.377	97.0	3.041e-22						VOG34485	REFSEQ tail terminator; Xu	Xu	0	False	
QGNH01001286.1_41	QGNH01001286.1	QGNH01001286.1	41	26351	26578	1	E																	0	False	
QGNH01001286.1_42	QGNH01001286.1	QGNH01001286.1	42	26575	26946	1	E																	0	False	
QGNH01001286.1_43	QGNH01001286.1	QGNH01001286.1	43	27030	27620	1	E			YP_010655628.1	YP_010655628.1 major tail protein [Streptomyces phage KimJongPhill]	False	0.385	129.0	6.590999999999999e-33									0	False	
QGNH01001286.1_44	QGNH01001286.1	QGNH01001286.1	44	27620	28066	1	E																	0	False	
QGNH01001286.1_45	QGNH01001286.1	QGNH01001286.1	45	28150	28425	1	E																	0	False	
QGNH01001286.1_46	QGNH01001286.1	QGNH01001286.1	46	28432	32673	1	D			YP_010649938.1	YP_010649938.1 tail length tape measure protein [Microbacterium phage vB_MoxS-R1]	False	0.205	111.0	4.376e-23	Phage tail lysozyme [PF18013.4]								0	False	
QGNH01001286.1_47	QGNH01001286.1	QGNH01001286.1	47	32718	33959	1	D			YP_009818458.1	YP_009818458.1 minor tail protein [Streptomyces phage Hiyaa]	False	0.218	75.0	5.562e-13	Phage tail protein [PF05709.14]					VOG32942	REFSEQ minor tail protein; Xu	Xu	0	False	
QGNH01001286.1_48	QGNH01001286.1	QGNH01001286.1	48	34026	35096	1	D			YP_009885101.1	YP_009885101.1 virion structural protein [Arthrobacter phage Mufasa8]	False	0.311	64.0	1.439e-09	Domain of unknown function (DUF4815) [PF16075.8]					VOG03971	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01001286.1_49	QGNH01001286.1	QGNH01001286.1	49	35093	36310	1	E			YP_579220.1	YP_579220.1 minor tail protein [Streptomyces phage mu1/6]	False	0.21	91.0	5.505e-18						VOG01538	REFSEQ minor tail protein; Xu	Xu	0	False	
QGNH01001286.1_50	QGNH01001286.1	QGNH01001286.1	50	36322	36630	1	E																	0	False	
QGNH01001286.1_51	QGNH01001286.1	QGNH01001286.1	51	36659	37075	1	E																	0	False	
QGNH01001286.1_52	QGNH01001286.1	QGNH01001286.1	52	37170	37295	1	E																	0	False	
QGNH01001286.1_53	QGNH01001286.1	QGNH01001286.1	53	37296	37724	1	E			YP_655230.1	YP_655230.1 virion structural protein [Mycobacterium phage PBI1]	False	0.348	65.0	1.403e-11						VOG03176	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01001286.1_54	QGNH01001286.1	QGNH01001286.1	54	37750	39846	1	D									Putative Ig domain [PF05345.15]; Glycosyl hydrolases family 16 [PF00722.24]								0	False	MKE
QGNH01001286.1_55	QGNH01001286.1	QGNH01001286.1	55	39843	40928	1	E			YP_009856751.1	YP_009856751.1 minor tail protein [Streptomyces phage JXY1]	False	0.406	79.0	2.065e-14									0	False	
QGNH01001286.1_56	QGNH01001286.1	QGNH01001286.1	56	41000	42433	1	E																	0	False	
QGNH01001286.1_57	QGNH01001286.1	QGNH01001286.1	57	42541	42894	1	E																	0	False	
QGNH01001286.1_58	QGNH01001286.1	QGNH01001286.1	58	42969	43736	1	D									Family of unknown function (DUF6424) [PF19988.2]								0	False	
QGNH01001286.1_59	QGNH01001286.1	QGNH01001286.1	59	43733	44197	1	E																	0	False	F
QGNH01001286.1_60	QGNH01001286.1	QGNH01001286.1	60	44844	45290	1	D									Protein of unknown function (DUF1003) [PF06210.14]								0	False	F
QGNH01001286.1_61	QGNH01001286.1	QGNH01001286.1	61	45287	46183	1	C	K07273	lysozyme							Glycosyl hydrolases family 25 [PF01183.23]	GH25	GH25 lysozyme (EC 3.2.1.17)	3.2.1.17	GH25.hmm				0	False	F
QGNH01001286.1_62	QGNH01001286.1	QGNH01001286.1	62	46240	46599	1	E																	0	False	F
QGNH01001286.1_63	QGNH01001286.1	QGNH01001286.1	63	46699	47514	1	E			YP_003257410.1	YP_003257410.1 hypothetical protein QEH43_gp046 [Streptomyces phage ZL12]	False	0.292	109.0	7.556000000000001e-25									0	False	F
QGNH01001286.1_64	QGNH01001286.1	QGNH01001286.1	64	47788	48186	1	D									HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]; HNH endonuclease [PF13395.9]					VOG00049	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	1	False	F
QGNH01001286.1_65	QGNH01001286.1	QGNH01001286.1	65	48247	48522	1	E																	0	False	F
QGNH01001286.1_66	QGNH01001286.1	QGNH01001286.1	66	48519	48668	1	E																	0	False	F
QGNH01001286.1_67	QGNH01001286.1	QGNH01001286.1	67	48747	49019	-1	E																	0	False	F
