	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MZ334528.1_1	MZ334528	MZ334528.1	1	1	450	1	E			YP_010358305.1	YP_010358305.1 terminase small subunit [Halorubrum tailed virus 28]	False	1.0	326.0	5.585000000000001e-102		VOG00189	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MZ334528.1_2	MZ334528	MZ334528.1	2	428	1729	1	C	K06909	phage terminase large subunit	YP_010358306.1	YP_010358306.1 terminase large subunit [Halorubrum tailed virus 28]	True	0.995	912.0	1.327e-299	Terminase RNAseH like domain [PF17288.5]	VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MZ334528.1_3	MZ334528	MZ334528.1	3	1786	2022	1	E			YP_010358307.1	YP_010358307.1 hypothetical protein M1M39_gp04 [Halorubrum tailed virus 28]	False	1.0	183.0	1.1019999999999998e-53					0	False	F
MZ334528.1_4	MZ334528	MZ334528.1	4	2188	2418	1	E			YP_010358309.1	YP_010358309.1 putative antitoxin VapB3 [Halorubrum tailed virus 28]	False	0.97	158.0	4.527e-45		VOG05954	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MZ334528.1_5	MZ334528	MZ334528.1	5	2415	2681	1	E			YP_010358310.1	YP_010358310.1 hypothetical protein M1M39_gp07 [Halorubrum tailed virus 28]	False	1.0	195.0	7.303000000000001e-58					0	False	F
MZ334528.1_6	MZ334528	MZ334528.1	6	2735	3115	1	E			YP_010358311.1	YP_010358311.1 hypothetical protein M1M39_gp08 [Halorubrum tailed virus 28]	False	0.919	244.0	3.265e-74					0	False	F
MZ334528.1_7	MZ334528	MZ334528.1	7	3112	3261	1	E			YP_010358312.1	YP_010358312.1 hypothetical protein M1M39_gp09 [Halorubrum tailed virus 28]	False	0.952	100.0	1.029e-25					0	False	F
MZ334528.1_8	MZ334528	MZ334528.1	8	3262	6681	1	D			YP_010358313.1	YP_010358313.1 head morphogenesis [Halorubrum tailed virus 28]	True	0.967	2319.0	0.0	Phage Mu protein F like protein [PF04233.17]	VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xp;Xs;Xr	0	False	VF
MZ334528.1_9	MZ334528	MZ334528.1	9	6748	7818	1	C	K06904	uncharacterized protein	YP_010358314.1	YP_010358314.1 prohead protease [Halorubrum tailed virus 28]	True	0.901	670.0	2.756e-217	Caudovirus prohead serine protease [PF04586.20]				0	False	
MZ334528.1_10	MZ334528	MZ334528.1	10	7822	9255	1	E			YP_010358315.1	YP_010358315.1 major capsid protein [Halorubrum tailed virus 28]	True	0.96	965.0	4.807e-317					0	False	
MZ334528.1_11	MZ334528	MZ334528.1	11	9342	9641	1	E			YP_010358316.1	YP_010358316.1 hypothetical protein M1M39_gp13 [Halorubrum tailed virus 28]	False	0.881	184.0	1.206e-53					0	False	
MZ334528.1_12	MZ334528	MZ334528.1	12	9644	10189	1	E			YP_010358317.1	YP_010358317.1 hypothetical protein M1M39_gp14 [Halorubrum tailed virus 28]	True	0.931	355.0	1.864e-111					0	False	
MZ334528.1_13	MZ334528	MZ334528.1	13	10332	10736	1	E			YP_010358319.1	YP_010358319.1 hypothetical protein M1M39_gp16 [Halorubrum tailed virus 28]	False	0.914	258.0	7.593e-79					0	False	
MZ334528.1_14	MZ334528	MZ334528.1	14	10740	11396	1	E			YP_010358320.1	YP_010358320.1 SPP1 gp15-like head completion protein [Halorubrum tailed virus 28]	True	0.939	431.0	3.909e-137		VOG00699	REFSEQ head-tail adaptor; Xu	Xu	0	False	
MZ334528.1_15	MZ334528	MZ334528.1	15	11396	11824	1	E			YP_010358321.1	YP_010358321.1 hypothetical protein M1M39_gp18 [Halorubrum tailed virus 28]	False	0.949	285.0	5.277e-88					0	False	
MZ334528.1_16	MZ334528	MZ334528.1	16	11825	12394	1	E			YP_010358322.1	YP_010358322.1 hypothetical protein M1M39_gp19 [Halorubrum tailed virus 28]	True	0.952	380.0	4.639e-120					0	False	
MZ334528.1_17	MZ334528	MZ334528.1	17	12620	12841	1	E			YP_010358324.1	YP_010358324.1 hypothetical protein M1M39_gp21 [Halorubrum tailed virus 28]	False	0.937	146.0	5.186999999999998e-41					0	False	
MZ334528.1_18	MZ334528	MZ334528.1	18	12838	13071	1	E			YP_010358325.1	YP_010358325.1 hypothetical protein M1M39_gp22 [Halorubrum tailed virus 28]	False	0.979	161.0	2.757e-46					0	False	
MZ334528.1_19	MZ334528	MZ334528.1	19	13071	13250	1	E			YP_010358326.1	YP_010358326.1 hypothetical protein M1M39_gp23 [Halorubrum tailed virus 28]	False	0.982	124.0	6.851e-34					0	False	
MZ334528.1_20	MZ334528	MZ334528.1	20	13243	13725	1	E			YP_010358327.1	YP_010358327.1 hypothetical protein M1M39_gp24 [Halorubrum tailed virus 28]	False	0.98	333.0	3.233e-104					0	False	
