locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEBCGDKF_00001	CDS	570				hypothetical protein
JEBCGDKF_00002	CDS	1647				hypothetical protein
JEBCGDKF_00003	CDS	1629				hypothetical protein
JEBCGDKF_00004	CDS	201				hypothetical protein
JEBCGDKF_00005	CDS	1188				hypothetical protein
JEBCGDKF_00006	CDS	1917				hypothetical protein
JEBCGDKF_00007	CDS	453				hypothetical protein
JEBCGDKF_00008	CDS	1128				hypothetical protein
JEBCGDKF_00009	CDS	420				hypothetical protein
JEBCGDKF_00010	CDS	387				hypothetical protein
JEBCGDKF_00011	CDS	411				hypothetical protein
JEBCGDKF_00012	CDS	234				hypothetical protein
JEBCGDKF_00013	CDS	288				hypothetical protein
JEBCGDKF_00014	CDS	447				hypothetical protein
JEBCGDKF_00015	CDS	591				hypothetical protein
JEBCGDKF_00016	CDS	1305				hypothetical protein
JEBCGDKF_00017	CDS	399				hypothetical protein
JEBCGDKF_00018	CDS	441				hypothetical protein
JEBCGDKF_00019	CDS	210				hypothetical protein
JEBCGDKF_00020	CDS	2745				hypothetical protein
JEBCGDKF_00021	CDS	528				hypothetical protein
JEBCGDKF_00022	CDS	345				hypothetical protein
JEBCGDKF_00023	CDS	834				hypothetical protein
JEBCGDKF_00024	CDS	552				hypothetical protein
JEBCGDKF_00025	CDS	363				hypothetical protein
JEBCGDKF_00026	CDS	366				hypothetical protein
JEBCGDKF_00027	CDS	1260				hypothetical protein
JEBCGDKF_00028	CDS	609				hypothetical protein
JEBCGDKF_00029	CDS	585				hypothetical protein
JEBCGDKF_00030	CDS	609				hypothetical protein
JEBCGDKF_00031	CDS	1584				hypothetical protein
JEBCGDKF_00032	CDS	285				hypothetical protein
JEBCGDKF_00033	CDS	675				hypothetical protein
JEBCGDKF_00034	CDS	288				hypothetical protein
JEBCGDKF_00035	CDS	189				hypothetical protein
JEBCGDKF_00036	CDS	1257				hypothetical protein
JEBCGDKF_00037	CDS	393				hypothetical protein
JEBCGDKF_00038	CDS	915				hypothetical protein
JEBCGDKF_00039	CDS	726				hypothetical protein
JEBCGDKF_00040	CDS	273				hypothetical protein
JEBCGDKF_00041	CDS	309				hypothetical protein
JEBCGDKF_00042	CDS	576				hypothetical protein
JEBCGDKF_00043	CDS	1038				hypothetical protein
JEBCGDKF_00044	CDS	237				hypothetical protein
JEBCGDKF_00045	CDS	246				hypothetical protein
JEBCGDKF_00046	CDS	429				hypothetical protein
JEBCGDKF_00047	CDS	351				hypothetical protein
JEBCGDKF_00048	CDS	603				hypothetical protein
JEBCGDKF_00049	CDS	549				hypothetical protein
JEBCGDKF_00050	CDS	855				hypothetical protein
JEBCGDKF_00051	CDS	438				hypothetical protein
JEBCGDKF_00052	CDS	1782				hypothetical protein
JEBCGDKF_00053	CDS	624				hypothetical protein
JEBCGDKF_00054	CDS	231				hypothetical protein
JEBCGDKF_00055	CDS	168				hypothetical protein
JEBCGDKF_00056	CDS	1260				hypothetical protein
JEBCGDKF_00057	CDS	189				hypothetical protein
JEBCGDKF_00058	CDS	519				hypothetical protein
JEBCGDKF_00059	CDS	438				hypothetical protein
JEBCGDKF_00060	CDS	276				hypothetical protein
JEBCGDKF_00061	CDS	606				hypothetical protein
JEBCGDKF_00062	CDS	447				hypothetical protein
JEBCGDKF_00063	CDS	207				hypothetical protein
JEBCGDKF_00064	CDS	372				hypothetical protein
JEBCGDKF_00065	CDS	507				hypothetical protein
JEBCGDKF_00066	CDS	132				hypothetical protein
JEBCGDKF_00067	CDS	1089				hypothetical protein
JEBCGDKF_00068	CDS	228				hypothetical protein
JEBCGDKF_00069	CDS	156				hypothetical protein
JEBCGDKF_00070	CDS	537				hypothetical protein
JEBCGDKF_00071	CDS	276				hypothetical protein
JEBCGDKF_00072	CDS	801				hypothetical protein
JEBCGDKF_00073	CDS	93				hypothetical protein
JEBCGDKF_00074	CDS	3297				hypothetical protein
JEBCGDKF_00075	CDS	243				hypothetical protein
JEBCGDKF_00076	CDS	660				hypothetical protein
JEBCGDKF_00077	tRNA	76				tRNA-Arg(tcg)
JEBCGDKF_00078	CDS	246				hypothetical protein
JEBCGDKF_00079	CDS	348				hypothetical protein
JEBCGDKF_00080	CDS	690				hypothetical protein
JEBCGDKF_00081	CDS	246				hypothetical protein
JEBCGDKF_00082	CDS	189				hypothetical protein
