locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NC_035207.1_1												Hypothetical
NC_035207.1_2						VOG09107	VOG:VOG09107	150	1.1e-12	37.7		sp|P03256|E1A_ADE07 Early E1A protein
NC_035207.1_3						VOG09108	VOG:VOG09108	144	1.6e-47	153.1		sp|P03248|E1BS_ADE07 E1B protein, small T-antigen
NC_035207.1_4						VOG05983	VOG:VOG05983	395	5.9e-134	437.6		sp|P03245|E1B55_ADE07 E1B 55 kDa protein
NC_035207.1_5						VOG05983	VOG:VOG05983	394	5.5e-78	253.1		sp|P03245|E1B55_ADE07 E1B 55 kDa protein
NC_035207.1_6						VOG00084	VOG:VOG00084	395	1.9e-90	295.4		sp|P03271|PKG1_ADE05 Packaging protein 1
NC_035207.1_7		K21923			phrog_1907	VOG00710	KEGG:K21923	1103	0	1651.1	2.7.7.7	POL; Adenovirus DNA polymerase
NC_035207.1_8						VOG09125	VOG:VOG09125	590	2.9e-261	859.0		sp|P48313|TERM_ADE40 Preterminal protein
NC_035207.1_9						VOG09116	VOG:VOG09116	341	6.4e-133	433.4		sp|P36715|PKG3_ADE12 Packaging protein 3
NC_035207.1_10						VOG09110	VOG:VOG09110	509	9.6e-212	695.1		sp|Q96684|CAP3_ADECR Pre-hexon-linking protein IIIa
NC_035207.1_11		K25066				VOG09118	KEGG:K25066	474	4.3e-255	837.3		L2; Adenoviridae penton base protein
NC_035207.1_12												Hypothetical
NC_035207.1_13												Hypothetical
NC_035207.1_14						VOG09111	VOG:VOG09111	295	2.3e-95	308.7		sp|P36717|CORE5_ADE12 Core-capsid bridging protein
NC_035207.1_15						VOG00145	VOG:VOG00145	68	2.2e-28	89.3		sp|P35986|L2MU_ADE12 Late L2 mu core protein
NC_035207.1_16						VOG09114	VOG:VOG09114	210	1.3e-73	238.9		sp|P35988|CAP6_ADE12 Pre-protein VI
NC_035207.1_17		K21076				VOG09113	KEGG:K21076	910	0	1624.0		L3; Mastadenovirus pre-protein VI
NC_035207.1_18						VOG09121	VOG:VOG09121	207	1.5e-99	322.4		sp|P03252|PRO_ADE02 Protease
NC_035207.1_19						VOG09115	VOG:VOG09115	433	2.1e-165	542.0		sp|P11806|DNB2_ADE40 DNA-binding protein
NC_035207.1_20						VOG09120	VOG:VOG09120	764	7.1e-307	1010.2		sp|P11824|SHUT_ADE41 Shutoff protein
NC_035207.1_21						VOG09122	VOG:VOG09122	226	3.4e-90	292.9		sp|P11822|CAP8_ADE41 Pre-hexon-linking protein VIII
NC_035207.1_22												Hypothetical
NC_035207.1_23						VOG05609	VOG:VOG05609	60	8.4e-12	36.7		sp|A8W995|UXP_ADE05 U exon protein
NC_035207.1_24		K06707					KEGG:K06707	245	1.8e-09	27.6		BTLA, CD272; B- and T-lymphocyte attenuator
NC_035207.1_25		K19262, K19262				VOG00843, VOG00843	VOG:VOG00843	639	1.9e-117	223.0		sp|P36711|SPIKE_ADE12 Fiber protein
NC_035207.1_26						VOG01806	VOG:VOG01806	193	4.4e-60	193.9		sp|P89083|E434_ADE09 Early E4 34 kDa protein
NC_035207.1_27	K01520, K01520	K01520, K01520			phrog_135		FOAM:K01520	436	1.4e-22	36.8	3.6.1.23	dut, DUT; dUTP pyrophosphatase
NC_035207.1_28												Hypothetical
NC_035207.1_29						VOG28651	VOG:VOG28651	119	2e-63	205.7		REFSEQ putative 10.5 kDa protein
NC_035207.1_30		K06511				VOG28651	VOG:VOG28651	438	1.3e-221	727.1		REFSEQ putative 10.5 kDa protein
NC_035207.1_31												Hypothetical
