Name	Count
10_TCA cycle	198
17_Gluconeogenesis	80
01_Fermentation	1947
02_Homoacetogenesis	138
16_Embden Meyerhof-Parnos (EMP)	158
21_Cellular response to stress	7665
06_Amino acid utilization biosynthesis metabolism	2721
12_Transporters	726
14_Methanogenesis	218
15_Methylotrophy	124
19_Saccharide and derivated synthesis	959
20_Hydrolysis of polymers	855
11_Nitrogen cycle	131
05_Fatty acid oxidation	330
09_Carbohydrate Active enzyme - CAZy	205
08_Hydrocarbon degradation	130
07_Nucleic acid metabolism	878
18_Sulfur compounds metabolism	315
03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	19
13_Hydrogen metabolism	47
04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	30
