Name	Count
nan	1514
Nitrate to ammonia	1
Nitrate to nitrite	2
Putative ABC transporter [mD:m00247]	3
ABC-2 type transporter [mD:m00254]	1
Branched-chain amino acid transporter [mD:m00237]	5
Glycine betaine/proline transporter [mD:m00208]	3
Uncharacterized ABC transporter [mD:m00258]	2
Iron(III) transporter [mD:m00190]	3
Iron complex transporter [mD:m00240]	3
Molybdate transporter [mD:m00189]	3
Multiple sugar transporter [mD:m00207]	3
Polar amino acid transporter [mD:m00236]	3
PEPtides/nickel transporter [mD:m00239]	5
Phosphate transporter [mD:m00222]	4
Phosphonate transporter [mD:m00223]	3
Sulfate transporter [mD:m00185]	3
Sulfonate/nitrate/taurine transporter [mD:m00188]	3
Putative spermidine/putrescine transporter [mD:m00193]	4
Simple sugar transporter [mD:m00221]	3
Putative ABC transporter [mD:m00210]	3
D-methionine transporter [mD:m00238]	3
Zinc/manganese transporter [mD:m00244]	3
Heme transporter [mD:m00259]	4
Cystine transporter [mD:m00234]	3
Nitrate/nitrite porter (nnp) family [tc:2.A.1.8]	1
Phosphocarrier protein hpr	1
Mannose-specific II component [mD:m00276]	1
Nitrogen regulatory II component	1
Sugar efflux transporter (sEt) [tc:2.A.1.20]	1
Drug:h+ antiporter-1 (12 spanner) (DhA1) family [tc:2.A.1.2]	5
Drug:h+ antiporter-2 (14 spanner) (DhA2) family [tc:2.A.1.3]	3
Cyanate porter (cp) family [tc:2.A.1.17]	1
Metabolite:h+ symporter (mhs) family [tc:2.A.1.6]	3
Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	1
Putative phosphonate transporter [mD:m00224]	2
Sn-glycerol 3-phosphate transporter [mD:m00198]	3
Phenylproprionate permease (ppp) [tc:2.A.1.27]	1
Osmoprotectant transporter [mD:m00209]	3
Hybrid protein	1
Lipopolysaccharide transporter [mD:m00320]	3
Unknown major facilitator-1 (UmF1) [tc:2.A.1.24]	1
Fucose:h+ symporter (Fhs) family [tc:2.A.1.7]	1
Oxalate:formate antiporter (oFA) family [tc:2.A.1.11]	1
Sialate:h+ symporter (shs) family [tc:2.A.1.12]	1
Anion:cation symporter (Acs) family [tc:2.A.1.14]	2
Drug:h+ antiporter-3 (12 spanner) (DhA3) [tc:2.A.1.21]	1
Unknown major facilitator-2 (UmF2) [tc:2.A.1.26]	1
Putative aromatic compound/drug exporter (AcDE) family [tc:2.A.1.32]	1
Fosmidomycin resistance (Fsr) family [tc:2.A.1.35]	1
Acriflavin-sensitivity (Ynfm) family [tc:2.A.1.36]	1
Enterobactin (siderophore) exporter (Ents) family [tc:2.A.1.38]	1
Others	1
Enzyme I	2
Orphan ABC Atpase	1
Lipopolysaccharide transporter [mD:m00250]	2
Lipooligosaccharide transporter [mD:m00252]	2
Lipoprotein-releasing transporter [mD:m00255]	2
Cell division transporter [mD:m00256]	2
Zinc transporter [mD:m00242]	3
General l-amino acid transporter [mD:m00232]	4
Glutamate/aspartate transporter [mD:m00230]	1
Octopine/nopaline transporter [mD:m00231]	4
Arginine/ornithine transporter [mD:m00235]	2
Putative glutamine transporter [mD:m00228]	1
Maltose/maltodextrin transporter [mD:m00194]	2
Multiple sugar transporter [mD:m00196]	4
Putative sugar transporter [mD:m00197]	2
Lactose/l-arabinose transporter [mD:m00199]	4
Oligogalacturonide transporter [mD:m00202]	2
Sorbitol/mannitol transporter [mD:m00200]	3
Alpha-glucoside transporter [mD:m00201]	4
Trehalose/maltose transporter [mD:m00204]	2
Ribose transporter [mD:m00212]	3
L-Arabinose transporter [mD:m00213]	3
D-Xylose transporter [mD:m00215]	3
Putative multiple sugar transporter [mD:m00216]	3
Fructose transporter [mD:m00218]	3
Rhamnose transporter [mD:m00220]	4
Spermidine/putrescine transporter [mD:m00299]	4
Putrescine transporter [mD:m00300]	4
Urea transporter [mD:m00323]	5
DiPEPtide transporter [mD:m00324]	5
Microcin c transporter [mD:m00349]	4
