target	query	e-value	score	length	start	end
41_unitig_2|quiver_503113_503820_+	K01031	4e-113	375.2	235	1	226
41_unitig_1|quiver_462593_464143_-	K01026	9.5e-198	656.4	516	2	512
41_unitig_4|quiver_10998_12578_-	K01026	1.5e-234	778.0	526	6	520
41_unitig_4|quiver_407371_408951_-	K01026	1.5e-234	778.0	526	6	520
41_unitig_0|quiver_4200322_4201935_+	K01026	9.4e-198	656.4	537	2	524
41_unitig_0|quiver_2247745_2250210_-	K03579	0	1032.2	815	3	814
41_unitig_0|quiver_2940125_2941171_-	K01501	7.2e-115	382.7	348	5	321
41_unitig_0|quiver_2036700_2037623_-	K00651	2.1e-137	457.3	307	1	304
41_unitig_0|quiver_390784_396657_-	K06877	1.3e-94	314.9	1957	95	1858
41_unitig_0|quiver_2862492_2865002_+	K03724	4.8e-246	818.7	836	7	828
41_unitig_2|quiver_315014_320116_+	K03654	1.4e-144	482.3	1700	274	753
41_unitig_2|quiver_315014_320116_+	K03657	4.8e-81	91.2	1700	1033	1181
41_unitig_2|quiver_315014_320116_+	K03657	4.8e-81	182.2	1700	1194	1559
41_unitig_0|quiver_857788_859599_+	K11927	1.3e-183	609.7	603	46	495
41_unitig_0|quiver_4723528_4725483_-	K05592	9.2e-181	601.2	651	5	581
41_unitig_0|quiver_643291_645159_-	K03654	2.4e-213	709.5	575	2	569
41_unitig_0|quiver_4820107_4821672_+	K11927	1.6e-168	560.1	521	8	480
41_unitig_0|quiver_4581109_4583214_-	K03655	8e-218	724.6	701	21	680
41_unitig_0|quiver_1893746_1894684_+	K03417	6.2e-59	197.9	312	10	276
41_unitig_0|quiver_2702710_2703480_+	K03417	8.8e-27	92.4	256	9	247
41_unitig_0|quiver_3049542_3050831_-	K01637	8.8e-208	389.6	429	12	243
41_unitig_0|quiver_4262795_4263913_+	K00259	1.7e-168	559.3	372	1	370
41_unitig_0|quiver_2634409_2635491_+	K19064	2.5e-39	132.3	360	47	338
41_unitig_4|quiver_63464_76624_-	K15660	0	1424.7	4386	18	1146
41_unitig_4|quiver_63464_76624_-	K04780	0	1140.5	4386	17	1091
41_unitig_4|quiver_63464_76624_-	K04780	0	1379.2	4386	1724	3275
41_unitig_4|quiver_63464_76624_-	K15658	0	1645.9	4386	2994	4359
41_unitig_4|quiver_63464_76624_-	K12743	0	973.6	4386	462	2194
41_unitig_1|quiver_954547_956061_-	K18661	8.4e-231	765.3	496	6	494
41_unitig_1|quiver_826285_827871_-	K00666	8.6e-164	545.0	528	22	516
41_unitig_0|quiver_2768693_2770393_-	K00666	7e-146	485.9	566	35	565
41_unitig_0|quiver_1718256_1719884_-	K01895	3.1e-150	500.6	542	16	541
41_unitig_0|quiver_2172207_2174117_-	K01908	0	1058.9	636	1	630
41_unitig_4|quiver_377382_379379_+	K02182	7.1e-84	280.8	665	117	657
41_unitig_4|quiver_377382_379379_+	K10676	7.1e-08	29.7	665	12	91
41_unitig_4|quiver_377382_379379_+	K08295	1.6e-125	418.4	665	156	657
41_unitig_4|quiver_377382_379379_+	K04110	2.6e-153	509.6	665	155	657
41_unitig_0|quiver_2168043_2169998_-	K01895	0	1118.5	651	4	647
41_unitig_1|quiver_217864_219393_+	K00666	5.5e-86	287.9	509	5	492
41_unitig_0|quiver_1210148_1212118_-	K01895	0	1108.3	656	13	649
41_unitig_4|quiver_405004_406986_-	K01895	6.6e-296	982.5	630	1	621
41_unitig_4|quiver_8630_10612_-	K01895	6.6e-296	982.5	630	1	621
41_unitig_0|quiver_3404316_3407711_+	K05939	0	1359.3	1131	2	1127
41_unitig_0|quiver_3058907_3060859_+	K01907	3.6e-293	972.8	650	3	649
41_unitig_4|quiver_233310_234347_+	K20715	4.5e-48	162.7	345	30	177
41_unitig_0|quiver_1726205_1727953_+	K03455	1.5e-161	538.0	582	1	407
41_unitig_0|quiver_1726205_1727953_+	K10914	1.5e-30	106.0	582	414	573
41_unitig_0|quiver_1920241_1921863_+	K02498	2.7e-140	467.6	540	1	534
41_unitig_0|quiver_3223422_3225254_-	K09667	5.5e-38	66.4	610	62	419
41_unitig_0|quiver_3223422_3225254_-	K09667	5.5e-38	62.4	610	434	569
41_unitig_0|quiver_2480589_2481425_-	K09667	3.2e-20	70.6	278	54	245
41_unitig_0|quiver_1872999_1873778_-	K00235	1.1e-142	474.8	248	13	244
41_unitig_0|quiver_652672_653916_-	K08151	3.4e-146	486.6	414	8	407
41_unitig_0|quiver_3672149_3673390_-	K08161	1.2e-137	458.0	413	16	406
41_unitig_0|quiver_4195770_4197014_+	K08194	9.6e-84	280.2	414	6	398
41_unitig_0|quiver_2805144_2806634_-	K03446	1.1e-82	276.6	496	1	486
41_unitig_0|quiver_4845360_4846640_+	K07552	7.8e-106	353.2	426	17	405
41_unitig_0|quiver_1059505_1061046_-	K03446	4.3e-176	585.3	486	1	478
41_unitig_0|quiver_3733900_3735300_-	K08166	6.4e-91	303.8	466	8	451
41_unitig_0|quiver_2043797_2045335_+	K08166	1.5e-86	289.3	512	9	491
41_unitig_2|quiver_174284_175483_+	K07552	3.4e-136	453.5	399	7	392
41_unitig_0|quiver_4844076_4845323_+	K07552	1.2e-111	372.3	415	17	406
41_unitig_0|quiver_4919025_4920428_+	K18326	1e-112	375.9	467	2	454
41_unitig_0|quiver_66555_67805_-	K08178	6.1e-171	568.1	416	4	408
41_unitig_0|quiver_4104273_4105457_-	K08153	2.5e-36	124.1	394	23	385
41_unitig_0|quiver_2617593_2618843_+	K08224	5.4e-173	575.0	416	17	413
41_unitig_1|quiver_850993_852276_+	K05548	5.8e-152	505.1	427	13	419
41_unitig_1|quiver_137570_138787_-	K18567	8.3e-101	336.2	405	17	397
41_unitig_0|quiver_3131739_3133163_-	K18326	4.2e-113	377.3	474	5	450
41_unitig_0|quiver_3808095_3809483_-	K19577	4.3e-136	453.2	462	64	459
41_unitig_1|quiver_104931_106169_+	K18567	3.6e-113	376.8	412	32	409
41_unitig_0|quiver_4651381_4652655_+	K08369	2.6e-89	299.1	424	20	422
41_unitig_0|quiver_4632218_4633384_-	K08153	8.2e-32	109.1	388	17	383
41_unitig_0|quiver_4034517_4035704_-	K18552	1.1e-166	553.8	395	8	392
41_unitig_0|quiver_852722_854107_-	K08369	2e-133	444.7	461	5	460
41_unitig_0|quiver_3690714_3692168_+	K18326	9.6e-104	346.4	484	15	457
41_unitig_0|quiver_1721881_1723176_+	K08177	2.3e-62	209.9	431	13	419
41_unitig_2|quiver_506438_507652_+	K08177	2.8e-72	242.5	404	4	388
41_unitig_0|quiver_4286608_4287876_-	K02575	4.4e-112	373.7	422	10	405
41_unitig_0|quiver_4901586_4902806_-	K05820	3.2e-103	344.2	406	18	395
41_unitig_0|quiver_2382410_2384041_+	K08217	9.2e-58	194.7	543	15	398
41_unitig_0|quiver_144176_145564_+	K08169	5.8e-150	498.2	462	9	452
41_unitig_0|quiver_624311_625531_-	K08225	4.2e-67	225.4	406	11	402
41_unitig_0|quiver_3666731_3668350_+	K03446	3.4e-185	615.2	539	25	532
41_unitig_0|quiver_1565895_1567493_-	K03446	1.7e-185	616.4	532	21	525
41_unitig_1|quiver_612783_614099_+	K13021	8.6e-177	586.8	438	16	433
41_unitig_0|quiver_675139_676305_+	K19577	6.5e-137	456.0	388	1	383
41_unitig_0|quiver_1923119_1924354_-	K08225	1.4e-71	240.2	411	15	409
41_unitig_0|quiver_11166_12611_-	K18326	5e-109	363.8	481	18	473
41_unitig_0|quiver_2065039_2066229_-	K08174	9.5e-36	121.6	396	21	387
41_unitig_3|quiver_115957_117546_+	K03446	1.1e-176	587.2	529	8	524
41_unitig_2|quiver_175626_176918_+	K13021	3.8e-155	515.6	430	4	420
41_unitig_4|quiver_211502_212710_-	K03445	5.8e-156	518.2	402	6	401
41_unitig_0|quiver_4253877_4255106_+	K08153	1.8e-28	98.2	409	14	398
