locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEDOLEMF_00001	CDS	858				hypothetical protein
JEDOLEMF_00002	CDS	321				hypothetical protein
JEDOLEMF_00003	CDS	231				hypothetical protein
JEDOLEMF_00004	CDS	906				hypothetical protein
JEDOLEMF_00005	CDS	147				hypothetical protein
JEDOLEMF_00006	CDS	285				hypothetical protein
JEDOLEMF_00007	CDS	2007				hypothetical protein
JEDOLEMF_00008	CDS	279				hypothetical protein
JEDOLEMF_00009	CDS	927				hypothetical protein
JEDOLEMF_00010	CDS	519				hypothetical protein
JEDOLEMF_00011	CDS	117				hypothetical protein
JEDOLEMF_00012	CDS	390				hypothetical protein
JEDOLEMF_00013	CDS	255				hypothetical protein
JEDOLEMF_00014	CDS	1071				hypothetical protein
JEDOLEMF_00015	CDS	1818				hypothetical protein
JEDOLEMF_00016	CDS	867	O			Capsid assembly scaffolding protein
JEDOLEMF_00017	CDS	1038	N			Capsid proteins
JEDOLEMF_00018	CDS	699				hypothetical protein
JEDOLEMF_00019	CDS	501	L			Head completion/stabilization protein
JEDOLEMF_00020	CDS	207	X			Baseplate protein X
JEDOLEMF_00021	CDS	444				hypothetical protein
JEDOLEMF_00022	CDS	405				hypothetical protein
JEDOLEMF_00023	CDS	450				hypothetical protein
JEDOLEMF_00024	CDS	294				hypothetical protein
JEDOLEMF_00025	CDS	477				hypothetical protein
JEDOLEMF_00026	CDS	474				hypothetical protein
JEDOLEMF_00027	CDS	717	V			Spike protein
JEDOLEMF_00028	CDS	375				hypothetical protein
JEDOLEMF_00029	CDS	909				hypothetical protein
JEDOLEMF_00030	CDS	546				hypothetical protein
JEDOLEMF_00031	CDS	3360				hypothetical protein
JEDOLEMF_00032	CDS	426				hypothetical protein
JEDOLEMF_00033	CDS	333				hypothetical protein
JEDOLEMF_00034	CDS	1188	FI			Tail sheath protein
JEDOLEMF_00035	CDS	510	FII			Tail tube protein
JEDOLEMF_00036	CDS	306				hypothetical protein
JEDOLEMF_00037	CDS	120				hypothetical protein
JEDOLEMF_00038	CDS	2940				hypothetical protein
JEDOLEMF_00039	CDS	507				hypothetical protein
JEDOLEMF_00040	CDS	1080				hypothetical protein
JEDOLEMF_00041	CDS	339				hypothetical protein
JEDOLEMF_00042	CDS	621				hypothetical protein
JEDOLEMF_00043	CDS	555				hypothetical protein
JEDOLEMF_00044	CDS	339				hypothetical protein
JEDOLEMF_00045	CDS	528				hypothetical protein
JEDOLEMF_00046	CDS	330				hypothetical protein
