locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334520.1_1					phrog_9231	VOG05559	VOG:VOG05559	296	2.1e-109	357.5		REFSEQ terminase small subunit
MZ334520.1_2												Hypothetical
MZ334520.1_3												Hypothetical
MZ334520.1_4												Hypothetical
MZ334520.1_5												Hypothetical
MZ334520.1_6												Hypothetical
MZ334520.1_7		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	591	1.7e-48	157.2		:
MZ334520.1_8			COG5511		phrog_9232	VOG00562	PHROG:phrog_9232	505	2.7e-202	665.4		portal protein
MZ334520.1_9												Hypothetical
MZ334520.1_10												Hypothetical
MZ334520.1_11												Hypothetical
MZ334520.1_12					phrog_12121	VOG14381	VOG:VOG14381	179	2.9e-74	241.0		REFSEQ hypothetical protein
MZ334520.1_13					phrog_3990	VOG01973	PHROG:phrog_3990	325	1.7e-86	282.8		major head protein
MZ334520.1_14												Hypothetical
MZ334520.1_15												Hypothetical
MZ334520.1_16												Hypothetical
MZ334520.1_17												Hypothetical
MZ334520.1_18												Hypothetical
MZ334520.1_19					phrog_12281	VOG04913	PHROG:phrog_12281	171	1e-78	255.4		tail tube protein
MZ334520.1_20			COG3497		phrog_10244	VOG01001	PHROG:phrog_10244	438	3.6e-184	605.3		tail sheath
MZ334520.1_21					phrog_12452	VOG14384	PHROG:phrog_12452	174	1.1e-87	284.7		tail tube protein
MZ334520.1_22					phrog_14268	VOG04953	PHROG:phrog_14268	178	1.8e-79	257.6		tail assembly chaperone
MZ334520.1_23					phrog_12163	VOG04953	PHROG:phrog_12163	90	3.6e-42	135.9		tail assembly chaperone
MZ334520.1_24					phrog_14901	VOG14385	PHROG:phrog_14901	655	2.3e-281	927.1		tail length tape measure protein
MZ334520.1_25												Hypothetical
MZ334520.1_26												Hypothetical
MZ334520.1_27												Hypothetical
MZ334520.1_28												Hypothetical
MZ334520.1_29												Hypothetical
MZ334520.1_30			COG3299		phrog_6	VOG00521	VOG:VOG00521	405	1.1e-88	291.1		sp|P51767|BPJ_BPP2 Baseplate protein J
MZ334520.1_31												Hypothetical
MZ334520.1_32												Hypothetical
MZ334520.1_33					phrog_1160	VOG00207	PHROG:phrog_1160	225	1.5e-51	167.9		baseplate protein
MZ334520.1_34												Hypothetical
MZ334520.1_35												Hypothetical
MZ334520.1_36												Hypothetical
MZ334520.1_37												Hypothetical
MZ334520.1_38												Hypothetical
MZ334520.1_39												Hypothetical
MZ334520.1_40					phrog_7084	VOG14391	VOG:VOG14391	288	4e-129	422.0		REFSEQ hypothetical protein
MZ334520.1_41												Hypothetical
MZ334520.1_42	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	244	4.6e-62	203.6		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
MZ334520.1_43												Hypothetical
MZ334520.1_44												Hypothetical
MZ334520.1_45												Hypothetical
MZ334520.1_46	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	884	2.2e-172	567.5		DNA polymerase
MZ334520.1_47					phrog_13033	VOG14397	VOG:VOG14397	160	9.8e-28	89.1		REFSEQ hypothetical protein
MZ334520.1_48												Hypothetical
MZ334520.1_49												Hypothetical
MZ334520.1_50		K07028	COG0563		phrog_10255	VOG01544	PHROG:phrog_10255	252	3.1e-70	228.8		kinase
MZ334520.1_51												Hypothetical
MZ334520.1_52		K14819	COG2453		phrog_32716	VOG00099	PHROG:phrog_32716	150	5.5e-105	340.4		dual specificity phosphatase
MZ334520.1_53		K07465	COG2887		phrog_69	VOG00510	VOG:VOG00510	250	1.2e-13	43.4		sp|O64262|VG69_BPMD2 Gene 69 protein
MZ334520.1_54	K07451	K07451	COG3183		phrog_1271		PHROG:phrog_1271	218	2.9e-23	75.3		HNH endonuclease
MZ334520.1_55												Hypothetical
MZ334520.1_56												Hypothetical
MZ334520.1_57												Hypothetical
MZ334520.1_58												Hypothetical
MZ334520.1_59												Hypothetical
MZ334520.1_60					phrog_16395	VOG14395	VOG:VOG14395	129	9.5e-59	189.3		REFSEQ hypothetical protein
MZ334520.1_61					phrog_284	VOG02246	PHROG:phrog_284	421	6.9e-74	241.4		exonuclease
MZ334520.1_62												Hypothetical
MZ334520.1_63												Hypothetical
MZ334520.1_64												Hypothetical
MZ334520.1_65												Hypothetical
MZ334520.1_66												Hypothetical
MZ334520.1_67												Hypothetical
MZ334520.1_68					phrog_16114	VOG14402	VOG:VOG14402	148	2.5e-61	198.1		REFSEQ hypothetical protein
MZ334520.1_69					phrog_14797	VOG14401	VOG:VOG14401	201	1.5e-92	301.2		REFSEQ hypothetical protein
MZ334520.1_70					phrog_12980	VOG01567	PHROG:phrog_12980	163	9.6e-76	245.6		HNH endonuclease
MZ334520.1_71												Hypothetical
MZ334520.1_72			COG1948		phrog_3490	VOG01108	VOG:VOG01108	162	5.5e-46	149.7		sp|P0CAF6|VF364_ASFK5 ERCC4 domain-containing protein EP364R
MZ334520.1_73		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	388	4.9e-37	118.0		XerD:
MZ334520.1_74		K07317	COG0286, COG4096		phrog_2713, phrog_16674	VOG02372	KEGG:K07317	1007	3.1e-77	252.8	2.1.1.72	K07317; adenine-specific DNA-methyltransferase
MZ334520.1_75												Hypothetical
