	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000514.1_1	QGNH01000514.1	QGNH01000514.1	1	3	818	1	E																				0	False	F
QGNH01000514.1_2	QGNH01000514.1	QGNH01000514.1	2	1010	1444	1	E																				0	False	F
QGNH01000514.1_3	QGNH01000514.1	QGNH01000514.1	3	1526	2218	1	E																				0	False	F
QGNH01000514.1_4	QGNH01000514.1	QGNH01000514.1	4	2202	2801	1	D			YP_008771998.1	YP_008771998.1 HNH endonuclease [Bacillus phage Slash]	False	0.463	102.0	1.708e-23								NUMOD4 motif [PF07463.14]; HNH endonuclease [PF13392.9]	VOG00302	sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245; Xu	Xu	0	False	F
QGNH01000514.1_5	QGNH01000514.1	QGNH01000514.1	5	2798	6838	1	E																				0	False	F
QGNH01000514.1_6	QGNH01000514.1	QGNH01000514.1	6	6838	11007	1	E																				0	False	
QGNH01000514.1_7	QGNH01000514.1	QGNH01000514.1	7	11009	12499	1	D			YP_010741265.1	YP_010741265.1 lateral tail fiber protein [Escherichia phage PaulFeyerabend]	False	0.321	66.0	7.158e-10								Phage Tail Collar Domain [PF07484.15]				0	False	
QGNH01000514.1_8	QGNH01000514.1	QGNH01000514.1	8	12604	15963	1	D			YP_010754705.1	YP_010754705.1 minor tail protein [Streptomyces phage Ibantik]	False	0.54	64.0	5.41e-09								Pectate lyase superfamily protein [PF12708.10]				0	False	
QGNH01000514.1_9	QGNH01000514.1	QGNH01000514.1	9	16003	19542	1	E			YP_010670312.1	YP_010670312.1 regulator of chromosome condensation [Synechococcus phage S-SRM01]	False	0.213	94.0	8.153e-18									VOG00046	sp|Q9FN03|UVR8_ARATH Ultraviolet-B receptor UVR8; Xh	Xh	0	False	
QGNH01000514.1_10	QGNH01000514.1	QGNH01000514.1	10	19555	20451	1	E																				0	False	
QGNH01000514.1_11	QGNH01000514.1	QGNH01000514.1	11	20448	20813	1	E																				0	False	
QGNH01000514.1_12	QGNH01000514.1	QGNH01000514.1	12	20762	21079	1	E																				0	False	
QGNH01000514.1_13	QGNH01000514.1	QGNH01000514.1	13	21101	21313	1	E																				0	False	
QGNH01000514.1_14	QGNH01000514.1	QGNH01000514.1	14	21689	21973	1	E																				0	False	
QGNH01000514.1_15	QGNH01000514.1	QGNH01000514.1	15	21978	22607	1	E			YP_009788373.1	YP_009788373.1 HNH endonuclease [Enterococcus phage EFP01]	False	0.415	150.0	8.965e-40									VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000514.1_16	QGNH01000514.1	QGNH01000514.1	16	22650	23084	1	E																				0	False	
QGNH01000514.1_17	QGNH01000514.1	QGNH01000514.1	17	23226	23756	1	E																				0	False	
QGNH01000514.1_18	QGNH01000514.1	QGNH01000514.1	18	23775	24410	1	D																Domain of unknown function (DUF1906) [PF08924.14]				0	False	
QGNH01000514.1_19	QGNH01000514.1	QGNH01000514.1	19	25063	25335	1	E																				0	False	
QGNH01000514.1_20	QGNH01000514.1	QGNH01000514.1	20	25669	25959	1	E																				0	False	
QGNH01000514.1_21	QGNH01000514.1	QGNH01000514.1	21	25950	26180	1	E																				0	False	
