	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000093.1_1	QGNH01000093.1	QGNH01000093.1	1	1	333	1	E													0	False	F
QGNH01000093.1_2	QGNH01000093.1	QGNH01000093.1	2	334	624	1	E													0	False	F
QGNH01000093.1_3	QGNH01000093.1	QGNH01000093.1	3	621	854	1	E													0	False	F
QGNH01000093.1_4	QGNH01000093.1	QGNH01000093.1	4	977	1687	-1	E													0	False	F
QGNH01000093.1_5	QGNH01000093.1	QGNH01000093.1	5	1704	1880	1	E													0	False	F
QGNH01000093.1_6	QGNH01000093.1	QGNH01000093.1	6	1881	2348	1	E													0	False	F
QGNH01000093.1_7	QGNH01000093.1	QGNH01000093.1	7	2350	5742	1	C	K06919	putative DNA primase/helicase	YP_001469197.1	YP_001469197.1 DNA primase [Streptococcus phage P9]	False	0.223	91.0	4.012e-17	D5 N terminal like [PF08706.14]; Family of unknown function (DUF5906) [PF19263.2]	VOG00138	sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206; Xh	Xh	1	False	F
QGNH01000093.1_8	QGNH01000093.1	QGNH01000093.1	8	5809	5955	1	E													0	False	
QGNH01000093.1_9	QGNH01000093.1	QGNH01000093.1	9	5956	6480	1	E													0	False	
QGNH01000093.1_10	QGNH01000093.1	QGNH01000093.1	10	6461	7213	1	D			YP_004322538.1	YP_004322538.1 terminase large subunit [Prochlorococcus phage P-HM1]	False	0.232	74.0	1.44e-13	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase large subunit, ATPase domain [PF03354.18]	VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xr;Xh	0	False	V
QGNH01000093.1_11	QGNH01000093.1	QGNH01000093.1	11	7254	7865	1	E													0	False	
QGNH01000093.1_12	QGNH01000093.1	QGNH01000093.1	12	7889	8149	1	E													0	False	
QGNH01000093.1_13	QGNH01000093.1	QGNH01000093.1	13	8236	8400	1	E													0	False	
QGNH01000093.1_14	QGNH01000093.1	QGNH01000093.1	14	8418	8558	1	E													0	False	
QGNH01000093.1_15	QGNH01000093.1	QGNH01000093.1	15	8564	9124	1	E													0	False	
QGNH01000093.1_16	QGNH01000093.1	QGNH01000093.1	16	9503	11665	-1	E													0	False	F
QGNH01000093.1_17	QGNH01000093.1	QGNH01000093.1	17	11812	12165	1	E													0	False	F
QGNH01000093.1_18	QGNH01000093.1	QGNH01000093.1	18	12211	12696	1	E													0	False	F
QGNH01000093.1_19	QGNH01000093.1	QGNH01000093.1	19	13274	13819	-1	E													0	False	F
QGNH01000093.1_20	QGNH01000093.1	QGNH01000093.1	20	13840	14031	-1	E													0	False	F
