	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000002.1_1	QGNH01000002.1	QGNH01000002.1	1	1	123	-1	E													0	False	F
QGNH01000002.1_2	QGNH01000002.1	QGNH01000002.1	2	287	1042	-1	E													0	False	F
QGNH01000002.1_3	QGNH01000002.1	QGNH01000002.1	3	1079	1570	-1	E													1	False	F
QGNH01000002.1_4	QGNH01000002.1	QGNH01000002.1	4	1554	2030	-1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]	YP_009215574.1	YP_009215574.1 RusA-like Holliday junction resolvase [Mycobacterium phage Murucutumbu]	False	0.381	81.0	6.531e-17	Endodeoxyribonuclease RusA [PF05866.14]				0	False	F
QGNH01000002.1_5	QGNH01000002.1	QGNH01000002.1	5	2018	2488	-1	E													0	False	F
QGNH01000002.1_6	QGNH01000002.1	QGNH01000002.1	6	3438	3884	-1	D									Response regulator receiver domain [PF00072.27]				0	False	F
QGNH01000002.1_7	QGNH01000002.1	QGNH01000002.1	7	3854	4267	-1	E													0	False	F
QGNH01000002.1_8	QGNH01000002.1	QGNH01000002.1	8	4264	4482	-1	D									Protein of unknown function (DUF5131) [PF07505.14]				0	False	F
QGNH01000002.1_9	QGNH01000002.1	QGNH01000002.1	9	4621	5295	-1	E										VOG03457	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000002.1_10	QGNH01000002.1	QGNH01000002.1	10	5311	5517	-1	E													0	False	
QGNH01000002.1_11	QGNH01000002.1	QGNH01000002.1	11	5520	5714	-1	E													0	False	
QGNH01000002.1_12	QGNH01000002.1	QGNH01000002.1	12	5818	6066	-1	E													0	False	
QGNH01000002.1_13	QGNH01000002.1	QGNH01000002.1	13	6200	6382	1	E													0	False	
QGNH01000002.1_14	QGNH01000002.1	QGNH01000002.1	14	6383	7585	1	D			YP_007673350.1	YP_007673350.1 DNA methyltransferase [Psychrobacter phage pOW20-A]	False	0.318	177.0	1.6130000000000002e-46	DNA methylase [PF01555.21]	VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xp;Xh	0	False	
QGNH01000002.1_15	QGNH01000002.1	QGNH01000002.1	15	7611	8030	1	E													0	False	
QGNH01000002.1_16	QGNH01000002.1	QGNH01000002.1	16	9019	10227	1	D			YP_010656397.1	YP_010656397.1 terminase large subunit [Arthrobacter phage SilentRX]	False	0.482	251.0	1.324e-71	Terminase RNaseH-like domain [PF17289.5]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Intein splicing domain [PF14890.9]				0	False	
QGNH01000002.1_17	QGNH01000002.1	QGNH01000002.1	17	10235	10486	1	E													0	False	
QGNH01000002.1_18	QGNH01000002.1	QGNH01000002.1	18	10483	10668	1	E													0	False	
QGNH01000002.1_19	QGNH01000002.1	QGNH01000002.1	19	10658	10999	1	E													0	False	
QGNH01000002.1_20	QGNH01000002.1	QGNH01000002.1	20	10999	11289	1	E													0	False	
QGNH01000002.1_21	QGNH01000002.1	QGNH01000002.1	21	11286	11519	1	E													0	False	
QGNH01000002.1_22	QGNH01000002.1	QGNH01000002.1	22	11513	11692	1	E													0	False	
QGNH01000002.1_23	QGNH01000002.1	QGNH01000002.1	23	11692	11877	1	E													0	False	
QGNH01000002.1_24	QGNH01000002.1	QGNH01000002.1	24	12034	12303	1	E													0	False	
QGNH01000002.1_25	QGNH01000002.1	QGNH01000002.1	25	12282	12608	1	E													0	False	
QGNH01000002.1_26	QGNH01000002.1	QGNH01000002.1	26	12661	14997	1	D			YP_006546302.1	YP_006546302.1 portal protein [Thermoanaerobacterium phage THSA-485A]	False	0.294	190.0	9.969e-48	Phage portal protein [PF04860.15]; Phage Mu protein F like protein [PF04233.17]	VOG00441	sp|P32271|Y06L_BPT4 Uncharacterized 17.7 kDa protein in e-segB intergenic region; Xu	Xu	0	False	
QGNH01000002.1_27	QGNH01000002.1	QGNH01000002.1	27	14998	15294	1	E													0	False	
QGNH01000002.1_28	QGNH01000002.1	QGNH01000002.1	28	15287	15475	1	E													0	False	
QGNH01000002.1_29	QGNH01000002.1	QGNH01000002.1	29	15472	15720	1	E													0	False	F
QGNH01000002.1_30	QGNH01000002.1	QGNH01000002.1	30	15707	16054	1	E													0	False	F
QGNH01000002.1_31	QGNH01000002.1	QGNH01000002.1	31	16096	16566	1	E													0	False	F
QGNH01000002.1_32	QGNH01000002.1	QGNH01000002.1	32	16575	18101	1	D			YP_006546301.1	YP_006546301.1 hypothetical protein Tsac_2860 [Thermoanaerobacterium phage THSA-485A]	False	0.215	81.0	1.354e-14	Family of unknown function (DUF6582) [PF20223.1]				0	False	F
QGNH01000002.1_33	QGNH01000002.1	QGNH01000002.1	33	18205	19974	1	E										VOG10791	REFSEQ major capsid protein; Xu	Xu	0	False	F
QGNH01000002.1_34	QGNH01000002.1	QGNH01000002.1	34	20077	20232	1	E													0	False	F
QGNH01000002.1_35	QGNH01000002.1	QGNH01000002.1	35	20327	20533	1	E													0	False	F
