	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001775.1_1	QGNH01001775.1	QGNH01001775.1	1	1	3942	1	D			YP_010665171.1	YP_010665171.1 DarB-like antirestriction [Ochrobactrum phage POI1126]	True	0.273	400.0	3.9019999999999997e-112	Large polyvalent protein associated domain 39 [PF18858.4]					VOG00214	sp|A7IY64|ISAA_STAXY Probable transglycosylase IsaA; Xh	Xh	0	False	F
QGNH01001775.1_2	QGNH01001775.1	QGNH01001775.1	2	3939	4571	1	C	K03791	putative chitinase	YP_009277044.1	YP_009277044.1 endolysin [Ralstonia phage RSP15]	False	0.402	141.0	6.728e-37	Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm				0	False	F
QGNH01001775.1_3	QGNH01001775.1	QGNH01001775.1	3	4568	4849	1	E																	0	False	F
QGNH01001775.1_4	QGNH01001775.1	QGNH01001775.1	4	4846	5286	1	E																	0	False	F
QGNH01001775.1_5	QGNH01001775.1	QGNH01001775.1	5	5367	5972	-1	E														VOG00301	REFSEQ peptidase HslV family; Xu	Xu	0	False	
QGNH01001775.1_6	QGNH01001775.1	QGNH01001775.1	6	5915	6151	-1	E																	0	False	
QGNH01001775.1_7	QGNH01001775.1	QGNH01001775.1	7	6148	7548	-1	D			YP_003347382.1	YP_003347382.1 DNA helicase [Enterococcus phage phiFL4A]	False	0.437	347.0	1.6500000000000002e-103	SNF2-related domain [PF00176.26]; Type III restriction enzyme, res subunit [PF04851.18]					VOG00205	sp|Q9T1Q7|VP41_BPAPS Putative protein p41; Xu	Xu	0	False	F
QGNH01001775.1_8	QGNH01001775.1	QGNH01001775.1	8	7536	7826	-1	E			YP_009999784.1	YP_009999784.1 endonuclease [Salmonella phage SAP012]	False	0.559	91.0	2.839e-21						VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	F
QGNH01001775.1_9	QGNH01001775.1	QGNH01001775.1	9	7823	8269	-1	E			NP_945097.1	NP_945097.1 Mom-like DNA modification protein [Burkholderia phage phi1026b]	False	0.447	117.0	1.246e-29						VOG04476	sp|P06018|MOM_BPMU Methylcarbamoylase mom; XhXp	Xh;Xp	0	False	F
QGNH01001775.1_10	QGNH01001775.1	QGNH01001775.1	10	8266	10221	-1	C	K02334	DNA polymerase bacteriophage-type [EC:2.7.7.7]	YP_009823334.1	YP_009823334.1 DNA polymerase [Staphylococcus phage vB_SpsS_QT1]	False	0.32	323.0	8.342e-93	DNA polymerase family A [PF00476.23]					VOG00693	sp|P06225|DPOL_BPSP2 DNA polymerase; XhXr	Xr;Xh	0	False	VF
QGNH01001775.1_11	QGNH01001775.1	QGNH01001775.1	11	10344	10943	-1	D			NP_958709.1	NP_958709.1 Gp2.5-like ssDNA binding protein and ssDNA annealing protein [Bordetella phage BPP-1]	False	0.441	139.0	2.127e-36	Protein of unknown function (DUF2815) [PF10991.11]					VOG00262	sp|P20313|SSB_BPT3 Single-stranded DNA-binding protein; Xr	Xr	0	False	VF
QGNH01001775.1_12	QGNH01001775.1	QGNH01001775.1	12	10959	11534	-1	D			YP_002308553.1	YP_002308553.1 exonuclease [Bacteriophage APSE-2]	False	0.325	100.0	8.483e-23	Protein of unknown function (DUF2800) [PF10926.11]								0	False	F
