	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001391.1_1	QGNH01001391.1	QGNH01001391.1	1	2	1039	-1	E											0	False	F
QGNH01001391.1_2	QGNH01001391.1	QGNH01001391.1	2	1036	3837	-1	E	YP_009220196.1	YP_009220196.1 internal virion protein [Synechococcus phage S-CBP42]	False	0.191	99.0	1.204e-19		VOG01703	REFSEQ internal virion protein; Xu	Xu	0	False	F
QGNH01001391.1_3	QGNH01001391.1	QGNH01001391.1	3	3923	4111	-1	E											0	False	F
QGNH01001391.1_4	QGNH01001391.1	QGNH01001391.1	4	4104	5759	-1	E											0	False	F
QGNH01001391.1_5	QGNH01001391.1	QGNH01001391.1	5	5759	7468	-1	E											0	False	
QGNH01001391.1_6	QGNH01001391.1	QGNH01001391.1	6	7468	7974	-1	E											0	False	
QGNH01001391.1_7	QGNH01001391.1	QGNH01001391.1	7	7975	10533	-1	D	YP_009020989.1	YP_009020989.1 tail protein [Dunaliella viridis virus SI2]	False	0.24	184.0	6.9050000000000006e-46	F5/8 type C domain [PF00754.28]				0	False	
QGNH01001391.1_8	QGNH01001391.1	QGNH01001391.1	8	10533	11153	-1	E											0	False	
QGNH01001391.1_9	QGNH01001391.1	QGNH01001391.1	9	11153	11800	-1	E	YP_006557.1	YP_006557.1 glycosyltransferase [Escherichia phage P1]	False	0.357	128.0	4.603e-32		VOG09435	REFSEQ glycosyltransferase; Xu	Xu	0	False	
QGNH01001391.1_10	QGNH01001391.1	QGNH01001391.1	10	11764	12324	-1	D	YP_009778468.1	YP_009778468.1 DNA methyltransferase [Synechococcus phage ACG-2014f_Syn7803C8]	False	0.318	81.0	2.208e-16	Methyltransferase domain [PF13578.9]; Macrocin-O-methyltransferase (TylF) [PF05711.14]	VOG09710	sp|Q5UPK3|YR132_MIMIV Uncharacterized protein R132; Xu	Xu	0	False	
QGNH01001391.1_11	QGNH01001391.1	QGNH01001391.1	11	12420	12755	-1	E											0	False	
QGNH01001391.1_12	QGNH01001391.1	QGNH01001391.1	12	12765	13040	-1	E											0	False	
QGNH01001391.1_13	QGNH01001391.1	QGNH01001391.1	13	13050	13262	-1	E											0	False	
QGNH01001391.1_14	QGNH01001391.1	QGNH01001391.1	14	13272	13490	-1	E											0	False	
QGNH01001391.1_15	QGNH01001391.1	QGNH01001391.1	15	13492	14127	-1	E											0	False	
QGNH01001391.1_16	QGNH01001391.1	QGNH01001391.1	16	14133	14309	-1	E											0	False	
QGNH01001391.1_17	QGNH01001391.1	QGNH01001391.1	17	14306	15814	-1	E											0	False	
QGNH01001391.1_18	QGNH01001391.1	QGNH01001391.1	18	15811	17736	-1	D							Chaperone of endosialidase [PF13884.9]				0	False	
QGNH01001391.1_19	QGNH01001391.1	QGNH01001391.1	19	17743	18075	-1	E											0	False	
QGNH01001391.1_20	QGNH01001391.1	QGNH01001391.1	20	18345	18611	-1	E											0	False	
QGNH01001391.1_21	QGNH01001391.1	QGNH01001391.1	21	18674	18985	-1	E											0	False	
QGNH01001391.1_22	QGNH01001391.1	QGNH01001391.1	22	19047	19922	-1	D	YP_009020986.1	YP_009020986.1 major head protein [Dunaliella viridis virus SI2]	False	0.385	183.0	9.677000000000001e-50	Phage capsid protein [PF19821.2]	VOG00529	sp|P19727|CAPSB_BPT7 Minor capsid protein; XrXs	Xr;Xs	0	False	V
QGNH01001391.1_23	QGNH01001391.1	QGNH01001391.1	23	20118	21428	-1	E											0	False	
QGNH01001391.1_24	QGNH01001391.1	QGNH01001391.1	24	21433	21825	-1	E											0	False	
QGNH01001391.1_25	QGNH01001391.1	QGNH01001391.1	25	21829	22854	-1	E											0	False	
QGNH01001391.1_26	QGNH01001391.1	QGNH01001391.1	26	22863	23150	-1	E											0	False	
QGNH01001391.1_27	QGNH01001391.1	QGNH01001391.1	27	23210	24874	-1	D	YP_007011112.1	YP_007011112.1 head-tail adaptor [Liberibacter phage SC2]	False	0.164	62.0	1.065e-08	Bacteriophage head to tail connecting protein [PF12236.11]	VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	V
QGNH01001391.1_28	QGNH01001391.1	QGNH01001391.1	28	24871	25257	-1	E											0	False	F
QGNH01001391.1_29	QGNH01001391.1	QGNH01001391.1	29	25259	25702	-1	E											0	False	F
QGNH01001391.1_30	QGNH01001391.1	QGNH01001391.1	30	25699	27228	-1	E	YP_009800690.1	YP_009800690.1 TerL [Burkholderia phage vB_BmuP_KL4]	True	0.451	377.0	2.919e-113		VOG00230	sp|O31952|YONF_BACSU SPbeta prophage-derived uncharacterized protein YonF; Xu	Xu	0	False	F
QGNH01001391.1_31	QGNH01001391.1	QGNH01001391.1	31	27221	27796	-1	E											0	False	F
QGNH01001391.1_32	QGNH01001391.1	QGNH01001391.1	32	27793	28488	-1	E											0	False	F
QGNH01001391.1_33	QGNH01001391.1	QGNH01001391.1	33	28555	28887	-1	E											0	False	F
QGNH01001391.1_34	QGNH01001391.1	QGNH01001391.1	34	28896	29255	-1	E											0	False	F
QGNH01001391.1_35	QGNH01001391.1	QGNH01001391.1	35	29266	29490	-1	E											0	False	F
