	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334524_MZ334524.1_1	MZ334524	MZ334524.1	1	1	102	1	E											0
MZ334524_MZ334524.1_2	MZ334524	MZ334524.1	2	822	1130	-1	E											0
MZ334524_MZ334524.1_3	MZ334524	MZ334524.1	3	1201	1446	-1	E											0
MZ334524_MZ334524.1_4	MZ334524	MZ334524.1	4	1436	1699	-1	E											0
MZ334524_MZ334524.1_5	MZ334524	MZ334524.1	5	1742	2050	-1	E											0
MZ334524_MZ334524.1_6	MZ334524	MZ334524.1	6	2116	2379	-1	D										Domain of unknown function (DUF5049) [PF16468.8]	0
MZ334524_MZ334524.1_7	MZ334524	MZ334524.1	7	2376	2531	-1	E											0
MZ334524_MZ334524.1_8	MZ334524	MZ334524.1	8	2531	2779	-1	E											0
MZ334524_MZ334524.1_9	MZ334524	MZ334524.1	9	2772	2888	-1	E											0
MZ334524_MZ334524.1_10	MZ334524	MZ334524.1	10	2881	3177	-1	E											0
MZ334524_MZ334524.1_11	MZ334524	MZ334524.1	11	3259	3444	-1	E											0
MZ334524_MZ334524.1_12	MZ334524	MZ334524.1	12	3441	3695	-1	E											0
MZ334524_MZ334524.1_13	MZ334524	MZ334524.1	13	3688	3885	-1	E											0
MZ334524_MZ334524.1_14	MZ334524	MZ334524.1	14	3885	4370	-1	E											0
MZ334524_MZ334524.1_15	MZ334524	MZ334524.1	15	4459	4656	-1	E											0
MZ334524_MZ334524.1_16	MZ334524	MZ334524.1	16	4658	4810	-1	E											0
MZ334524_MZ334524.1_17	MZ334524	MZ334524.1	17	4830	5009	-1	E											0
MZ334524_MZ334524.1_18	MZ334524	MZ334524.1	18	5006	5143	-1	E											0
MZ334524_MZ334524.1_19	MZ334524	MZ334524.1	19	5136	5324	-1	E											0
