	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_019928_1	NC_019928	NC_019928	1	138	404	1	E			YP_007237621.1	YP_007237621.1 hypothetical protein G181_gp01 [Helicobacter phage KHP30]	False	0.871	162.0	3.466e-46		VOG09450	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019928_2	NC_019928	NC_019928	2	404	1528	1	C	K14059	integrase	YP_007237622.1	YP_007237622.1 integrase [Helicobacter phage KHP30]	True	0.928	728.0	4.89e-237	Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
NC_019928_3	NC_019928	NC_019928	3	1525	1767	1	E			YP_007237623.1	YP_007237623.1 hypothetical protein G181_gp03 [Helicobacter phage KHP30]	False	0.942	160.0	6.0310000000000006e-46		VOG09453	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019928_4	NC_019928	NC_019928	4	1764	2072	1	E			YP_007237624.1	YP_007237624.1 segregation and condensation complex subunit ScpB [Helicobacter phage KHP30]	False	0.965	209.0	1.661e-62		VOG09451	REFSEQ segregation and condensation complex subunit ScpB; Xu	Xu	0	False	F
NC_019928_5	NC_019928	NC_019928	5	2069	3037	1	E			YP_007237625.1	YP_007237625.1 replication initiation protein [Helicobacter phage KHP30]	True	0.956	649.0	1.385e-210					0	False	F
NC_019928_6	NC_019928	NC_019928	6	3235	3501	1	E			YP_007237627.1	YP_007237627.1 DNA helicase [Helicobacter phage KHP30]	False	0.881	164.0	7.126e-47		VOG09454	REFSEQ DNA helicase; Xu	Xu	0	False	F
NC_019928_7	NC_019928	NC_019928	7	3512	4678	1	D			YP_007237628.1	YP_007237628.1 helicase DnaB [Helicobacter phage KHP30]	True	0.957	782.0	1.685e-255	KaiC [PF06745.16]; DnaB-like helicase C terminal domain [PF03796.18]; Rad51 [PF08423.14]	VOG04632	REFSEQ helicase DnaB; Xu	Xu	0	False	F
NC_019928_8	NC_019928	NC_019928	8	4697	6280	1	C	K02316	DNA primase [EC:2.7.7.101]	YP_007237629.1	YP_007237629.1 DNA primase [Helicobacter phage KHP30]	True	0.968	1075.0	0.0	CHC2 zinc finger [PF01807.23]; DNA primase catalytic core, N-terminal domain [PF08275.14]; Toprim-like [PF13155.9]; Toprim domain [PF13662.9]	VOG00229	sp|P04520|PRIM_BPT4 DNA primase; XhXr	Xh;Xr	0	False	VF
NC_019928_9	NC_019928	NC_019928	9	6267	7922	1	E			YP_007237630.1	YP_007237630.1 hypothetical protein G181_gp10 [Helicobacter phage KHP30]	True	0.906	1044.0	0.0		VOG09455	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_019928_10	NC_019928	NC_019928	10	7994	12895	1	D			YP_007237631.1	YP_007237631.1 hypothetical protein G181_gp11 [Helicobacter phage KHP30]	True	0.908	3096.0	0.0	Protein of unknown function (DUF3519) [PF12033.11]; ddrB-like ParB superfamily domain [PF18763.4]; phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease3 [PF18812.4]	VOG09456	REFSEQ DUF3519 domain-containing protein; Xu	Xu	0	False	
