	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_019411_1	NC_019411	NC_019411	1	3	779	1	D			YP_007001272.1	YP_007001272.1 terminase large subunit [Caulobacter phage CcrSwift]	False	0.982	536.0	9.684e-173								Terminase RNaseH-like domain [PF17289.5]								0	False	F
NC_019411_2	NC_019411	NC_019411	2	1026	1217	1	E			YP_006989734.1	YP_006989734.1 hypothetical protein D870_gp001 [Caulobacter phage CcrSwift]	False	0.984	133.0	7.889e-37																0	False	F
NC_019411_3	NC_019411	NC_019411	3	1301	1549	1	E			YP_006989735.1	YP_006989735.1 hypothetical protein D870_gp002 [Caulobacter phage CcrSwift]	False	0.985	173.0	3.662e-50													VOG13548	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019411_4	NC_019411	NC_019411	4	1602	1745	-1	E																								0	False	F
NC_019411_5	NC_019411	NC_019411	5	2276	2533	-1	E			YP_006989737.1	YP_006989737.1 hypothetical protein D870_gp004 [Caulobacter phage CcrSwift]	False	0.999	182.0	2.9419999999999997e-53													VOG13475	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019411_6	NC_019411	NC_019411	6	2706	2894	1	E			YP_006989738.1	YP_006989738.1 hypothetical protein D870_gp005 [Caulobacter phage CcrSwift]	False	1.0	136.0	8.163e-38													VOG13552	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019411_7	NC_019411	NC_019411	7	2956	3495	1	E			YP_006989739.1	YP_006989739.1 hypothetical protein D870_gp006 [Caulobacter phage CcrSwift]	True	0.97	368.0	5.095e-116													VOG22637	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019411_8	NC_019411	NC_019411	8	3492	3686	1	E			YP_006989037.1	YP_006989037.1 hypothetical protein D869_gp008 [Caulobacter phage CcrRogue]	False	0.963	132.0	2.147e-36													VOG13472	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019411_9	NC_019411	NC_019411	9	3796	4314	1	E			YP_006989038.1	YP_006989038.1 hypothetical protein D869_gp009 [Caulobacter phage CcrRogue]	True	1.0	371.0	4.003e-117													VOG08312	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019411_10	NC_019411	NC_019411	10	4407	5159	1	E			YP_006989742.1	YP_006989742.1 hypothetical protein D870_gp009 [Caulobacter phage CcrSwift]	True	0.97	476.0	5.91e-152													VOG35829	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019411_11	NC_019411	NC_019411	11	5290	5910	1	E			YP_006989743.1	YP_006989743.1 hypothetical protein D870_gp010 [Caulobacter phage CcrSwift]	True	0.97	423.0	1.666e-134													VOG10473	REFSEQ hypothetical protein; Xu	Xu	0	False	
