	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
MN901521.1_1	MN901521	MN901521.1	1	2	286	1	E																				0	False	F
MN901521.1_2	MN901521	MN901521.1	2	454	912	-1	D			YP_010355951.1	YP_010355951.1 HalOD1 domain protein [Halorubrum virus Serpecor1]	False	1.0	332.0	3.016e-104								Halobacterial output domain 1 [PF18545.4]	VOG23910	REFSEQ HalOD1 domain-containing protein; Xu	Xu	0	False	F
MN901521.1_3	MN901521	MN901521.1	3	1273	2049	1	E			YP_010355952.1	YP_010355952.1 terminase small subunit [Halorubrum virus Serpecor1]	True	0.959	522.0	6.003e-168									VOG05559	REFSEQ terminase small subunit; Xu	Xu	0	False	F
MN901521.1_4	MN901521	MN901521.1	4	2042	2305	1	E			YP_010355953.1	YP_010355953.1 hypothetical protein M1M18_gp003 [Halorubrum virus Serpecor1]	False	0.974	181.0	6.1169999999999995e-53									VOG04981	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MN901521.1_5	MN901521	MN901521.1	5	2416	2523	1	E			YP_010355955.1	YP_010355955.1 hypothetical protein M1M18_gp005 [Halorubrum virus Serpecor1]	False	0.908	69.0	5.358e-15									VOG23911	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MN901521.1_6	MN901521	MN901521.1	6	2526	2720	1	E			YP_010355956.1	YP_010355956.1 hypothetical protein M1M18_gp006 [Halorubrum virus Serpecor1]	False	1.0	139.0	5.224e-39									VOG23913	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MN901521.1_7	MN901521	MN901521.1	7	2757	2963	1	E			YP_010355957.1	YP_010355957.1 hypothetical protein M1M18_gp007 [Halorubrum virus Serpecor1]	False	1.0	149.0	3.203e-42									VOG23914	REFSEQ hypothetical protein; Xu	Xu	0	False	F
MN901521.1_8	MN901521	MN901521.1	8	3056	4747	1	E			YP_010355958.1	YP_010355958.1 large subunit terminase TerL [Halorubrum virus Serpecor1]	True	0.947	1122.0	0.0									VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
MN901521.1_9	MN901521	MN901521.1	9	4762	6201	1	E			YP_010355959.1	YP_010355959.1 portal protein [Halorubrum virus Serpecor1]	True	0.956	964.0	9.907e-317									VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	F
MN901521.1_10	MN901521	MN901521.1	10	6201	6491	1	E			YP_010355960.1	YP_010355960.1 hypothetical protein M1M18_gp124 [Halorubrum virus Serpecor1]	False	0.9	183.0	2.6889999999999997e-53									VOG23915	REFSEQ hypothetical protein; Xu	Xu	0	False	
MN901521.1_11	MN901521	MN901521.1	11	6488	7255	1	E			YP_010355961.1	YP_010355961.1 head maturation protease [Halorubrum virus Serpecor1]	True	0.975	526.0	3.052e-169									VOG14382	REFSEQ head maturation protease; Xu	Xu	0	False	
MN901521.1_12	MN901521	MN901521.1	12	7262	7690	1	E			YP_010355962.1	YP_010355962.1 hypothetical protein M1M18_gp122 [Halorubrum virus Serpecor1]	False	0.877	261.0	1.221e-79												0	False	
MN901521.1_13	MN901521	MN901521.1	13	7714	8229	1	E			YP_010355963.1	YP_010355963.1 hypothetical protein M1M18_gp121 [Halorubrum virus Serpecor1]	True	0.974	353.0	5.605e-111									VOG14381	REFSEQ hypothetical protein; Xu	Xu	0	False	
MN901521.1_14	MN901521	MN901521.1	14	8271	9227	1	E			YP_010355964.1	YP_010355964.1 major head protein [Halorubrum virus Serpecor1]	True	0.975	655.0	1.0160000000000001e-212									VOG01973	REFSEQ major head protein; Xu	Xu	0	False	
MN901521.1_15	MN901521	MN901521.1	15	9273	9713	1	E			YP_010355965.1	YP_010355965.1 hypothetical protein M1M18_gp119 [Halorubrum virus Serpecor1]	False	0.942	291.0	7.695e-90									VOG14383	REFSEQ hypothetical protein; Xu	Xu	0	False	
MN901521.1_16	MN901521	MN901521.1	16	9716	10051	1	E			YP_010355966.1	YP_010355966.1 head connector protein Hco [Halorubrum virus Serpecor1]	False	1.0	239.0	1.801e-72									VOG00125	REFSEQ head closure Hc1; Xu	Xu	0	False	
MN901521.1_17	MN901521	MN901521.1	17	10054	13167	1	E			YP_010355967.1	YP_010355967.1 hypothetical protein M1M18_gp117 [Halorubrum virus Serpecor1]	True	0.973	2127.0	0.0									VOG23916	REFSEQ hypothetical protein; Xu	Xu	0	False	
MN901521.1_18	MN901521	MN901521.1	18	13169	13390	1	E			YP_010355968.1	YP_010355968.1 hypothetical protein M1M18_gp116 [Halorubrum virus Serpecor1]	False	1.0	162.0	1.198e-46									VOG05018	REFSEQ hypothetical protein; Xu	Xu	0	False	
MN901521.1_19	MN901521	MN901521.1	19	13428	13934	1	E			YP_010355969.1	YP_010355969.1 tail tube protein [Halorubrum virus Serpecor1]	False	0.967	344.0	5.0270000000000004e-108									VOG04913	REFSEQ tail tube protein; Xu	Xu	0	False	
MN901521.1_20	MN901521	MN901521.1	20	13943	15235	1	E			YP_010355970.1	YP_010355970.1 tail sheath [Halorubrum virus Serpecor1]	True	0.919	828.0	1.6010000000000002e-270									VOG01001	sp|P85225|VPN1_BPPHE Putative tail sheath protein; Xs	Xs	0	False	V
MN901521.1_21	MN901521	MN901521.1	21	15264	15806	1	E			YP_010355971.1	YP_010355971.1 tail tube protein [Halorubrum virus Serpecor1]	False	0.907	343.0	2.294e-107									VOG14384	REFSEQ tail tube protein; Xu	Xu	0	False	
MN901521.1_22	MN901521	MN901521.1	22	15862	16332	1	E			YP_010355972.1	YP_010355972.1 tail assembly chaperone [Halorubrum virus Serpecor1]	False	0.916	301.0	3.385e-93									VOG04953	REFSEQ tail assembly chaperone; Xu	Xu	0	False	
