	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_054982_1	NC_054982	NC_054982	1	61	1110	1	D			YP_010079907.1	YP_010079907.1 integrase [Staphylococcus phage Henu2]	True	0.946	695	6.524e-226								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
NC_054982_2	NC_054982	NC_054982	2	1561	1764	-1	E			YP_010080023.1	YP_010080023.1 hypothetical protein KMC70_gp02 [Staphylococcus phage Sebago]	False	0.945	109	1.751e-28																0	False	F
NC_054982_3	NC_054982	NC_054982	3	2308	3753	-1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	YP_010080026.1	YP_010080026.1 endolysin [Staphylococcus phage Sebago]	True	1.0	1031	0.0	MER0287265	C51	MER0287265 - D-alanyl-glycyl peptidase (staphylococcal phage phi11-type) (Staphylococcus aureus) [C51.001]#C51#{peptidase unit: 1-126}~source YP_005754833~	False	0.995	267.0	1.335e-75	Bacterial SH3 domain [PF08460.13]; N-acetylmuramoyl-L-alanine amidase [PF01510.28]; CHAP domain [PF05257.19]					VOG02367	sp|P24556|LYTA_STAAU Autolysin; Xh	Xh	0	False	PF
NC_054982_4	NC_054982	NC_054982	4	3734	4171	-1	D			YP_010080027.1	YP_010080027.1 holin [Staphylococcus phage Sebago]	False	0.914	279	6.944e-86								Bacteriophage holin [PF04531.16]					VOG02605	REFSEQ holin; Xu	Xu	0	False	F
NC_054982_5	NC_054982	NC_054982	5	4227	6821	-1	D			YP_010080028.1	YP_010080028.1 tail fiber protein [Staphylococcus phage Sebago]	True	0.948	1720	0.0								BppU N-terminal domain [PF10651.12]; GDSL-like Lipase/Acylhydrolase family [PF13472.9]					VOG02140	REFSEQ tail fiber protein; Xu	Xu	0	False	F
NC_054982_6	NC_054982	NC_054982	6	6834	8708	-1	D			YP_010080029.1	YP_010080029.1 tail associated cell-wall hydrolase [Staphylococcus phage Sebago]	True	0.991	1307	0.0	MER0118933	C51	MER0118933 - family C51 unassigned peptidases () [C51.UPW]#C51#{peptidase unit: 7-133}~source AAX91500~	False	1.0	280.0	3.2060000000000004e-78	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]; CHAP domain [PF05257.19]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	3.2.1.17,3.2.1.96,3.2.1.-	GH73.hmm	VOG12966	REFSEQ endolysin; Xu	Xu	0	False	MKP
NC_054982_7	NC_054982	NC_054982	7	8845	9144	-1	D			YP_010080031.1	YP_010080031.1 DUF2951 family protein [Staphylococcus phage Sebago]	False	0.909	190	5.583e-56								Protein of unknown function (DUF2951) [PF11166.11]					VOG12452	REFSEQ DUF2951 domain-containing protein; Xu	Xu	0	False	
NC_054982_8	NC_054982	NC_054982	8	9185	9352	-1	D			YP_001004322.1	YP_001004322.1 hypothetical protein phiETA2_gp62 [Staphylococcus phage phiETA2]	False	1.0	120	1.822e-32								Phage uncharacterised protein (Phage_XkdX) [PF09693.13]					VOG00187	sp|O31968|YOMP_BACSU SPbeta prophage-derived uncharacterized protein YomP; Xu	Xu	0	False	
NC_054982_9	NC_054982	NC_054982	9	9368	9745	-1	D			YP_010080033.1	YP_010080033.1 tail fiber protein [Staphylococcus phage Sebago]	False	0.919	243	1.51e-73								Protein of unknown function (DUF2977) [PF11192.11]					VOG12451	REFSEQ tail fiber protein; Xu	Xu	0	False	
NC_054982_10	NC_054982	NC_054982	10	9745	11568	-1	D			YP_010080034.1	YP_010080034.1 baseplate upper protein [Staphylococcus phage Sebago]	True	0.947	1208	0.0								BppU N-terminal domain [PF10651.12]					VOG11813	REFSEQ BppU family baseplate upper protein; Xu	Xu	0	False	
