	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001518.1_1	QGNH01001518.1	QGNH01001518.1	1	211	1365	-1	E			YP_009807310.1	YP_009807310.1 hypothetical protein HOT76_gp31 [Eggerthella phage PMBT5]	False	0.25	72.0	4.431e-12		VOG22601	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001518.1_2	QGNH01001518.1	QGNH01001518.1	2	1362	1547	-1	E													0	False	F
QGNH01001518.1_3	QGNH01001518.1	QGNH01001518.1	3	1547	1711	-1	E													1	False	F
QGNH01001518.1_4	QGNH01001518.1	QGNH01001518.1	4	1708	1869	-1	E													0	False	F
QGNH01001518.1_5	QGNH01001518.1	QGNH01001518.1	5	1869	2078	-1	E													0	False	F
QGNH01001518.1_6	QGNH01001518.1	QGNH01001518.1	6	2078	2251	-1	E													0	False	F
QGNH01001518.1_7	QGNH01001518.1	QGNH01001518.1	7	2831	3208	-1	D			YP_010082532.1	YP_010082532.1 hydrolase [Arthrobacter phage LiSara]	False	0.368	68.0	6.279e-13	VRR-NUC domain [PF08774.14]; Archaeal holliday junction resolvase (hjc) [PF01870.21]				0	False	F
QGNH01001518.1_8	QGNH01001518.1	QGNH01001518.1	8	3205	3414	-1	E													0	False	F
QGNH01001518.1_9	QGNH01001518.1	QGNH01001518.1	9	3411	3533	-1	E													0	False	F
QGNH01001518.1_10	QGNH01001518.1	QGNH01001518.1	10	3530	4396	-1	E			YP_006560275.1	YP_006560275.1 replication initiation protein [Marinomonas phage P12026]	False	0.426	65.0	3.215e-10					0	False	F
QGNH01001518.1_11	QGNH01001518.1	QGNH01001518.1	11	4404	4742	-1	D									LexA DNA binding domain [PF01726.19]				0	False	F
QGNH01001518.1_12	QGNH01001518.1	QGNH01001518.1	12	5457	5882	-1	E													0	False	
QGNH01001518.1_13	QGNH01001518.1	QGNH01001518.1	13	6005	6175	1	E													0	False	
QGNH01001518.1_14	QGNH01001518.1	QGNH01001518.1	14	6183	6950	1	D									ParB/Sulfiredoxin domain [PF02195.21]				0	False	
QGNH01001518.1_15	QGNH01001518.1	QGNH01001518.1	15	6947	7276	1	E													0	False	
QGNH01001518.1_16	QGNH01001518.1	QGNH01001518.1	16	7332	7502	1	E													0	False	
QGNH01001518.1_17	QGNH01001518.1	QGNH01001518.1	17	7502	7732	1	E													0	False	
QGNH01001518.1_18	QGNH01001518.1	QGNH01001518.1	18	7725	7868	1	E													0	False	
QGNH01001518.1_19	QGNH01001518.1	QGNH01001518.1	19	7861	8490	1	E													0	False	
QGNH01001518.1_20	QGNH01001518.1	QGNH01001518.1	20	8494	8874	1	E													0	False	
QGNH01001518.1_21	QGNH01001518.1	QGNH01001518.1	21	8957	9154	1	E													0	False	
QGNH01001518.1_22	QGNH01001518.1	QGNH01001518.1	22	9141	10766	1	C	K06909	phage terminase large subunit	YP_009887268.1	YP_009887268.1 terminase large subunit [Arthrobacter phage Abba]	False	0.343	244.0	2.353e-67	Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]	VOG00705	REFSEQ terminase large subunit; Xu	Xu	0	False	
QGNH01001518.1_23	QGNH01001518.1	QGNH01001518.1	23	10830	11066	1	E													0	False	
QGNH01001518.1_24	QGNH01001518.1	QGNH01001518.1	24	11063	11950	1	E													0	False	
QGNH01001518.1_25	QGNH01001518.1	QGNH01001518.1	25	11947	12162	1	E													0	False	
QGNH01001518.1_26	QGNH01001518.1	QGNH01001518.1	26	12159	13247	1	E			YP_007674986.1	YP_007674986.1 hypothetical protein CPKG_00013 [Cyanophage KBS-S-2A]	False	0.269	130.0	4.911e-31		VOG02246	sp|O31948|YONJ_BACSU SPbeta prophage-derived uncharacterized protein YonJ; Xu	Xu	0	False	
QGNH01001518.1_27	QGNH01001518.1	QGNH01001518.1	27	13320	14936	1	E										VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xp;Xr;Xh;Xs	0	False	VF
QGNH01001518.1_28	QGNH01001518.1	QGNH01001518.1	28	14936	15304	1	E													0	False	F
QGNH01001518.1_29	QGNH01001518.1	QGNH01001518.1	29	15304	15477	1	E													0	False	F
QGNH01001518.1_30	QGNH01001518.1	QGNH01001518.1	30	15474	15665	1	E													0	False	F
QGNH01001518.1_31	QGNH01001518.1	QGNH01001518.1	31	15662	16636	1	E			YP_009885083.1	YP_009885083.1 MutT/NUDIX hydrolase [Arthrobacter phage Mufasa8]	False	0.349	74.0	8.044e-13					0	False	F
QGNH01001518.1_32	QGNH01001518.1	QGNH01001518.1	32	16670	18112	1	D									Family of unknown function (DUF6582) [PF20223.1]				0	False	F
QGNH01001518.1_33	QGNH01001518.1	QGNH01001518.1	33	18170	19552	1	E										VOG31552	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001518.1_34	QGNH01001518.1	QGNH01001518.1	34	19643	19720	1	E													0	False	F
