	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_029007_1	NC_029007	NC_029007	1	1773	1997	1	E																	0	False	F
NC_029007_2	NC_029007	NC_029007	2	2153	2752	1	E			YP_009218093.1	YP_009218093.1 hypothetical protein AVU43_gp01 [Ralstonia phage RSJ5]	True	0.933	391.0	1.088e-123						VOG02623	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029007_3	NC_029007	NC_029007	3	2933	3214	1	E			YP_009218094.1	YP_009218094.1 hypothetical protein AVU43_gp02 [Ralstonia phage RSJ5]	False	0.997	198.0	7.455e-59						VOG16580	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029007_4	NC_029007	NC_029007	4	3189	3461	1	E																	0	False	F
NC_029007_5	NC_029007	NC_029007	5	3496	3612	1	E																	0	False	F
NC_029007_6	NC_029007	NC_029007	6	3599	3829	1	E																	0	False	F
NC_029007_7	NC_029007	NC_029007	7	3834	4184	1	E			YP_009218095.1	YP_009218095.1 hypothetical protein AVU43_gp03 [Ralstonia phage RSJ5]	False	0.998	247.0	3.021e-75						VOG01371	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029007_8	NC_029007	NC_029007	8	4186	4419	1	E			YP_009218096.1	YP_009218096.1 hypothetical protein AVU43_gp04 [Ralstonia phage RSJ5]	False	1.0	168.0	9.262e-49									0	False	F
NC_029007_9	NC_029007	NC_029007	9	4429	4554	1	E																	0	False	F
NC_029007_10	NC_029007	NC_029007	10	4773	5030	1	E			YP_009218097.1	YP_009218097.1 hypothetical protein AVU43_gp05 [Ralstonia phage RSJ5]	False	0.979	178.0	6.957e-52						VOG16578	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_029007_11	NC_029007	NC_029007	11	5032	5445	1	E			YP_009218098.1	YP_009218098.1 hypothetical protein AVU43_gp06 [Ralstonia phage RSJ5]	False	0.995	290.0	6.8399999999999995e-90						VOG16579	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_029007_12	NC_029007	NC_029007	12	5442	5720	1	C	K02935	large subunit ribosomal protein L7/L12	YP_009218099.1	YP_009218099.1 hypothetical protein AVU43_gp07 [Ralstonia phage RSJ5]	False	0.92	179.0	2.774e-52	Ribosomal protein L7/L12 C-terminal domain [PF00542.22]					VOG16581	REFSEQ hypothetical protein; Xu	Xu	0	False	M
NC_029007_13	NC_029007	NC_029007	13	5717	5890	1	E																	0	False	
NC_029007_14	NC_029007	NC_029007	14	5883	6212	1	E			YP_009218100.1	YP_009218100.1 hypothetical protein AVU43_gp08 [Ralstonia phage RSJ5]	False	1.0	242.0	1.304e-73						VOG01000	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_029007_15	NC_029007	NC_029007	15	6225	6440	1	E			YP_009216549.1	YP_009216549.1 hypothetical protein AVU67_gp11 [Ralstonia phage RSJ2]	False	0.781	116.0	1.34e-30						VOG01233	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_029007_16	NC_029007	NC_029007	16	6437	6724	1	E																	0	False	
NC_029007_17	NC_029007	NC_029007	17	6696	6860	1	E																	0	False	
NC_029007_18	NC_029007	NC_029007	18	6871	7854	1	E			YP_009218102.1	YP_009218102.1 hypothetical protein AVU43_gp10 [Ralstonia phage RSJ5]	True	0.984	681.0	1.966e-221						VOG27859	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_029007_19	NC_029007	NC_029007	19	7946	8110	1	E																	0	False	
NC_029007_20	NC_029007	NC_029007	20	8207	8503	1	E			YP_009218103.1	YP_009218103.1 hypothetical protein AVU43_gp11 [Ralstonia phage RSJ5]	False	0.909	188.0	2.583e-55						VOG01221	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_029007_21	NC_029007	NC_029007	21	8503	8730	1	E			YP_009218104.1	YP_009218104.1 hypothetical protein AVU43_gp12 [Ralstonia phage RSJ5]	False	0.98	157.0	5.909e-45									0	False	
NC_029007_22	NC_029007	NC_029007	22	8727	9017	1	E			YP_009218105.1	YP_009218105.1 hypothetical protein AVU43_gp13 [Ralstonia phage RSJ5]	False	0.895	181.0	6.943999999999999e-53						VOG27860	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_029007_23	NC_029007	NC_029007	23	9027	9839	1	D			YP_009218106.1	YP_009218106.1 DNA primase [Ralstonia phage RSJ5]	True	1.0	597.0	1.022e-193	Toprim-like [PF13155.9]					VOG00694	REFSEQ DNA primase; Xu	Xu	0	False	
