	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_008152_NC_008152_1	NC_008152	NC_008152	1	781	960	1	E															0
NC_008152_NC_008152_2	NC_008152	NC_008152	2	960	1184	1	E															0
NC_008152_NC_008152_3	NC_008152	NC_008152	3	1314	1424	1	E															0
NC_008152_NC_008152_4	NC_008152	NC_008152	4	1575	1907	1	D										DNA mimic ocr [PF08684.13]					0
NC_008152_NC_008152_5	NC_008152	NC_008152	5	2100	2288	1	E															0
NC_008152_NC_008152_6	NC_008152	NC_008152	6	2353	3237	1	E															0
NC_008152_NC_008152_7	NC_008152	NC_008152	7	3301	5928	1	D										DNA-dependent RNA polymerase [PF00940.22]; DNA-directed RNA polymerase N-terminal [PF14700.9]					0
NC_008152_NC_008152_8	NC_008152	NC_008152	8	6252	6380	1	D										Bacteriophage 1.1 Protein [PF08200.14]					0
NC_008152_NC_008152_9	NC_008152	NC_008152	9	6384	8372	1	D										DnaB-like helicase C terminal domain [PF03796.18]					0
NC_008152_NC_008152_10	NC_008152	NC_008152	10	8448	9131	1	E															0
NC_008152_NC_008152_11	NC_008152	NC_008152	11	9142	9360	1	E															0
NC_008152_NC_008152_12	NC_008152	NC_008152	12	9350	9559	1	E															0
NC_008152_NC_008152_13	NC_008152	NC_008152	13	9618	9770	1	E															0
NC_008152_NC_008152_14	NC_008152	NC_008152	14	9757	12297	1	D										DNA polymerase family A [PF00476.23]					0
NC_008152_NC_008152_15	NC_008152	NC_008152	15	12413	12511	1	E															0
NC_008152_NC_008152_16	NC_008152	NC_008152	16	12667	13044	1	E															0
NC_008152_NC_008152_17	NC_008152	NC_008152	17	13054	13353	1	E															0
NC_008152_NC_008152_18	NC_008152	NC_008152	18	13523	14329	1	E															0
NC_008152_NC_008152_19	NC_008152	NC_008152	19	14339	14557	1	E															0
NC_008152_NC_008152_20	NC_008152	NC_008152	20	14663	15034	1	E															0
NC_008152_NC_008152_21	NC_008152	NC_008152	21	15337	16365	1	E															0
NC_008152_NC_008152_22	NC_008152	NC_008152	22	16350	16760	1	D										Recombination endonuclease VII [PF02945.18]					0
NC_008152_NC_008152_23	NC_008152	NC_008152	23	16753	17760	1	E															0
NC_008152_NC_008152_24	NC_008152	NC_008152	24	17861	18364	1	D										Protein of unknwon function (DUF3310) [PF11753.11]					1
NC_008152_NC_008152_25	NC_008152	NC_008152	25	18366	19313	1	D										DNA ligase OB-like domain [PF14743.9]; ATP dependent DNA ligase domain [PF01068.24]					0
NC_008152_NC_008152_26	NC_008152	NC_008152	26	19285	19500	1	E															0
NC_008152_NC_008152_27	NC_008152	NC_008152	27	19463	19633	1	E															0
