	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
MZ334506_MZ334506.1_1	MZ334506	MZ334506.1	1	332	898	-1	D										Halobacterial output domain 1 [PF18545.4]	0
MZ334506_MZ334506.1_2	MZ334506	MZ334506.1	2	1307	2083	1	E											0
MZ334506_MZ334506.1_3	MZ334506	MZ334506.1	3	2076	2339	1	E											0
MZ334506_MZ334506.1_4	MZ334506	MZ334506.1	4	2450	2557	1	E											0
MZ334506_MZ334506.1_5	MZ334506	MZ334506.1	5	2560	2754	1	E											0
MZ334506_MZ334506.1_6	MZ334506	MZ334506.1	6	3090	4781	1	E											0
MZ334506_MZ334506.1_7	MZ334506	MZ334506.1	7	4796	6235	1	E											0
MZ334506_MZ334506.1_8	MZ334506	MZ334506.1	8	6235	6525	1	E											0
MZ334506_MZ334506.1_9	MZ334506	MZ334506.1	9	6522	7286	1	E											0
MZ334506_MZ334506.1_10	MZ334506	MZ334506.1	10	7293	7721	1	E											0
MZ334506_MZ334506.1_11	MZ334506	MZ334506.1	11	7744	8259	1	E											0
MZ334506_MZ334506.1_12	MZ334506	MZ334506.1	12	8301	9257	1	E											0
MZ334506_MZ334506.1_13	MZ334506	MZ334506.1	13	9302	9745	1	E											0
MZ334506_MZ334506.1_14	MZ334506	MZ334506.1	14	9745	10083	1	E											0
MZ334506_MZ334506.1_15	MZ334506	MZ334506.1	15	10086	13202	1	E											0
MZ334506_MZ334506.1_16	MZ334506	MZ334506.1	16	13204	13425	1	E											0
MZ334506_MZ334506.1_17	MZ334506	MZ334506.1	17	13462	13971	1	E											0
MZ334506_MZ334506.1_18	MZ334506	MZ334506.1	18	13980	15272	1	E											0
MZ334506_MZ334506.1_19	MZ334506	MZ334506.1	19	15301	15843	1	E											0
MZ334506_MZ334506.1_20	MZ334506	MZ334506.1	20	15900	16370	1	E											0
MZ334506_MZ334506.1_21	MZ334506	MZ334506.1	21	16318	16680	1	E											0
MZ334506_MZ334506.1_22	MZ334506	MZ334506.1	22	16683	18500	1	E											0
MZ334506_MZ334506.1_23	MZ334506	MZ334506.1	23	18501	19031	1	E											0
MZ334506_MZ334506.1_24	MZ334506	MZ334506.1	24	19028	20470	1	E											0
MZ334506_MZ334506.1_25	MZ334506	MZ334506.1	25	20520	22325	1	E											0
MZ334506_MZ334506.1_26	MZ334506	MZ334506.1	26	22322	22693	1	E											0
MZ334506_MZ334506.1_27	MZ334506	MZ334506.1	27	22758	23084	1	E											0
MZ334506_MZ334506.1_28	MZ334506	MZ334506.1	28	23081	24316	1	D										Baseplate J-like protein [PF04865.17]	0
MZ334506_MZ334506.1_29	MZ334506	MZ334506.1	29	24321	24971	1	E											0
MZ334506_MZ334506.1_30	MZ334506	MZ334506.1	30	24975	26666	1	E											0
