	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000426.1_1	QGNH01000426.1	QGNH01000426.1	1	2	352	-1	E											0	False	F
QGNH01000426.1_2	QGNH01000426.1	QGNH01000426.1	2	349	2085	-1	D	YP_009813635.1	YP_009813635.1 hypothetical protein HOU32_gp190 [Dickeya phage vB_DsoM_JA11]	False	0.269	79.0	5.448e-14	ADP-Ribosyltransferase in polyvalent proteins [PF18760.4]	VOG11695	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000426.1_3	QGNH01000426.1	QGNH01000426.1	3	2082	3809	-1	E	YP_002224795.1	YP_002224795.1 gp102 [Mycobacterium phage Rizal]	False	0.255	77.0	3.8e-13					0	False	F
QGNH01000426.1_4	QGNH01000426.1	QGNH01000426.1	4	3813	5483	-1	D	YP_223984.1	YP_223984.1 portal protein [Alphaproteobacteria phage PhiJL001]	True	0.455	409.0	1.7190000000000003e-123	Domain of unknown function (DUF4055) [PF13264.9]	VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xp;Xs;Xr	0	False	VF
QGNH01000426.1_5	QGNH01000426.1	QGNH01000426.1	5	5540	7204	-1	E	YP_010738644.1	YP_010738644.1 terminase large subunit [Xanthomonas phage Mallos]	True	0.5	460.0	5.095e-141		VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01000426.1_6	QGNH01000426.1	QGNH01000426.1	6	7204	7878	-1	E											0	False	F
QGNH01000426.1_7	QGNH01000426.1	QGNH01000426.1	7	8461	8781	-1	E											0	False	F
QGNH01000426.1_8	QGNH01000426.1	QGNH01000426.1	8	8796	9074	-1	E											0	False	F
QGNH01000426.1_9	QGNH01000426.1	QGNH01000426.1	9	9137	9442	-1	E											0	False	F
QGNH01000426.1_10	QGNH01000426.1	QGNH01000426.1	10	9454	9906	-1	E											0	False	F
