	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_bitScore	viral_eVal	viral_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000859.1_1	QGNH01000859.1	QGNH01000859.1	1	1	120	-1	E													0	False	F
QGNH01000859.1_2	QGNH01000859.1	QGNH01000859.1	2	332	655	-1	E													0	False	F
QGNH01000859.1_3	QGNH01000859.1	QGNH01000859.1	3	863	1144	-1	E													0	False	F
QGNH01000859.1_4	QGNH01000859.1	QGNH01000859.1	4	1141	1377	-1	E													0	False	F
QGNH01000859.1_5	QGNH01000859.1	QGNH01000859.1	5	1352	1540	-1	E													0	False	F
QGNH01000859.1_6	QGNH01000859.1	QGNH01000859.1	6	2061	2213	-1	E													0	False	F
QGNH01000859.1_7	QGNH01000859.1	QGNH01000859.1	7	2267	2803	-1	E													0	False	F
QGNH01000859.1_8	QGNH01000859.1	QGNH01000859.1	8	2956	3249	-1	E													0	False	F
QGNH01000859.1_9	QGNH01000859.1	QGNH01000859.1	9	3300	3596	1	E													0	False	F
QGNH01000859.1_10	QGNH01000859.1	QGNH01000859.1	10	3593	3778	1	E													0	False	F
QGNH01000859.1_11	QGNH01000859.1	QGNH01000859.1	11	4289	4468	1	E													0	False	F
QGNH01000859.1_12	QGNH01000859.1	QGNH01000859.1	12	4462	4659	1	E													0	False	F
QGNH01000859.1_13	QGNH01000859.1	QGNH01000859.1	13	4656	4886	1	E													0	False	F
QGNH01000859.1_14	QGNH01000859.1	QGNH01000859.1	14	4873	5112	1	E													0	False	F
QGNH01000859.1_15	QGNH01000859.1	QGNH01000859.1	15	5109	5348	1	E													0	False	
QGNH01000859.1_16	QGNH01000859.1	QGNH01000859.1	16	5326	5436	1	E													0	False	
QGNH01000859.1_17	QGNH01000859.1	QGNH01000859.1	17	5711	5965	1	E													0	False	
QGNH01000859.1_18	QGNH01000859.1	QGNH01000859.1	18	5904	6152	-1	E													0	False	
QGNH01000859.1_19	QGNH01000859.1	QGNH01000859.1	19	6149	6427	-1	E													0	False	
QGNH01000859.1_20	QGNH01000859.1	QGNH01000859.1	20	6405	6728	-1	E													0	False	
QGNH01000859.1_21	QGNH01000859.1	QGNH01000859.1	21	6710	6964	-1	E													0	False	
QGNH01000859.1_22	QGNH01000859.1	QGNH01000859.1	22	6957	7181	-1	E													0	False	
QGNH01000859.1_23	QGNH01000859.1	QGNH01000859.1	23	7204	7431	-1	E													0	False	
QGNH01000859.1_24	QGNH01000859.1	QGNH01000859.1	24	7431	7556	-1	E													0	False	
QGNH01000859.1_25	QGNH01000859.1	QGNH01000859.1	25	7754	8572	1	E			YP_002300352.1	YP_002300352.1 virion structural protein [Bacillus phage SPO1]	False	85.0	6.571e-17	0.258		VOG02665	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01000859.1_26	QGNH01000859.1	QGNH01000859.1	26	8637	10160	1	C	K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]							NUDIX domain [PF00293.31]	VOG00917	sp|Q91FB1|VF414_IIV6 Putative hydrolase 414L; Xu	Xu	0	False	
QGNH01000859.1_27	QGNH01000859.1	QGNH01000859.1	27	10160	10786	1	E													0	False	
QGNH01000859.1_28	QGNH01000859.1	QGNH01000859.1	28	10786	11523	1	E													0	False	
QGNH01000859.1_29	QGNH01000859.1	QGNH01000859.1	29	11561	11749	1	E													0	False	F
QGNH01000859.1_30	QGNH01000859.1	QGNH01000859.1	30	11809	14661	1	D									Ice-binding-like [PF11999.11]				0	False	F
QGNH01000859.1_31	QGNH01000859.1	QGNH01000859.1	31	14666	15178	1	E													0	False	F
QGNH01000859.1_32	QGNH01000859.1	QGNH01000859.1	32	15271	15834	1	E													0	False	F
QGNH01000859.1_33	QGNH01000859.1	QGNH01000859.1	33	15848	16441	1	E													0	False	F
QGNH01000859.1_34	QGNH01000859.1	QGNH01000859.1	34	16451	16528	1	E													0	False	F
