	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001404.1_1	QGNH01001404.1	QGNH01001404.1	1	1	450	-1	E																		0	False	F
QGNH01001404.1_2	QGNH01001404.1	QGNH01001404.1	2	479	655	-1	E																		0	False	F
QGNH01001404.1_3	QGNH01001404.1	QGNH01001404.1	3	657	1130	-1	E																		0	False	F
QGNH01001404.1_4	QGNH01001404.1	QGNH01001404.1	4	1269	1685	-1	E																		0	False	F
QGNH01001404.1_5	QGNH01001404.1	QGNH01001404.1	5	1651	1890	-1	E																		0	False	F
QGNH01001404.1_6	QGNH01001404.1	QGNH01001404.1	6	1887	2612	-1	D	YP_004894457.1	YP_004894457.1 peptidase [Megavirus chiliensis]	False	0.444	201.0	8.268e-57	MER0158816	C01A	MER0158816 - xylellain (Pseudomonas syringae) [C01.128]#C01A#{peptidase unit: 1-255}~source EEB58206~	False	259.0	6.981e-77	0.55	Papain family cysteine protease [PF00112.26]; Peptidase_C39 like family [PF13529.9]; Peptidase C1-like family [PF03051.18]	VOG04780	REFSEQ hypothetical protein; Xu	Xu	0	False	PF
QGNH01001404.1_7	QGNH01001404.1	QGNH01001404.1	7	2623	3312	-1	E																		0	False	F
QGNH01001404.1_8	QGNH01001404.1	QGNH01001404.1	8	3309	3551	-1	E																		0	False	F
QGNH01001404.1_9	QGNH01001404.1	QGNH01001404.1	9	3548	3826	-1	E																		0	False	F
QGNH01001404.1_10	QGNH01001404.1	QGNH01001404.1	10	3826	5721	-1	E																		0	False	F
QGNH01001404.1_11	QGNH01001404.1	QGNH01001404.1	11	5731	6522	-1	D														Concanavalin A-like lectin/glucanases superfamily [PF13385.9]				0	False	MK
QGNH01001404.1_12	QGNH01001404.1	QGNH01001404.1	12	6492	8501	-1	E																		0	False	
QGNH01001404.1_13	QGNH01001404.1	QGNH01001404.1	13	8498	8623	-1	E																		0	False	
