locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MZ334518.1_66_359_+												Hypothetical
MZ334518.1_898_1785_+					phrog_9231	VOG05559	VOG:VOG05559	295	7.7e-111	362.0		REFSEQ terminase small subunit
MZ334518.1_1778_2065_+												Hypothetical
MZ334518.1_2187_2516_+												Hypothetical
MZ334518.1_2545_2772_+												Hypothetical
MZ334518.1_2769_2978_+												Hypothetical
MZ334518.1_2991_4763_+		K21523	COG4373		phrog_9	VOG07294	COG:COG4373	590	1.7e-48	157.0		; 
MZ334518.1_4770_6287_+			COG5511		phrog_9232	VOG00562	PHROG:phrog_9232	505	8.1e-203	666.9		portal protein
MZ334518.1_6314_6469_-												Hypothetical
MZ334518.1_6571_7731_+												Hypothetical
MZ334518.1_7740_8213_+												Hypothetical
MZ334518.1_8217_8753_+					phrog_12121	VOG14381	VOG:VOG14381	178	4.1e-75	243.7		REFSEQ hypothetical protein
MZ334518.1_8800_9774_+					phrog_3990	VOG01973	PHROG:phrog_3990	324	7.2e-88	287.2		major head protein
MZ334518.1_9788_10264_+												Hypothetical
MZ334518.1_10482_10634_-												Hypothetical
MZ334518.1_10647_12119_+												Hypothetical
MZ334518.1_12187_12339_+												Hypothetical
MZ334518.1_12340_12555_+												Hypothetical
MZ334518.1_12559_13071_+					phrog_12281	VOG04913	PHROG:phrog_12281	170	3.4e-80	260.1		tail tube protein
MZ334518.1_13079_14392_+			COG3497		phrog_10244	VOG01001	PHROG:phrog_10244	437	2e-184	605.9		tail sheath
MZ334518.1_14421_14942_+					phrog_12452	VOG14384	PHROG:phrog_12452	173	9.7e-88	284.8		tail tube protein
MZ334518.1_14982_15515_+					phrog_14268	VOG04953	PHROG:phrog_14268	177	2.8e-79	256.8		tail assembly chaperone
MZ334518.1_15544_15813_+					phrog_12163	VOG04953	PHROG:phrog_12163	89	3.1e-42	136.0		tail assembly chaperone
MZ334518.1_15817_17781_+					phrog_14901	VOG14385	PHROG:phrog_14901	654	5.7e-281	925.6		tail length tape measure protein
MZ334518.1_17781_18308_+												Hypothetical
MZ334518.1_18313_19830_+												Hypothetical
MZ334518.1_19878_20288_+												Hypothetical
MZ334518.1_20288_20653_+												Hypothetical
MZ334518.1_20693_21016_+												Hypothetical
MZ334518.1_21016_22230_+			COG3299		phrog_6	VOG00521	VOG:VOG00521	404	1.9e-90	296.7		sp|P51767|BPJ_BPP2 Baseplate protein J
MZ334518.1_22227_23213_+												Hypothetical
MZ334518.1_23216_23620_+												Hypothetical
MZ334518.1_23613_24287_+					phrog_1160	VOG00207	PHROG:phrog_1160	224	1.3e-51	167.9		baseplate protein
MZ334518.1_24294_25694_+												Hypothetical
MZ334518.1_26314_26544_+												Hypothetical
MZ334518.1_26560_26760_+												Hypothetical
MZ334518.1_26753_27124_+												Hypothetical
MZ334518.1_27143_27649_+												Hypothetical
MZ334518.1_27658_27792_+												Hypothetical
MZ334518.1_27953_28090_-												Hypothetical
MZ334518.1_28154_29041_-					phrog_7084	VOG14391	VOG:VOG14391	295	1e-122	400.8		REFSEQ hypothetical protein
MZ334518.1_29465_30196_-	K03465	K03465	COG1351		phrog_85	VOG03899	VOG:VOG03899	243	3.9e-61	200.4		sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase
MZ334518.1_30690_33341_-	K02319	K02319	COG0417		phrog_262	VOG00345	PHROG:phrog_262	857	3.3e-173	570.1		DNA polymerase
MZ334518.1_33341_33724_-					phrog_13033	VOG14397	VOG:VOG14397	127	8.3e-22	69.7		REFSEQ hypothetical protein
MZ334518.1_33820_34209_-												Hypothetical
MZ334518.1_34206_34391_-												Hypothetical
MZ334518.1_34484_35239_-		K07028	COG0563		phrog_10255	VOG01544	PHROG:phrog_10255	225	4.8e-71	231.6		kinase
MZ334518.1_35239_35382_-												Hypothetical
MZ334518.1_35506_35955_-		K14819	COG2453		phrog_32716	VOG00099	PHROG:phrog_32716	149	3.2e-107	347.5		dual specificity phosphatase
MZ334518.1_36071_37015_-		K07465	COG2887		phrog_69	VOG00510	VOG:VOG00510	314	8.7e-32	103.1		sp|O64262|VG69_BPMD2 Gene 69 protein
MZ334518.1_37122_37325_-												Hypothetical
MZ334518.1_37472_37690_-												Hypothetical
MZ334518.1_37826_38239_-												Hypothetical
MZ334518.1_38241_38582_-												Hypothetical
MZ334518.1_38671_39051_-					phrog_16395	VOG14395	VOG:VOG14395	126	2.4e-58	187.8		REFSEQ hypothetical protein
MZ334518.1_39053_39379_-												Hypothetical
MZ334518.1_39486_40748_-					phrog_284	VOG02246	PHROG:phrog_284	420	1.1e-72	237.3		exonuclease
MZ334518.1_40814_42076_-												Hypothetical
MZ334518.1_42261_43742_-												Hypothetical
MZ334518.1_43821_44117_-					phrog_13442	VOG14400	VOG:VOG14400	80	3.1e-42	135.3		REFSEQ hypothetical protein
MZ334518.1_44110_44532_-												Hypothetical
MZ334518.1_44532_45629_-												Hypothetical
MZ334518.1_46062_46568_-					phrog_16114	VOG14402	VOG:VOG14402	168	7.4e-62	199.6		REFSEQ hypothetical protein
MZ334518.1_47379_48371_-												Hypothetical
MZ334518.1_47816_48355_-					phrog_12980	VOG01567	PHROG:phrog_12980	162	3.6e-76	246.8		HNH endonuclease
MZ334518.1_48679_49161_+												Hypothetical
MZ334518.1_49161_49646_+			COG1948		phrog_3490	VOG01108	VOG:VOG01108	161	1.1e-46	151.9		sp|P0CAF6|VF364_ASFK5 ERCC4 domain-containing protein EP364R
MZ334518.1_49966_51129_+		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	387	4.7e-37	118.0		XerD; 
MZ334518.1_51146_54244_-		K07317	COG0286		phrog_2713, phrog_16674	VOG02372	KEGG:K07317	1032	6.1e-77	251.7	2.1.1.72	K07317; adenine-specific DNA-methyltransferase
MZ334518.1_54511_54933_-												Hypothetical
MZ334518.1_55332_55769_-												Hypothetical
MZ334518.1_56062_56304_-												Hypothetical
MZ334518.1_56311_57675_-					phrog_13083	VOG14405	VOG:VOG14405	454	6.3e-194	636.7		REFSEQ hypothetical protein
MZ334518.1_57863_58135_-												Hypothetical
MZ334518.1_58138_58329_+												Hypothetical
MZ334518.1_58514_58972_-					phrog_14318	VOG11954	VOG:VOG11954	152	6.1e-60	192.9		REFSEQ hypothetical protein
MZ334518.1_58977_59273_-												Hypothetical
MZ334518.1_59413_60321_-												Hypothetical
MZ334518.1_60418_61107_-					phrog_21685	VOG26219	VOG:VOG26219	229	1.9e-126	412.9		REFSEQ hypothetical protein
MZ334518.1_61203_64001_-												Hypothetical
MZ334518.1_64033_64272_-					phrog_15403	VOG14408	VOG:VOG14408	79	5.4e-45	143.7		REFSEQ hypothetical protein
MZ334518.1_64596_65390_-												Hypothetical
MZ334518.1_65536_65772_-												Hypothetical
MZ334518.1_65769_66059_-												Hypothetical
MZ334518.1_66166_66492_-												Hypothetical
MZ334518.1_66555_66722_+												Hypothetical
MZ334518.1_66986_68044_-												Hypothetical
MZ334518.1_68236_68502_+												Hypothetical
MZ334518.1_70068_70829_-												Hypothetical
MZ334518.1_71175_71447_+												Hypothetical
