locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICKMHADG_00001	CDS	963				hypothetical protein
ICKMHADG_00002	CDS	669				hypothetical protein
ICKMHADG_00003	CDS	714				hypothetical protein
ICKMHADG_00004	CDS	1005	cbiB			Cobalamin biosynthesis protein CbiB
ICKMHADG_00005	CDS	762	cobS	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
ICKMHADG_00006	CDS	1050	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
ICKMHADG_00007	CDS	555	cobY	2.7.7.62	COG2266	Adenosylcobinamide-phosphate guanylyltransferase
ICKMHADG_00008	CDS	1098				hypothetical protein
ICKMHADG_00009	CDS	1068				hypothetical protein
ICKMHADG_00010	CDS	450				hypothetical protein
ICKMHADG_00011	tRNA	78				tRNA-Asp(gtc)
ICKMHADG_00012	CDS	339				hypothetical protein
ICKMHADG_00013	CDS	471				hypothetical protein
ICKMHADG_00014	CDS	1248	pyrC			Dihydroorotase
ICKMHADG_00015	CDS	561				hypothetical protein
ICKMHADG_00016	CDS	159				hypothetical protein
ICKMHADG_00017	CDS	657		3.2.2.-	COG1573	Type-5 uracil-DNA glycosylase
ICKMHADG_00018	CDS	462				hypothetical protein
ICKMHADG_00019	CDS	924	metE_1	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
ICKMHADG_00020	CDS	1068	metE_2	2.1.1.-	COG0620	Methionine synthase
ICKMHADG_00021	CDS	630				hypothetical protein
ICKMHADG_00022	CDS	1146				hypothetical protein
ICKMHADG_00023	CDS	498	leuD_1	4.2.1.33	COG0066	Isopropylmalate/citramalate isomerase small subunit
ICKMHADG_00024	CDS	1263	leuC_1	4.2.1.33	COG0065	Isopropylmalate/citramalate isomerase large subunit
ICKMHADG_00025	CDS	897	speE2	2.5.1.23	COG0421	Polyamine aminopropyltransferase 2
ICKMHADG_00026	CDS	369	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
ICKMHADG_00027	CDS	888				hypothetical protein
ICKMHADG_00028	CDS	819				hypothetical protein
ICKMHADG_00029	CDS	756			COG1136	putative ABC transporter ATP-binding protein
ICKMHADG_00030	CDS	192				hypothetical protein
ICKMHADG_00031	CDS	138				hypothetical protein
ICKMHADG_00032	CDS	870	gatD	6.3.5.-	COG0252	Glutamyl-tRNA(Gln) amidotransferase subunit D
ICKMHADG_00033	CDS	927				hypothetical protein
ICKMHADG_00034	CDS	2094				hypothetical protein
ICKMHADG_00035	CDS	1266				hypothetical protein
