	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001834.1_1	QGNH01001834.1	QGNH01001834.1	1	2	400	-1	C	K07492	putative transposase	YP_009210544.1	YP_009210544.1 IS5 family transposase [Paenibacillus phage Tripp]	False	0.47	72.0	4.798e-14								Putative transposase of IS4/5 family (DUF4096) [PF13340.9]				0	False	F
QGNH01001834.1_2	QGNH01001834.1	QGNH01001834.1	2	471	803	-1	E			YP_009067126.1	YP_009067126.1 integrase arm-type DNA-binding domain-containing protein [Ralstonia phage RSY1]	False	0.604	125.0	5.919e-33												0	False	F
QGNH01001834.1_3	QGNH01001834.1	QGNH01001834.1	3	855	965	1	E																				0	False	F
QGNH01001834.1_4	QGNH01001834.1	QGNH01001834.1	4	1204	1680	-1	D			YP_009067126.1	YP_009067126.1 integrase arm-type DNA-binding domain-containing protein [Ralstonia phage RSY1]	False	0.398	100.0	1.904e-23								Arm DNA-binding domain [PF13356.9]				0	False	F
QGNH01001834.1_5	QGNH01001834.1	QGNH01001834.1	5	2369	3649	1	C	K04771	serine protease Do [EC:3.4.21.107]							MER0407496	S01C	MER0407496 - subfamily S1C unassigned peptidases (Afipia sp. 1NLS2) [S01.UPC]#S01C#{peptidase unit: 141-479}~source ZP_07026747~	True	0.628	418.0	2.9940000000000003e-128	Trypsin-like peptidase domain [PF13365.9]; PDZ domain [PF13180.9]; Peptidase family M50 [PF02163.25]; PDZ domain [PF17820.4]	VOG02002	REFSEQ protease; Xu	Xu	0	False	PF
QGNH01001834.1_6	QGNH01001834.1	QGNH01001834.1	6	3621	4616	1	C	K02483	two-component system, OmpR family, response regulator														Response regulator receiver domain [PF00072.27]; Transcriptional regulatory protein, C terminal [PF00486.31]				0	False	F
QGNH01001834.1_7	QGNH01001834.1	QGNH01001834.1	7	4600	6012	1	D																Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; His Kinase A (phospho-acceptor) domain [PF00512.28]				0	False	F
QGNH01001834.1_8	QGNH01001834.1	QGNH01001834.1	8	5959	6765	-1	D																Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]				0	False	F
QGNH01001834.1_9	QGNH01001834.1	QGNH01001834.1	9	6710	8386	-1	D																PAS fold [PF12860.10]; PAS fold [PF08447.15]				0	False	F
QGNH01001834.1_10	QGNH01001834.1	QGNH01001834.1	10	8594	10423	-1	C	K01256	aminopeptidase N [EC:3.4.11.2]							MER0335246	M01	MER0335246 - alanyl aminopeptidase (bacterial-type) (Brucella melitensis) [M01.005]#M01#{peptidase unit: 202-451}~source CAJ10597~	False	0.82	297.0	2.985e-84	Domain of unknown function (DUF3458_C) ARM repeats [PF17432.5]; Domain of unknown function (DUF3458) Ig-like fold [PF11940.11]; Peptidase family M1 domain [PF01433.23]				0	False	MF
